,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,27/07/2023,17:00,PERU - LIGA 1,Sporting Cristal,Binacional,1.18,7.0,17.0,1.48,2.2
