Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/07/2024,15:00,ARGENTINA - PRIMERA NACIONAL,San Miguel,Arsenal Sarandi,1.83,3.25,5.0,3.4,2.75,1.4,1.14,1.73,1.73,19.0,1.02
2,20/07/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,All Boys,2.25,2.7,3.9,3.6,2.75,1.4,1.2,1.83,1.83,21.0,1.02
3,20/07/2024,15:00,ARGENTINA - LIGA PROFESIONAL,San Lorenzo,Huracan,2.88,2.75,3.0,3.1,2.38,1.53,1.14,1.67,1.67,17.0,1.03
4,20/07/2024,18:00,BRAZIL - SERIE B,Paysandu PA,Ponte Preta,1.85,3.2,4.75,2.5,2.2,1.62,1.1,1.53,1.44,11.0,1.05
5,20/07/2024,21:05,ARGENTINA - PRIMERA NACIONAL,Ferro,San Martin S.J.,2.4,2.75,3.5,2.88,2.25,1.57,1.14,1.62,1.57,15.0,1.03
