,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PHILIPPINES - PFL,04/05/2024,04:00,Manila Digger,Loyola,2.0,4.0,2.75
2,BANGLADESH - PREMIER LEAGUE,04/05/2024,07:00,Bangladesh Police,Rahmatgonj MFS,1.95,2.85,4.1
3,SWEDEN - SUPERETTAN,04/05/2024,08:00,Oddevold,Sundsvall,1.85,3.3,3.5
4,VIETNAM - V.LEAGUE 1,04/05/2024,09:15,Hai Phong,Ho Chi Minh,1.85,3.3,4.0
5,THAILAND - THAI LEAGUE 1,04/05/2024,10:00,Muang Thong Utd,Sukhothai,1.65,4.25,4.15
6,SWEDEN - SUPERETTAN,04/05/2024,10:00,Oster,Gefle,1.36,4.33,7.5
7,NORWAY - OBOS-LIGAEN,04/05/2024,11:00,Raufoss,Asane,2.15,3.5,3.3
8,ICELAND - BESTA DEILD KARLA,04/05/2024,11:00,Hafnarfjordur,Vestri,1.39,4.75,6.8
9,NORWAY - OBOS-LIGAEN,04/05/2024,11:00,Mjondalen,Aalesund,2.25,3.8,2.88
10,NORWAY - OBOS-LIGAEN,04/05/2024,11:00,Levanger,Sogndal,2.0,4.0,3.3
11,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,04/05/2024,12:00,Al Shabab,Al Raed,1.73,3.8,4.2
12,AUSTRIA - BUNDESLIGA,04/05/2024,12:00,BW Linz,Tirol,2.25,3.2,3.4
13,EGYPT - PREMIER LEAGUE,04/05/2024,13:00,Al Ahly,El Gouna,1.36,4.45,7.6
14,RUSSIA - PREMIER LEAGUE,04/05/2024,13:30,Krasnodar,Akhmat Grozny,1.67,4.27,5.55
15,DOMINICAN REPUBLIC - LDF,04/05/2024,17:00,Delfines Del Este,San Cristobal,1.29,5.0,7.3
16,USA - USL CHAMPIONSHIP,04/05/2024,20:00,North Carolina,Rhode Island,1.98,3.4,3.6
17,USA - MLS,04/05/2024,21:30,Houston Dynamo,St. Louis City,2.0,3.5,3.5
18,USA - MLS,04/05/2024,22:30,Real Salt Lake,Sporting Kansas City,1.7,3.8,4.75
