Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MONGOLIA - PREMIER LEAGUE,28/08/2023,08:00,FC Ulaanbaatar,Khoromkhon,1.05,13.0,18.0
2,ARMENIA - PREMIER LEAGUE,28/08/2023,12:00,Pyunik Yerevan,West Armenia,1.05,11.2,28.0
3,ROMANIA - LIGA 1,28/08/2023,12:30,FC Hermannstadt,U. Cluj,2.15,3.1,3.25
4,SWEDEN - SUPERETTAN,28/08/2023,14:00,GAIS,Skovde AIK,1.3,5.0,8.0
5,SWEDEN - SUPERETTAN,28/08/2023,14:00,AFC Eskilstuna,Gefle,1.85,3.75,3.6
6,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,28/08/2023,15:00,Al Raed,Al Riyadh,2.15,3.4,2.8
7,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,28/08/2023,15:00,Al Hilal,Al Ettifaq,1.29,5.25,7.5
8,PERU - LIGA 1,28/08/2023,15:00,ADT Tarma,Cajamarca,1.7,3.75,5.0
9,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,28/08/2023,16:00,FK Sarajevo,Velez Mostar,1.86,3.46,3.96
10,SPAIN - LALIGA2,28/08/2023,16:30,Racing Santander,Huesca,2.1,3.25,3.75
11,PERU - LIGA 1,28/08/2023,17:15,Deportivo Garcilaso,Cesar Vallejo,1.53,4.33,5.75
12,ARGENTINA - COPA DE LA LIGA PROFESIONAL,28/08/2023,20:00,Banfield,Rosario Central,2.25,3.2,3.4
13,ECUADOR - LIGA PRO,28/08/2023,21:00,Dep. Cuenca,Tecnico U.,1.95,3.5,3.8
