Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,30/10/2023,05:00,RANS Nusantara,PSM Makassar,1.98,3.3,3.6
2,INDONESIA - LIGA 1,30/10/2023,09:00,Bali United,Persita,1.5,4.35,5.2
3,BAHRAIN - PREMIER LEAGUE,30/10/2023,13:00,Al-Ahli Manama,Busaiteen,2.02,3.15,3.75
4,SENEGAL - LIGUE 1,30/10/2023,13:30,Sonacos,Dakar SC,2.6,2.57,2.95
5,SWEDEN - ALLSVENSKAN,30/10/2023,15:00,Hammarby,Sirius,1.8,3.75,4.33
6,ITALY - SERIE C,30/10/2023,16:45,Benevento,Potenza,1.75,3.4,4.6
7,ITALY - SERIE C,30/10/2023,16:45,Cesena,Carrarese,1.95,3.1,4.1
8,SPAIN - LALIGA2,30/10/2023,17:00,Burgos CF,Zaragoza,2.5,2.88,3.2
9,BRAZIL - SERIE B,30/10/2023,20:00,Chapecoense-SC,Tombense,2.05,3.25,3.55
10,ARGENTINA - PRIMERA NACIONAL,30/10/2023,21:30,Atl. Rafaela,Def. de Belgrano,2.3,3.0,3.6
11,JAMAICA - PREMIER LEAGUE,30/10/2023,21:30,Waterhouse,Montego Bay,1.65,3.45,5.1
