,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,23/09/2023,01:30,Seongnam,Cheongju,2.38,3.0,3.1,2.4,1.53,2.0,1.73,0.7,0.9,0.666,1.2,0.9797959,1.289,0.42016807,0.33333334,0.32258064,0.41666666,0.6535948,0.12180246,-0.5,1.88,1,0.5078
2,SOUTH KOREA - K LEAGUE 2,23/09/2023,04:00,Gimcheon Sangmu,Anyang,1.95,3.5,3.8,2.0,1.8,1.73,2.0,2.3,1.1,0.725,1.3,1.4177446,0.654,0.51282054,0.2857143,0.2631579,0.5,0.5555556,0.31860113,1.0,2.518,1,0.5043
3,SOUTH KOREA - K LEAGUE 2,23/09/2023,06:30,Jeonnam,Cheonan City,1.65,4.0,4.75,1.85,1.95,1.83,1.83,2.4,0.9165151,0.38,0.3,0.45825756,0.615,0.6060606,0.25,0.21052632,0.5405405,0.51282054,0.50033635,2.1,1.375,1,0.5037
4,POLAND - EKSTRAKLASA,23/09/2023,07:30,Radomiak Radom,Puszcza,1.6,3.8,5.5,1.88,1.98,1.91,1.91,1.2,1.2489996,1.43,1.4,1.356466,0.682,0.625,0.2631579,0.18181819,0.5319149,0.5050505,0.5400955,-0.2,2.605,1,0.9125
5,FINLAND - VEIKKAUSLIIGA,23/09/2023,08:00,Inter Turku,KuPS,3.0,3.25,2.38,2.05,1.75,1.8,1.95,1.7,1.3453624,0.519,2.1,1.1357816,0.632,0.33333334,0.30769232,0.42016807,0.4878049,0.5714286,0.13606395,-0.4,2.481,1,0.5032
6,ROMANIA - LIGA 1,23/09/2023,08:30,FC Voluntari,Poli Iasi,2.2,3.2,3.1,2.25,1.62,2.0,1.73,1.9,1.1357816,0.597,1.5,1.2845232,0.959,0.45454547,0.3125,0.32258064,0.44444445,0.61728394,0.17817807,0.4,2.42,1,0.769
7,CHINA - SUPER LEAGUE,23/09/2023,08:35,Chengdu Rongcheng,Shanghai Port,3.25,3.3,2.25,1.85,2.0,1.67,2.1,1.8,1.2489996,0.686,2.6,0.8,0.766,0.30769232,0.3030303,0.44444445,0.5405405,0.5,0.18648812,-0.8,2.049,1,0.6732
8,CHINA - SUPER LEAGUE,23/09/2023,08:35,Meizhou Hakka,Henan Songshan Longmen,2.1,3.6,3.25,1.65,2.2,1.62,2.2,1.9,1.3747727,0.715,0.5,0.92195445,0.981,0.47619048,0.2777778,0.30769232,0.6060606,0.45454547,0.24680138,1.4,2.297,1,0.6699
9,CHINA - SUPER LEAGUE,23/09/2023,08:35,Wuhan Three Towns,Tianjin Jinmen Tiger,1.7,4.2,4.5,1.67,2.15,1.7,2.05,1.9,1.1357816,0.891,1.1,1.0440307,0.664,0.5882353,0.23809524,0.22222222,0.5988024,0.4651163,0.48330402,0.8,2.18,1,0.8084
10,SPAIN - LALIGA2,23/09/2023,09:00,Andorra,Gijon,2.15,3.1,3.8,2.4,1.53,2.1,1.67,2.0,1.264911,0.883,0.6,0.9165151,1.15,0.4651163,0.32258064,0.2631579,0.41666666,0.6535948,0.24193016,1.4,2.181,1,0.8
11,BULGARIA - PARVA LIGA,23/09/2023,09:00,Arda,Hebar,1.55,4.2,5.5,2.2,1.65,2.25,1.57,1.8,1.2489996,0.661,1.4,1.356466,1.069,0.6451613,0.23809524,0.18181819,0.45454547,0.6060606,0.5814799,0.4,2.605,1,0.5184
12,NORWAY - OBOS-LIGAEN,23/09/2023,10:00,Sogndal,Asane,1.53,4.75,5.25,1.4,2.88,1.5,2.5,2.0,1.264911,0.614,0.6,0.9165151,0.778,0.6535948,0.21052632,0.1904762,0.71428573,0.3472222,0.60804385,1.4,2.181,1,0.6926
13,FINLAND - YKKONEN,23/09/2023,10:00,Jaro,SalPa,2.0,3.6,3.6,1.73,2.08,1.62,2.2,1.4,1.1135529,0.788,0.9,1.1357816,1.224,0.5,0.2777778,0.2777778,0.5780347,0.48076922,0.29772916,0.5,2.249,1,0.5177
14,FINLAND - YKKONEN,23/09/2023,10:00,JJK Jyvaskyla,JaPS,3.4,4.0,2.0,1.44,2.7,1.4,2.75,0.9,1.1357816,1.152,0.9,1.1357816,0.875,0.29411766,0.25,0.5,0.6944444,0.37037036,0.3130438,0.0,2.272,1,0.5048
15,FINLAND - YKKONEN,23/09/2023,10:00,KPV Kokkola,KaPa,1.95,3.8,3.5,1.5,2.5,1.44,2.63,0.8,0.8717798,0.886,0.5,0.92195445,0.873,0.51282054,0.2631579,0.2857143,0.6666667,0.4,0.31860113,0.3,1.794,1,0.5049
