,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/05/2024,04:30,SOUTH KOREA - K LEAGUE 1,Daegu,Gangwon,2.4,2.9,3.1,2.2,1.83,1.83,1.08,1.5,1.36,9.0,1.07
2,26/05/2024,07:00,SINGAPORE - PREMIER LEAGUE,Tanjong Pagar,Hougang,4.0,4.4,1.57,1.17,1.23,3.4,46.0,1.09,1.01,1.98,1.65
3,26/05/2024,07:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Cheonan City,2.05,3.1,3.3,2.03,1.8,1.91,1.06,1.4,1.3,7.0,1.1
4,26/05/2024,08:00,CHINA - SUPER LEAGUE,Qingdao Hainiu,Tianjin Jinmen Tiger,3.6,3.4,2.05,1.88,1.7,2.05,1.05,1.36,1.25,6.0,1.13
5,26/05/2024,08:00,THAILAND - THAI LEAGUE 1,Pathum United,Police Tero,1.24,6.2,9.0,1.29,1.65,2.12,1.01,1.19,1.09,2.55,1.45
6,26/05/2024,08:00,THAILAND - THAI LEAGUE 1,Sukhothai,Lamphun Warrior,2.4,3.3,2.8,1.7,1.55,2.32,1.05,1.37,1.23,4.4,1.17
7,26/05/2024,08:00,CHINA - SUPER LEAGUE,Beijing Guoan,Nantong Zhiyun,1.36,4.75,8.0,1.7,1.95,1.8,1.03,1.3,1.2,5.0,1.17
8,26/05/2024,08:00,THAILAND - THAI LEAGUE 1,Port MTI FC,Nakhon Pathom,1.31,5.4,7.7,1.44,1.75,1.95,1.02,1.25,1.14,3.25,1.29
9,26/05/2024,08:35,CHINA - SUPER LEAGUE,Changchun Yatai,Henan Songshan Longmen,2.55,3.3,2.7,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
10,26/05/2024,09:00,SWEDEN - ALLSVENSKAN,Hammarby,Sirius,2.0,3.6,3.5,1.67,1.57,2.25,1.03,1.3,1.2,5.0,1.17
14,26/05/2024,10:00,POLAND - DIVISION 1,Tychy,Leczna,2.25,3.1,2.9,2.25,1.91,1.8,1.08,1.5,1.4,9.0,1.07
12,26/05/2024,10:00,POLAND - DIVISION 1,Legnica,Lechia Gdansk,2.7,3.1,2.4,1.75,1.62,2.2,1.04,1.36,1.22,5.5,1.14
13,26/05/2024,10:00,AZERBAIJAN - PREMIER LEAGUE,Turan,Kapaz,1.75,3.65,4.1,1.65,1.62,2.02,1.01,1.38,1.22,4.75,1.13
11,26/05/2024,10:00,POLAND - DIVISION 1,Odra Opole,Pruszkow,1.62,3.6,4.5,2.05,2.0,1.73,1.06,1.44,1.33,8.0,1.08
15,26/05/2024,10:00,POLAND - DIVISION 1,Wisla Plock,R. Rzeszow,1.53,3.9,4.75,1.67,1.73,2.0,1.03,1.3,1.2,5.0,1.17
16,26/05/2024,11:00,SWEDEN - SUPERETTAN,Helsingborg,Landskrona,2.45,3.4,2.7,1.88,1.7,2.05,1.05,1.36,1.25,6.0,1.13
17,26/05/2024,11:00,BELARUS - VYSSHAYA LIGA,Shakhtyor Soligorsk,Smorgon,2.18,3.52,3.25,1.91,1.72,2.07,1.01,1.38,1.26,5.8,1.09
18,26/05/2024,11:30,UZBEKISTAN - SUPER LEAGUE,Sogdiana,Bunyodkor,2.12,3.3,3.15,1.93,1.75,1.85,1.02,1.42,1.32,6.35,1.07
21,26/05/2024,12:30,FINLAND - YKKONEN,Rovaniemi,KuPS Akatemia,1.57,4.1,4.5,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
22,26/05/2024,12:30,FINLAND - VEIKKAUSLIIGA,KuPS,Ekenas,1.25,5.5,8.5,1.73,2.25,1.57,1.03,1.33,1.22,5.5,1.14
19,26/05/2024,12:30,FINLAND - VEIKKAUSLIIGA,Mariehamn,Gnistan,2.15,3.25,2.9,1.88,1.75,2.0,1.05,1.4,1.25,6.0,1.13
20,26/05/2024,12:30,BULGARIA - PARVA LIGA,Cherno More,Krumovgrad,1.3,5.25,9.5,1.75,2.2,1.62,1.05,1.33,1.22,5.5,1.14
23,26/05/2024,13:00,NETHERLANDS - EREDIVISIE,Utrecht,G.A. Eagles,1.8,3.75,4.2,1.67,1.62,2.2,1.03,1.33,1.2,5.0,1.17
24,26/05/2024,13:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Cercle Brugge KSV,1.48,4.1,5.5,1.48,1.57,2.25,1.02,1.25,1.14,3.75,1.25
25,26/05/2024,14:00,ICELAND - BESTA DEILD KARLA,Fram,Breidablik,3.55,3.8,1.87,1.5,1.47,2.5,1.03,1.28,1.16,3.5,1.26
26,26/05/2024,14:00,ICELAND - BESTA DEILD KARLA,Stjarnan,KA Akureyri,1.87,3.8,3.5,1.42,1.4,2.72,1.03,1.26,1.13,3.15,1.31
27,26/05/2024,16:00,CHILE - PRIMERA DIVISION,Copiapo,A. Italiano,2.5,3.5,2.7,1.75,1.57,2.25,1.04,1.33,1.22,5.5,1.14
28,26/05/2024,17:00,PERU - LIGA 1,Sport Boys,ADT Tarma,2.2,3.25,3.2,2.1,1.83,1.83,1.07,1.44,1.36,8.0,1.08
29,26/05/2024,17:45,ARGENTINA - LIGA PROFESIONAL,Gimnasia L.P.,Banfield,2.3,3.1,3.5,2.5,2.05,1.7,1.1,1.53,1.5,11.0,1.05
30,26/05/2024,18:00,CANADA - CANADIAN PREMIER LEAGUE,Cavalry,Valour,1.36,4.8,8.0,1.78,2.25,1.57,1.05,1.38,1.26,4.9,1.15
