League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Chinese Super League,2024-05-16,08:35:00,Shandong Taishan,Sichuan Jiuniu FC,1.28,11.5,7.0,4.5,1.23,1.7,2.18,1.19,4.9,26.0,1.02,2.7,1.12,2.7,1.45,1.29,3.6,1.89,1.84,14.0,4.9,5.1,5.3,9.6,13.0,5.1,5.3,8.0,9.4,26.0,5.1,9.4,11.0,5.1,26.0,2.4,20.0,5.5,0.78125,0.14285715,0.08695652,0.6896552,0.37037036,0.52910054,0.54347825,5.46875,8.984375,0.18285714,1.6428572,0.11130435,0.6086956,0.20714286,0.3857143,0.93449634,0.69082123,0.799687,0.24324325,0.65680474,0.11130435,1.6428572,0.18285714,0.8827586,7.9310346,0.20714286,0.76719576,19.78,-0.289181,0.22750252,0.06471183,0.5813953,0.7768638,5.122122,0.9250316,12.546585,70.727806,1.767767,-32.005383,12.546585,4.5,5.72,1,1.0
Turkish 1 Lig,2024-05-16,11:00:00,Bodrum B. Bodrumspor,Boluspor,1.72,5.0,3.2,2.48,1.48,1.33,2.88,1.07,1.32,2.8,1.07,2.8,1.4,1.61,2.18,1.07,4.1,1.77,1.46,1.18,2.4,2.38,1.16,6.0,1.08,1.13,1.16,1.18,1.18,1.52,6.8,2.26,1.18,1.16,19.0,1.55,1.55,1.18,0.5813953,0.3125,0.2,0.4587156,0.621118,0.56497175,0.6849315,1.8604652,2.9069767,0.5375,1.5625,0.344,0.64,0.68125,0.503125,0.43882108,0.30081302,0.48809522,0.2195122,0.18959108,0.344,1.5625,0.5375,0.78899086,2.293578,0.68125,1.2316384,9.92,-0.14919356,0.18145162,0.1733871,0.50403225,0.4967539,1.6425996,0.48088664,4.023531,36.501442,0.80610174,15.907552,4.023531,1.8,1.48,1,1.0
Czech 1 Liga,2024-05-16,12:00:00,Bohemians 1905,MFK Karvina,1.89,4.2,3.8,3.2,1.41,1.46,2.78,1.11,1.32,3.8,1.02,3.8,1.28,2.0,1.86,1.12,3.15,1.79,1.75,5.1,13.5,2.2,2.08,8.6,7.8,14.5,2.14,10.5,9.2,5.5,2.26,17.0,5.5,3.65,26.0,1.81,2.12,2.34,0.52910054,0.2631579,0.23809524,0.53763443,0.5,0.5586592,0.5714286,2.010582,2.2222223,0.49736843,1.1052631,0.45,0.9047619,0.48947367,0.5263158,0.38337913,0.33567664,0.37931034,0.05,0.34275618,0.45,1.1052631,0.49736843,1.016129,2.2580645,0.48947367,1.0391061,9.89,-0.19312437,0.040444896,0.19110212,0.42467138,0.37447447,1.2345175,0.42136168,3.023938,43.681404,0.1979899,-4.004173,3.023938,0.4,1.91,1,1.0
Czech 1 Liga,2024-05-16,12:00:00,Zlin,Ceske Budejovice,2.16,3.4,3.6,2.98,1.37,1.46,2.66,1.1,6.2,3.85,1.04,3.85,1.26,2.02,1.85,1.13,3.05,1.74,2.2,13.0,10.5,20.0,4.6,9.0,7.6,11.0,4.5,10.5,9.4,14.0,4.5,4.3,19.0,4.4,26.0,3.8,2.26,4.9,0.46296296,0.2777778,0.29411766,0.5405405,0.4950495,0.57471263,0.45454547,1.6666666,1.574074,0.6,0.9444444,0.63529414,1.0588236,0.5138889,0.5611111,0.24267668,0.25,0.22302158,0.028571429,0.32110092,0.63529414,0.9444444,0.6,1.1675676,1.8378378,0.5138889,1.0632184,9.16,-0.15720524,-0.02183406,0.23580787,0.37117904,0.25548652,0.78008544,0.3183216,1.9108113,35.753887,0.2404163,-4.858463,1.9108113,0.2,1.44,1,1.0
Czech 1 Liga,2024-05-16,12:00:00,FK Jablonec,Pardubice,1.89,4.1,3.5,3.0,1.37,1.44,2.66,1.11,6.8,3.75,1.02,3.75,1.28,1.93,1.84,1.12,3.0,1.7,2.1,10.0,15.0,6.2,7.0,8.6,7.2,15.0,6.8,11.0,4.5,14.0,6.8,19.5,17.0,6.4,28.0,5.0,6.6,7.6,0.52910054,0.2857143,0.24390244,0.54347825,0.5181347,0.5882353,0.47619048,1.8518518,2.1693122,0.54,1.1714286,0.46097562,0.85365856,0.5257143,0.55142856,0.3563343,0.2987013,0.36894825,0.078947365,0.3108614,0.46097562,1.1714286,0.54,1.0271739,2.2282608,0.5257143,1.082353,9.49,-0.16965227,0.06322445,0.19915701,0.43203372,0.36127022,1.1428182,0.4038458,2.7993214,38.834064,0.12727922,-2.576572,2.7993214,0.6,1.61,1,1.0
Norwegian 1st Division,2024-05-16,12:00:00,Mjondalen,Asane,2.3,2.96,3.6,3.05,1.28,1.55,2.44,1.13,1.32,13.5,1.04,2.2,1.18,2.2,1.63,1.15,2.52,1.58,2.46,14.5,13.0,3.85,4.2,11.0,8.0,11.5,4.0,4.0,9.6,3.85,4.1,4.0,3.9,4.4,4.3,3.5,3.55,4.5,0.4347826,0.2777778,0.33783785,0.61349696,0.45454547,0.6329114,0.40650406,1.5652174,1.2869565,0.6388889,0.82222223,0.777027,1.2162162,0.45277777,0.6111111,0.18474096,0.22033899,0.12547529,0.09756097,0.37667304,0.777027,0.82222223,0.6388889,1.4110429,1.8159509,0.45277777,1.0316455,8.86,-0.14672686,-0.072234765,0.25959367,0.3340858,0.22009897,0.65002567,0.32344273,1.5922312,33.02387,0.80610174,-15.907552,1.5922312,0.64,1.3,1,1.0
Norwegian 1st Division,2024-05-16,13:00:00,Stabaek,Lyn,1.91,3.65,4.1,1.1,1.27,1.58,2.38,1.14,1.32,2.36,1.01,2.36,1.01,2.36,1.61,1.21,4.4,1.55,2.32,4.4,3.6,4.4,4.7,10.5,7.6,4.1,4.5,12.0,9.2,12.5,4.5,4.3,4.3,4.7,4.8,3.4,2.92,5.0,0.5235602,0.24390244,0.2739726,0.621118,0.42372882,0.6451613,0.43103448,2.146597,1.9109948,0.46585366,0.8902439,0.52328765,1.1232877,0.39268294,0.57560974,0.36107937,0.36439267,0.31294963,0.058064517,0.43607706,0.52328765,0.8902439,0.46585366,1.1863354,2.2670808,0.39268294,1.0387096,9.66,-0.22670807,-0.04658385,0.19772257,0.37784678,0.3591894,1.1565899,0.4404248,2.8330548,47.59636,1.0606601,-20.556046,2.8330548,0.45,2.19,1,1.0
Norwegian 1st Division,2024-05-16,13:00:00,Valerenga,Kongsvinger,1.91,3.75,3.9,3.1,1.28,1.53,2.38,1.13,1.32,2.28,1.01,2.28,1.01,2.28,1.63,1.13,2.58,1.59,2.26,4.2,3.55,3.75,3.95,9.8,3.7,4.0,3.0,3.9,3.6,13.0,2.58,16.5,4.0,4.4,4.0,3.0,2.54,4.1,0.5235602,0.25641027,0.26666668,0.61349696,0.4385965,0.6289308,0.44247788,2.041885,1.9633508,0.4897436,0.96153843,0.5093333,1.04,0.41794872,0.5846154,0.35424653,0.3425129,0.32508835,0.019607844,0.41048825,0.5093333,0.96153843,0.4897436,1.1717792,2.3006134,0.41794872,1.0251572,9.56,-0.208159,-0.015690377,0.19979079,0.39225942,0.34775105,1.1081667,0.42663833,2.714443,44.856403,0.9192388,-18.004162,2.714443,0.15,1.99,1,1.0
Egyptian Premier,2024-05-16,13:00:00,ENPPI,Future FC,2.88,2.92,2.8,2.16,1.67,1.25,4.2,1.05,1.32,5.9,1.12,2.36,1.59,1.45,2.8,1.05,2.8,2.22,1.71,6.4,7.4,14.0,5.1,7.4,6.2,12.5,5.1,13.0,11.5,21.0,5.3,5.1,5.1,5.3,9.0,5.2,5.2,9.4,0.3472222,0.35714287,0.34246576,0.35714287,0.6896552,0.45045045,0.5847953,0.9722222,1.0138888,1.0285715,1.0428572,0.98630136,0.9589041,1.0,0.51785713,0.017522274,0.014084507,0.0068965517,0.02097902,0.0,0.98630136,1.0428572,1.0285715,1.0285715,1.0428572,1.0,1.2612612,8.6,0.009302326,0.013953488,0.33488372,0.33953488,0.021314306,0.06110101,0.021052632,0.1496663,-2.29061,1.9091883,34.01935,0.1496663,0.12,0.08,1,1.0
Norwegian 1st Division,2024-05-16,13:00:00,Levanger,Ranheim IL,1.98,3.55,3.8,3.05,1.28,1.52,2.4,1.13,1.32,2.24,1.01,2.24,1.01,2.24,1.63,1.05,2.54,1.57,2.28,4.2,4.4,3.75,4.0,10.5,3.5,3.95,4.4,12.0,8.6,12.5,4.5,4.3,4.1,4.5,4.7,2.26,2.56,5.2,0.5050505,0.2631579,0.28169015,0.61349696,0.44642857,0.6369427,0.4385965,1.919192,1.7929293,0.52105266,0.93421054,0.55774647,1.0704225,0.42894736,0.58947366,0.3140928,0.31487888,0.28390595,0.034013607,0.39963168,0.55774647,0.93421054,0.52105266,1.214724,2.1779141,0.42894736,1.0382166,9.33,-0.19506967,-0.026795285,0.21221864,0.38049304,0.31722176,0.9865597,0.39920846,2.4165678,42.302193,0.8626703,-16.961706,2.4165678,0.25,1.82,1,1.0
