,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-03-31,13:30:00,ITALY - SERIE A,Verona,Parma,2.58,3.3,3.2,11.5,1.24067
2,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Egersund,Mjondalen,1.81,4.2,3.85,25.0,1.2413545
3,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Odd,Skeid,1.57,5.8,4.3,29.0,1.2413542
4,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Asane,1.7,4.6,4.2,23.0,1.2413545
5,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Aalesund,Lillestrom,2.78,2.52,3.5,16.0,1.2413546
6,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Ranheim,Lyn,2.64,2.56,3.7,18.0,1.241354
7,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Stabaek,Hodd,1.76,4.3,3.8,28.0,1.2413542
8,2025-03-31,14:00:00,NORWAY - OBOS-LIGAEN,Start,Sogndal,1.95,3.75,3.85,18.5,1.2413541
9,2025-03-31,14:00:00,POLAND - DIVISION 1,Tychy,Wisla Plock,2.66,2.64,3.35,14.0,1.24136
10,2025-03-31,14:00:00,DENMARK - SUPERLIGA,FC Copenhagen,Randers FC,1.69,5.9,4.0,19.0,1.2411745
11,2025-03-31,15:15:00,SWITZERLAND - CHALLENGE LEAGUE,Lausanne Ouchy,Thun,3.5,2.06,3.65,14.0,1.2416176
12,2025-03-31,15:15:00,SWITZERLAND - CHALLENGE LEAGUE,Etoile Carouge,Stade Nyonnais,1.79,4.5,4.0,24.0,1.2415702
13,2025-03-31,15:45:00,FRANCE - LIGUE 2,Paris FC,Caen,1.55,6.2,4.1,22.0,1.2410337
14,2025-03-31,15:45:00,ITALY - SERIE A,Lazio,Torino,1.86,5.3,3.55,16.0,1.2406701
15,2025-03-31,20:00:00,BRAZIL - SERIE A,Bragantino,Ceara,2.02,4.1,3.25,16.0,1.2400693
16,2025-03-31,21:15:00,URUGUAY - PRIMERA DIVISION,Defensor Sp.,Miramar,1.77,4.8,3.45,20.0,1.2414826
