,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
3,28/07/2023,08:35,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Shenzhen,1.2,6.5,17.0,1.6,2.38
4,28/07/2023,12:00,FINLAND - VEIKKAUSLIIGA,Ilves,VPS,2.63,3.2,2.5,2.08,1.8
8,28/07/2023,13:00,UKRAINE - PREMIER LEAGUE,Veres-Rivne,Zhytomyr,3.5,3.55,2.09,1.98,1.8
7,28/07/2023,14:00,SWEDEN - SUPERETTAN,AFC Eskilstuna,Skovde AIK,2.05,3.4,3.3,1.8,1.7
5,28/07/2023,15:45,IRELAND - PREMIER DIVISION,Cork City,Shelbourne,3.2,3.2,2.15,2.35,2.0
1,28/07/2023,16:30,ARGENTINA - LIGA PROFESIONAL,Union de Santa Fe,Defensa y Justicia,2.4,3.1,3.1,2.3,1.95
6,28/07/2023,18:00,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Sp. Luqueno,2.75,3.2,2.38,1.95,1.73
2,28/07/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Talleres Cordoba,3.1,3.0,2.5,2.7,2.2
