Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/07/2024,16:00,ROMANIA - LIGA 1,Unirea Slobozia,FCSB,5.75,4.0,1.53,1.85,1.91,1.8,1.04,1.36,1.25,6.0,1.13
2,19/07/2024,19:00,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Patriotas,2.0,3.1,4.2,2.4,2.0,1.73,1.1,1.5,1.44,11.0,1.05
