,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,30/09/2023,05:00,CSM Resita,Viitorul Tg. Jiu,1.8,3.4,4.25
2,ROMANIA - LIGA 2,30/09/2023,05:00,Concordia,CSM Slatina,1.65,3.5,5.3
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,09:00,Abha,Al Riyadh,1.73,3.6,4.2
4,ENGLAND - FA CUP,30/09/2023,09:00,Darlington,Scarborough,2.45,3.4,2.6
5,NORTH MACEDONIA - 1. MFL,30/09/2023,09:00,Makedonija GP,Brera Strumica,2.1,3.05,3.5
6,NORWAY - OBOS-LIGAEN,30/09/2023,10:00,Mjondalen,Skeid,1.5,4.75,5.75
7,ENGLAND - FA CUP,30/09/2023,11:00,Whitby,Morpeth,2.15,4.0,2.67
8,ENGLAND - FA CUP,30/09/2023,11:00,Ramsgate,Frome,1.78,3.8,3.8
9,ENGLAND - FA CUP,30/09/2023,11:00,Peterborough Sports,Needham Market,2.15,3.6,2.9
10,ENGLAND - FA CUP,30/09/2023,11:00,Worthing,Whitehawk,1.45,4.35,5.8
11,ENGLAND - FA CUP,30/09/2023,11:00,Macclesfield,Warrington Rylands,1.78,3.65,3.9
12,ENGLAND - FA CUP,30/09/2023,11:00,Bracknell,Poole,2.35,3.6,2.57
13,ENGLAND - FA CUP,30/09/2023,11:00,Merthyr Town,Sheppey United,1.5,4.3,5.3
14,ENGLAND - FA CUP,30/09/2023,11:00,Aveley,Hornchurch,1.85,3.65,3.65
15,ENGLAND - FA CUP,30/09/2023,11:00,Alfreton,Emley,1.34,4.9,7.2
16,ENGLAND - FA CUP,30/09/2023,11:00,AFC Totton,Berkhamsted,1.75,3.85,3.85
17,SPAIN - PRIMERA RFEF,30/09/2023,11:00,Real Madrid B,Recreativo Huelva,1.8,3.4,3.8
18,ENGLAND - FA CUP,30/09/2023,11:00,Biggleswade Town,Barton,1.98,3.8,3.15
19,ENGLAND - FA CUP,30/09/2023,11:00,Curzon Ashton,Chorley,2.42,3.15,2.8
20,ENGLAND - FA CUP,30/09/2023,11:00,Chester,Nantwich,1.44,4.4,6.0
21,ENGLAND - FA CUP,30/09/2023,11:00,Halesowen,Enfield Town,2.32,3.5,2.7
22,ENGLAND - FA CUP,30/09/2023,11:00,Farnborough,Weston-super-Mare,2.07,3.4,3.2
23,ENGLAND - FA CUP,30/09/2023,11:00,Chesham,Margate,1.37,4.8,6.5
24,ENGLAND - FA CUP,30/09/2023,11:00,Hitchin,Kettering,1.7,3.75,4.3
25,ENGLAND - FA CUP,30/09/2023,11:00,Hyde,Marine,2.47,3.3,2.62
26,ENGLAND - FA CUP,30/09/2023,11:00,Hereford,Cambridge City,1.39,4.75,6.3
27,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,12:00,Al Fateh,Al Wehda,2.05,3.6,3.1
28,MOROCCO - BOTOLA PRO,30/09/2023,12:00,Olympique de Safi,Chabab Mohammedia,1.57,3.3,5.5
29,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/09/2023,12:00,Al Raed,Al Akhdoud,2.05,3.4,3.1
30,NIGERIA - NPFL,30/09/2023,12:00,Bayelsa United,Akwa United,1.6,3.3,6.3
31,RUSSIA - PREMIER LEAGUE,30/09/2023,13:00,CSKA Moscow,Baltika,1.72,4.08,5.33
32,NETHERLANDS - EREDIVISIE,30/09/2023,13:45,PSV,FC Volendam,1.06,12.0,26.0
33,BELARUS - VYSSHAYA LIGA,30/09/2023,14:00,Din. Minsk,FC Gomel,1.5,4.55,5.51
34,ECUADOR - LIGA PRO,30/09/2023,15:00,Mushuc Runa,Cumbaya,1.62,3.6,4.75
35,POLAND - DIVISION 1,30/09/2023,15:00,S. Rzeszow,R. Rzeszow,1.91,3.4,3.6
36,ROMANIA - LIGA 1,30/09/2023,15:30,Farul Constanta,Sepsi Sf. Gheorghe,2.1,3.1,3.3
37,ARGENTINA - PRIMERA NACIONAL,30/09/2023,15:30,CA Estudiantes,CA Mitre,2.05,3.1,4.0
38,VENEZUELA - LIGA FUTVE,30/09/2023,16:30,La Guaira,Universidad Central,1.78,3.3,4.5
39,ECUADOR - LIGA PRO,30/09/2023,20:00,Ind. del Valle,Emelec,1.57,3.6,5.25
40,CHILE - PRIMERA DIVISION,30/09/2023,20:00,U. Espanola,Curico Unido,1.8,3.8,4.5
41,USA - MLS,30/09/2023,20:30,New England Revolution,Charlotte,1.83,3.8,4.0
42,USA - MLS,30/09/2023,21:30,St. Louis City,Sporting Kansas City,2.05,3.5,3.4
43,USA - MLS,30/09/2023,21:30,Minnesota United,San Jose Earthquakes,1.8,3.6,4.33
44,USA - MLS,30/09/2023,21:30,Houston Dynamo,FC Dallas,1.8,3.8,4.2
45,PANAMA - LPF,30/09/2023,22:30,Miguelito,Chiriqui,1.38,4.5,6.9
46,COSTA RICA - PRIMERA DIVISION,30/09/2023,23:10,San Carlos,Sporting San Jose,1.83,3.4,3.8
47,USA - MLS,30/09/2023,23:30,Vancouver Whitecaps,DC United,1.7,4.0,4.5
48,USA - MLS,30/09/2023,23:30,Los Angeles Galaxy,Portland Timbers,1.95,4.0,3.4
