,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_Under,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,BELGIUM - CHALLENGER PRO LEAGUE,03/11/2023,16:00,Waregem,Oostende,1.67,4.2,4.0,1.57,2.35,1.53,1.22,2.38,1.3,2.3,1.1,2.0,0.5988024,0.23809524,0.25,0.6369427,0.42553192,0.82,0.461783,0.2,0.3,0,0.6888
2,BELGIUM - JUPILER PRO LEAGUE,03/11/2023,16:45,St. Truiden,Eupen,1.67,4.0,4.75,1.62,2.25,1.67,1.18,2.1,1.2,1.2,0.7,2.2,0.5988024,0.25,0.21052632,0.61728394,0.44444445,0.847,0.49411538,0.5,-1.0,0,0.5073
3,ARGENTINA - COPA DE LA LIGA PROFESIONAL,03/11/2023,19:00,Arsenal Sarandi,Gimnasia L.P.,3.0,3.1,2.55,2.6,1.48,2.2,1.04,1.62,1.0,1.0,0.5,1.5,0.33333334,0.32258064,0.39215687,0.3846154,0.6756757,0.962,0.08753459,0.5,-0.5,0,0.6081
