,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/08/2023,09:00,INDONESIA - LIGA 1,Bali United,Persik Kediri,1.58,4.25,4.72,1.49,1.56,2.36,1.02,1.25,1.13,3.74,1.21
2,07/08/2023,13:00,BELARUS - VYSSHAYA LIGA,BATE,FC Gomel,1.51,4.4,6.35,1.82,1.98,1.82,1.04,1.33,1.25,5.3,1.16
3,07/08/2023,18:00,ARGENTINA - PRIMERA NACIONAL,Aldosivi,CA Estudiantes,2.5,3.1,3.1,2.4,2.0,1.73,1.1,1.53,1.44,11.0,1.05
