,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,2024-03-04,00:05,Dorados de Sinaloa,Alebrijes Oaxaca,2.25,3.25,3.05,1.93,1.72,2.0,1.8,1.4545455,1.4373989,0.98821175,0.838847,0.55263674,0.65880513,0.26238805,0.077153996,0.2940454,1.7272727,1.1354542,0.6573682,1.5454545,1.304791,0.8442765,0.18181819,2.1666136,11.916375,0.2808849,0.074338704,1.0040789,1.4132231,1.3877773,1.4049587,1.43527,0.6363636,1.1499192,1.8070158,0.55078256,0.50887984,0.9239215,0.47912857,0.08538529,0.17820956,0.90909094,0.7925271,0.8717798,2.4545455,1.7768018,0.72388226,-1.5454545,2.1046977,-1.3618631,0.20201257,0.052130178,0.9917355,0.72648317,3.3471074,1.302988,0.44444445,0.30769232,0.32786885,0.5181347,0.5555556,0.5813953,0.5,1.4444444,1.3555555,0.6923077,0.93846154,0.73770493,1.0655738,0.59384614,0.5538462,0.16743079,0.18181819,0.1509434,0.031746034,0.25482625,0.73770493,0.93846154,0.6923077,1.1658031,1.5803108,0.59384614,1.1220931,8.55,0.818,2.587,-0.116959065,-0.023391813,0.2631579,0.35672516,0.18566675,0.52915025,0.24087165,1.2961482,26.565052,0.18384777,3.718994,1.6612022,1.428051,1.1632653,0.8596491,1.2961482,0.2,1.0,1.0,0.7072
2,SOUTH KOREA - K LEAGUE 1,2024-03-04,07:30,Gwangju FC,Incheon,2.2,3.2,3.0,2.25,1.91,1.8,1.62,1.8181819,1.3360853,0.73484695,0.42947042,0.34599206,0.8056249,0.48547664,0.14680658,0.3023968,1.5454545,1.4373989,0.93008167,0.72727275,0.86243933,1.1858541,0.8181818,1.7486713,2.137265,0.47146294,0.078464165,1.0084587,2.2479339,0.98821175,0.661157,0.9486833,1.5454545,1.1570839,0.7487013,0.5453213,0.4985906,0.9143061,0.44667035,0.106515676,0.23846596,1.0909091,0.8999541,0.8249579,0.90909094,0.9958592,1.0954452,0.18181819,1.0285189,5.656854,0.29703456,0.06649598,1.6363636,0.5999694,1.8181819,0.4979296,0.45454547,0.3125,0.33333334,0.44444445,0.61728394,0.5235602,0.5555556,1.4545455,1.3636364,0.6875,0.9375,0.73333335,1.0666667,0.703125,0.50625,0.1707519,0.18518518,0.15384616,0.032258064,0.17431192,0.73333335,0.9375,0.6875,0.9777778,1.3333334,0.703125,1.1780105,8.4,0.273,2.493,-0.11904762,-0.023809524,0.26190478,0.35714287,0.18898223,0.52915025,0.19235462,1.2961482,26.565052,0.89095455,17.484426,1.6969697,1.4545455,1.1666666,0.85714287,1.2961482,0.2,1.0,1.0,0.6619
3,SOUTH KOREA - K LEAGUE 1,2024-03-04,07:30,Seoul,Gimcheon Sangmu,2.1,3.3,3.25,1.93,1.73,2.0,1.93,0.90909094,1.0833068,1.1916375,0.30145448,0.33633858,1.1157193,0.6474249,0.031124614,0.04807448,0.90909094,0.9958592,1.0954452,1.1818181,0.7158189,0.6056929,-0.27272728,1.0523489,-3.8586123,0.46272442,0.06492671,0.68590766,1.322314,0.6846532,0.75206614,1.1248583,1.4545455,1.4373989,0.98821175,0.5178639,0.5521485,1.0662038,0.49939167,0.17019388,0.3408024,1.8181819,2.0368507,1.1202679,1.3636364,0.88139635,0.6463573,0.45454547,1.9708622,4.3358965,0.4950132,0.09950681,3.801653,0.97414595,2.107438,0.5703153,0.47619048,0.3030303,0.30769232,0.5181347,0.5181347,0.5780347,0.5,1.5714285,1.5476191,0.6363636,0.9848485,0.64615387,1.0153847,0.58484846,0.58484846,0.22233276,0.22222222,0.21495327,0.007633588,0.26195028,0.64615387,0.9848485,0.6363636,1.0880829,1.6839378,0.58484846,1.1156069,8.65,-0.545,2.521,-0.13872832,-0.0057803467,0.24277456,0.37572256,0.23543829,0.6788471,0.2763892,1.6628289,30.963757,0.0,0.0,1.7362638,1.3992674,1.2408377,0.8059072,1.6628289,0.05,1.2,1.0,0.6039
4,THAILAND - THAI LEAGUE 1,2024-03-04,08:00,Chonburi,Chiangrai Utd,1.83,3.65,3.85,1.72,1.65,2.1,2.05,1.6363636,1.2984415,0.793492,0.36167577,0.32006475,0.8849494,0.5539169,0.15699767,0.28343183,1.2727273,1.2856487,1.0101526,1.1818181,0.9359664,0.79197156,0.09090909,1.443137,15.874508,0.48293546,0.1697705,0.87783134,1.5041323,1.0878565,1.7190082,0.6434769,0.90909094,1.0833068,1.1916375,0.54476655,0.4137821,0.7595585,0.41099903,0.086897716,0.21143046,0.90909094,0.66804266,0.73484695,1.3636364,0.97912085,0.718022,-0.45454547,1.0756508,-2.366432,0.24842672,0.098802395,0.661157,0.91855866,3.966942,0.3365728,0.5464481,0.2739726,0.25974026,0.5813953,0.4878049,0.6060606,0.47619048,1.9945356,2.103825,0.50136983,1.0547945,0.47532466,0.9480519,0.4712329,0.56164384,0.36641422,0.33211678,0.3556338,0.026666667,0.3594041,0.47532466,1.0547945,0.50136983,1.0639535,2.238372,0.4712329,1.0424242,9.33,0.727,2.382,-0.19506967,0.021436227,0.19614148,0.41264737,0.3578823,1.113014,0.41414228,2.7263162,42.302193,0.46669048,-9.369385,1.8990846,1.3256688,1.4325482,0.6980568,2.7263162,0.2,1.82,1.0,0.8772
5,THAILAND - THAI LEAGUE 1,2024-03-04,08:30,Khonkaen Utd.,Police Tero,1.82,3.8,3.75,1.62,1.6,2.22,2.2,1.4545455,0.9875255,0.6789238,0.5848422,0.54432636,0.9307234,0.47976083,0.050771937,0.1058276,1.2727273,1.2128786,0.952976,1.0909091,0.9958592,0.91287094,0.18181819,0.5749596,3.1622777,0.29937533,0.096245624,0.7860513,2.429752,0.6353173,1.3884298,0.7824608,1.1818181,1.4024771,1.1867114,0.9111722,0.49914002,0.5477999,0.22098726,0.07337537,0.33203438,1.4545455,0.78202957,0.53764534,2.5454545,1.9708622,0.77426726,-1.0909091,2.1513016,-1.9720266,0.20338345,0.087989904,1.5867769,0.7168604,5.3223143,0.94258624,0.5494506,0.2631579,0.26666668,0.61728394,0.45454547,0.625,0.45045045,2.087912,2.0604396,0.47894737,0.9868421,0.48533332,1.0133333,0.42631578,0.57894737,0.37286213,0.35231316,0.34649912,0.0066225166,0.40221402,0.48533332,0.9868421,0.47894737,1.1234568,2.3148148,0.42631578,1.0125,9.37,0.273,2.39,-0.2113127,-0.0053361794,0.19423692,0.40021345,0.3614717,1.1289966,0.4329158,2.7654655,44.712086,0.8202439,-16.17216,1.9150183,1.3494506,1.4191097,0.70466715,2.7654655,0.05,1.98,1.0,0.8539
6,THAILAND - THAI LEAGUE 1,2024-03-04,09:00,Muang Thong Utd,Uthai Thani,1.85,4.0,3.45,1.53,1.53,2.35,2.35,1.8181819,1.3360853,0.73484695,0.63497275,0.33508492,0.52771544,0.30825034,0.110108696,0.35720545,2.090909,1.2398347,0.5929644,1.0909091,0.8999541,0.8249579,1.0,1.9069252,1.9069252,0.48523012,0.1601664,1.2880696,5.3223143,0.48707792,1.5867769,0.61871845,1.2727273,1.354515,1.0642618,0.70037454,0.6617862,0.94490325,0.47137755,0.097142585,0.20608234,1.3636364,1.1499192,0.84327406,1.9090909,1.0833068,0.5674465,-0.54545456,1.7768018,-3.2574701,0.2783145,0.093451194,2.107438,0.74406534,5.553719,0.37238672,0.5405405,0.25,0.28985506,0.6535948,0.42553192,0.6535948,0.42553192,2.162162,1.8648648,0.4625,0.8625,0.5362319,1.1594203,0.3825,0.5875,0.35709596,0.36752138,0.3018868,0.0738255,0.44665462,0.5362319,0.8625,0.4625,1.2091503,2.254902,0.3825,1.0,9.3,0.545,2.691,-0.2311828,-0.059139784,0.19892474,0.37096775,0.3602953,1.1169153,0.44442612,2.7358727,47.07003,1.1596551,-22.293629,1.9114767,1.4101057,1.3555555,0.73770493,2.7358727,0.55,2.15,1.0,0.9038
7,INDIA - ISL,2024-03-04,11:00,Kerala Blasters,East Bengal,1.9,3.5,4.0,1.88,1.73,2.0,1.93,1.8181819,1.3360853,0.73484695,0.6828578,0.59964925,0.8781466,0.3835136,0.20125149,0.52475715,1.8181819,1.1134044,0.61237246,1.4545455,1.304791,0.89704376,0.36363637,1.2264307,3.3726845,0.45640615,0.10596776,1.1372939,1.6528926,1.2247449,2.909091,0.6523955,0.8181818,1.1134044,1.3608277,0.42972857,0.3379636,0.7864583,0.48646346,0.1564562,0.32161966,0.90909094,0.66804266,0.73484695,1.3636364,0.97912085,0.718022,-0.45454547,0.8907235,-1.9595917,0.29592544,0.14082542,1.1570247,0.52489066,1.8595041,0.718022,0.5263158,0.2857143,0.25,0.5319149,0.5181347,0.5780347,0.5,1.8421053,2.1052632,0.54285717,1.1428572,0.475,0.875,0.5371429,0.55142856,0.34662262,0.2962963,0.3559322,0.06666667,0.30111524,0.475,1.1428572,0.54285717,1.0106384,2.1276596,0.5371429,1.0867052,9.4,1.0,2.449,-0.17021276,0.05319149,0.20212767,0.42553192,0.35009536,1.0969656,0.38763478,2.6870058,38.65981,0.07071068,-1.4320962,1.8289474,1.2763158,1.4329897,0.6978417,2.6870058,0.5,1.6,1.0,0.8994
8,SERBIA - PRVA LIGA,2024-03-04,11:00,FK Indjija,Jedinstvo U.,2.02,2.85,3.75,2.32,2.09,1.71,1.47,1.7272727,1.4200454,0.8221316,0.29114178,0.2592511,0.89046335,0.57055503,0.12409596,0.21750042,1.1818181,1.0285189,0.8702853,0.8181818,0.83319557,1.0183501,0.36363637,1.5534552,4.2720017,0.4935273,0.08955048,0.8376727,1.0743802,1.1313709,0.5206612,1.3093073,1.1818181,1.4024771,1.1867114,0.497145,0.6749573,1.3576669,0.624124,0.08979454,0.14387292,1.0909091,1.3787047,1.2638125,1.3636364,1.2984415,0.95219046,-0.27272728,1.7627927,-6.463573,0.3114738,0.07571221,0.9917355,1.5165751,1.2396694,1.4282857,0.4950495,0.3508772,0.26666668,0.43103448,0.6802721,0.4784689,0.5847953,1.410891,1.8564357,0.70877194,1.3157895,0.53866667,0.76,0.81403506,0.51578945,0.25427616,0.17043121,0.29982668,0.13636364,0.102514505,0.53866667,1.3157895,0.70877194,0.87068963,1.6163793,0.81403506,1.1100478,8.62,0.545,2.823,-0.096287705,0.10440835,0.23433875,0.4350348,0.3011262,0.865236,0.27740586,2.1193867,22.53845,1.2020816,23.025492,1.7518152,1.2950495,1.3527013,0.7392615,2.1193867,0.9,0.83,1.0,0.7873
9,SERBIA - PRVA LIGA,2024-03-04,11:00,Vrsac,Graficar Beograd,2.12,3.0,3.25,2.15,1.93,1.83,1.55,1.9090909,1.2398347,0.64943725,0.25870016,0.232107,0.89720476,0.60472226,0.16200513,0.26790005,0.8181818,0.7158189,0.8748898,0.27272728,0.44536176,1.6329932,0.54545456,0.9875255,1.8104634,0.4776968,0.12913059,0.6479393,0.6694215,0.8748898,0.14876033,0.8164966,0.90909094,1.0833068,1.1916375,0.35173872,0.3893847,1.1070281,0.5996207,0.08997388,0.15005133,0.8181818,0.83319557,1.0183501,1.3636364,1.2984415,0.95219046,-0.54545456,1.4993111,-2.748737,0.34278715,0.10979255,0.59504133,1.145644,1.3636364,1.2984415,0.4716981,0.33333334,0.30769232,0.4651163,0.6451613,0.5181347,0.5464481,1.4150944,1.5330188,0.70666665,1.0833334,0.6523077,0.9230769,0.71666664,0.51666665,0.19421014,0.171875,0.21042831,0.04,0.16504854,0.6523077,1.0833334,0.70666665,0.9860465,1.5116279,0.71666664,1.1139896,8.37,1.0,2.323,-0.10513739,0.029868579,0.25328556,0.3882915,0.21274145,0.59354866,0.22081621,1.4538913,23.749495,0.84852815,16.699244,1.7227867,1.394775,1.2351717,0.80960405,1.4538913,0.25,0.88,1.0,0.7118
10,ITALY - SERIE C,2024-03-04,11:15,Triestina,Atalanta U23,2.05,3.1,3.75,2.15,1.88,1.82,1.65,1.3636364,1.2984415,0.95219046,0.26805186,0.18788756,0.70093733,0.5066758,0.1657079,0.32704917,1.6363636,1.1499192,0.7027284,1.4545455,0.8907235,0.61237246,0.18181819,1.4024771,7.7136245,0.63119155,0.08821842,1.1337776,2.5289257,0.74406534,0.7933884,1.6329932,1.4545455,1.233151,0.84779125,0.33042446,0.3174677,0.96078753,0.5403879,0.14041428,0.25983977,0.90909094,0.7925271,0.8717798,0.72727275,0.74965554,1.0307764,0.18181819,1.2662171,6.9641943,0.4068198,0.09141833,0.5785124,1.2453997,1.5867769,0.34359214,0.4878049,0.32258064,0.26666668,0.4651163,0.6060606,0.5319149,0.5494506,1.5121951,1.8292683,0.66129035,1.2096775,0.5466667,0.82666665,0.6935484,0.5322581,0.26150212,0.2038835,0.29310346,0.09489051,0.18095239,0.5466667,1.2096775,0.66129035,0.95348835,1.744186,0.6935484,1.143617,8.9,-0.091,2.532,-0.11797753,0.073033705,0.23033708,0.4213483,0.2891485,0.8578073,0.29347882,2.10119,27.699472,0.70710677,14.036243,1.7300813,1.2878048,1.3434343,0.7443609,2.10119,0.65,1.05,1.0,0.7752
