,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PORTUGAL - TAÇA DE PORTUGAL,27/09/2023,08:00,Luzense,Camacha,,,
2,BULGARIA - PARVA LIGA,27/09/2023,09:30,Hebar,Botev Vratsa,1.67,3.6,5.25
3,UZBEKISTAN - SUPER LEAGUE,27/09/2023,10:00,Metallurg Bekabad,Andijan,2.22,3.0,3.25
4,NORTH MACEDONIA - 1. MFL,27/09/2023,10:00,Voska Sport,Struga,3.1,3.25,2.18
5,SERBIA - PRVA LIGA,27/09/2023,10:00,Radnicki Beograd,Mladost GAT,2.62,3.0,2.52
6,SERBIA - PRVA LIGA,27/09/2023,10:00,Jedinstvo U.,Vrsac,1.99,3.2,3.61
7,SERBIA - PRVA LIGA,27/09/2023,12:00,Dubocica,Smederevo,1.9,3.2,3.7
8,SLOVENIA - PRVA LIGA,27/09/2023,12:30,Celje,Aluminij,1.34,5.0,7.6
9,EGYPT - PREMIER LEAGUE,27/09/2023,13:00,Ceramica Cleopatra,Al Ahly,4.9,3.4,1.7
10,EGYPT - PREMIER LEAGUE,27/09/2023,13:00,El Gouna,ZED,2.45,2.95,2.92
11,MONTENEGRO - PRVA CRNOGORSKA LIGA,27/09/2023,13:30,Buducnost,Mladost DG,1.35,4.75,7.2
12,SERBIA - SUPER LIGA,27/09/2023,14:00,Partizan,Crvena zvezda,4.25,3.6,1.75
13,USA - USL CHAMPIONSHIP,27/09/2023,20:00,Hartford Athletic,Tampa Bay,4.15,3.85,1.72
