Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,23/01/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Araz,1.2,5.9,11.5,1.5,2.15,1.55,1.02,1.26,1.19,3.45,1.22
2,23/01/2024,13:00,CROATIA - HNL,D. Zagreb,Lok. Zagreb,1.25,5.25,9.5,1.65,2.2,1.62,1.03,1.3,1.18,4.5,1.18
3,23/01/2024,16:45,SCOTLAND - CHAMPIONSHIP,Ayr,Arbroath,1.62,3.8,5.0,1.73,1.73,2.0,1.04,1.33,1.22,4.5,1.17
4,23/01/2024,16:45,SCOTLAND - PREMIERSHIP,Hearts,Dundee FC,1.73,3.75,5.0,1.93,1.95,1.8,1.05,1.4,1.29,6.0,1.13
5,23/01/2024,16:45,ENGLAND - LEAGUE ONE,Bolton,Cheltenham,1.45,4.5,7.0,1.75,1.95,1.8,1.04,1.33,1.25,5.5,1.14
6,23/01/2024,16:45,ENGLAND - LEAGUE TWO,Mansfield,Sutton,1.33,5.5,8.0,1.6,1.83,1.83,1.03,1.29,1.18,4.33,1.2
7,23/01/2024,16:45,ENGLAND - LEAGUE TWO,Bradford City,Salford,1.67,3.8,5.25,1.83,1.8,1.91,1.04,1.36,1.25,6.0,1.13
8,23/01/2024,17:15,SAN MARINO - CAMPIONATO SAMMARINESE,Cosmos,Folgore,1.4,4.15,6.4,1.55,1.76,2.01,13.0,1.26,1.15,4.15,1.18
9,23/01/2024,17:15,SAN MARINO - CAMPIONATO SAMMARINESE,Murata,Libertas,1.55,3.6,5.4,1.57,1.64,2.2,13.0,1.28,1.16,4.25,1.17
10,23/01/2024,18:30,PARAGUAY - PRIMERA DIVISION,Nacional Asuncion,General Caballero JLM,1.65,3.5,5.25,2.1,2.1,1.67,1.07,1.44,1.36,8.0,1.08
11,23/01/2024,23:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Grecia,1.44,4.33,5.5,1.6,1.73,2.0,1.03,1.29,1.18,4.33,1.2
