,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,MEXICO - LIGA DE EXPANSION MX,2024-03-27,00:05,Alebrijes Oaxaca,Tepatitlan de Morelos,2.0,3.25,3.65,2.0,1.8,1.91
2,INDONESIA - LIGA 1,2024-03-27,10:30,Dewa United,Persita,1.72,3.85,4.05,1.6,1.6,2.05
3,IRAQ - SUPER LEAGUE,2024-03-27,15:30,Al Kahraba,Baghdad,1.75,3.25,4.3,2.05,2.19,1.64
4,URUGUAY - PRIMERA DIVISION,2024-03-27,16:00,Progreso,Rampla Juniors,1.65,3.8,4.5,1.88,1.83,1.83
5,COLOMBIA - PRIMERA A,2024-03-27,18:00,Bucaramanga,Aguilas,2.1,3.2,3.8,2.6,2.2,1.62
6,ARGENTINA - COPA DE LA LIGA PROFESIONAL,2024-03-27,21:30,Lanus,Union de Santa Fe,2.0,3.1,4.2,2.7,2.25,1.57
7,COSTA RICA - PRIMERA DIVISION,2024-03-27,22:00,San Carlos,Herediano,2.6,3.2,2.7,1.98,1.67,2.1
8,MEXICO - LIGA DE EXPANSION MX,2024-03-27,22:05,Leones Negros,Atletico La Paz,1.47,4.25,6.0,1.78,1.93,1.78
9,COLOMBIA - PRIMERA A,2024-03-27,22:20,Millonarios,Santa Fe,2.25,3.1,3.6,2.5,2.1,1.67
