,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,ROMANIA - LIGA 2,2024-09-23,10:00,CSM Slatina,CSM Resita,1.93,3.35,3.85,2.3,1.57,2.1,1.65,2.090909,0.9958592,0.47628048,0.29056236,0.22643141,0.77928686,0.52438295,0.18691182,0.35644144,1.4545455,1.304791,0.89704376,0.27272728,0.44536176,1.6329932,1.1818181,1.3360853,1.1305337,0.5054625,0.18507779,0.980004,1.322314,1.43527,0.14876033,0.8164966,1.3636364,1.2984415,0.95219046,0.6253485,0.43736136,0.6993882,0.39030308,0.04579531,0.11733269,1.5454545,1.304791,0.8442765,1.5454545,1.0756508,0.6960094,0.0,1.4142135,1.0,0.32623157,0.12438262,1.5454545,1.304791,1.5454545,1.0756508,0.5181347,0.29850745,0.25974026,0.4347826,0.6369427,0.47619048,0.6060606,1.7357513,1.9948187,0.5761194,1.1492537,0.5012987,0.8701299,0.6865672,0.46865672,0.31710923,0.2689394,0.33217993,0.06944445,0.18584071,0.5012987,1.1492537,0.5761194,0.83913046,1.673913,0.6865672,1.0952381,9.13,0.727,2.294,-0.15553121,0.054764513,0.21139102,0.42168674,0.32729208,0.9960589,0.31292397,2.439836,35.374752,1.0323759,20.052082,1.8141444,1.2973555,1.3983402,0.71513355,2.439836,0.5,1.42,1,0.8545
2,SERBIA - PRVA LIGA,2024-09-23,11:00,Vrsac,Sloboda,1.95,3.0,3.8,2.35,1.47,2.14,1.67,1.7272727,1.2128786,0.70219284,0.2656561,0.22878444,0.8612053,0.63054496,0.05933567,0.09410221,1.0,0.8528029,0.8528029,0.6363636,0.97912085,1.5386186,0.36363637,1.1499192,3.1622777,0.43473482,0.12983523,0.6673674,0.6363636,1.3401188,0.92561984,0.6731456,1.2727273,1.354515,1.0642618,0.5087865,0.4562976,0.89683515,0.44790554,0.08470939,0.18912335,1.0909091,1.0833068,0.99303126,1.0909091,0.8999541,0.8249579,0.0,1.6514456,1.0,0.2629869,0.065499604,0.7933884,1.4895469,1.0909091,0.8999541,0.51282054,0.33333334,0.2631579,0.42553192,0.6802721,0.46728972,0.5988024,1.5384616,1.948718,0.65,1.2666667,0.5131579,0.7894737,0.78333336,0.49,0.28431258,0.21212122,0.32173914,0.11764706,0.12149533,0.5131579,1.2666667,0.65,0.82978725,1.6170213,0.78333336,1.0981308,8.75,0.455,2.567,-0.12,0.09142857,0.22285715,0.4342857,0.31810665,0.927811,0.29146153,2.2726636,27.699472,1.2445079,23.749495,1.8016194,1.3022943,1.3834196,0.72284645,2.2726636,0.8,1.05,1,0.7897
3,SERBIA - SUPER LIGA,2024-09-23,12:00,Radnicki 1923,Tekstilac Odzaci,1.34,4.7,8.25,1.57,2.27,1.85,1.87,2.090909,1.2398347,0.5929644,0.593113,0.44350824,0.7477635,0.3721233,0.12347145,0.33180252,2.2727273,1.354515,0.5959866,1.1818181,1.1134044,0.94211143,1.0909091,1.5048132,1.379412,0.49067923,0.1476534,1.3817033,0.41322315,7.4498324,2.9008265,0.4536092,1.0,1.0444659,1.0444659,0.5066219,0.39979342,0.7891357,0.4310277,0.10227715,0.23728672,0.90909094,0.66804266,0.73484695,1.2727273,0.86243933,0.6776309,-0.36363637,1.06794,-2.936835,0.23434494,0.08961792,0.9917355,0.61237246,2.7768595,0.3952847,0.74626863,0.21276596,0.121212125,0.6369427,0.44052863,0.5405405,0.53475934,3.5074627,6.1567163,0.2851064,1.7553191,0.16242424,0.56969696,0.33404255,0.48297873,0.7654393,0.5562914,0.72054225,0.27413127,0.49920255,0.16242424,1.7553191,0.2851064,0.85350317,5.254777,0.33404255,0.84864867,14.29,1.091,2.284,-0.23512946,0.24842547,0.09377187,0.5773268,0.7254238,3.4554353,0.8176079,8.464053,59.23728,0.98994946,-19.290047,2.360018,1.109905,2.1263244,0.47029513,8.464053,3.55,3.36,1,0.9986
4,SERBIA - PRVA LIGA,2024-09-23,12:00,Radnik,Radnicki S. Mitrovica,1.6,3.2,5.7,2.73,1.33,2.48,1.51,0.8181818,1.1134044,1.3608277,0.17731425,0.30192876,1.702789,0.776671,0.19107871,0.24602272,0.6363636,1.1499192,1.8070158,1.2727273,1.4200454,1.11575,-0.6363636,2.0123584,-3.1622777,0.38938496,0.18231186,0.5128743,1.4848485,0.4928225,0.8484849,2.130068,0.72727275,0.86243933,1.1858541,0.38975424,0.3948527,1.0130812,0.64548886,0.093250506,0.14446494,0.72727275,0.74965554,1.0307764,1.4545455,1.4373989,0.98821175,-0.72727275,1.1354542,-1.5612495,0.25717196,0.065134995,0.661157,0.82462114,1.7190082,1.2162607,0.625,0.3125,0.1754386,0.36630037,0.7518797,0.4032258,0.66225165,2.0,3.5625,0.5,1.78125,0.28070176,0.5614035,0.853125,0.415625,0.50712603,0.33333334,0.56164384,0.28089887,0.07925801,0.28070176,1.78125,0.5,0.5860806,2.087912,0.853125,1.1008065,10.5,0.091,1.976,-0.15238096,0.23809524,0.15238096,0.54285717,0.5903994,2.066398,0.5232277,5.06162,38.65981,1.9798989,34.99202,2.0504386,1.1513158,1.7809523,0.56149733,5.06162,2.5,1.6,1,0.9759
5,SWEDEN - SUPERETTAN,2024-09-23,14:00,Oddevold,Orebro,2.3,3.4,2.8,1.93,1.93,1.7,2.05,1.4545455,1.233151,0.84779125,0.37577006,0.30507976,0.81187886,0.5179528,0.1381633,0.26674882,1.1818181,0.9359664,0.79197156,1.4545455,0.9875255,0.6789238,-0.27272728,1.4200454,-5.206833,0.4576023,0.06741051,0.81971025,1.7190082,0.6434769,2.1157024,0.6789238,0.45454547,0.8907235,1.9595917,0.35591188,0.3211769,0.9024057,0.5555293,0.09271927,0.16690257,0.90909094,0.8999541,0.98994946,1.8181819,0.9359664,0.51478153,-0.90909094,1.1642044,-1.2806249,0.32366633,0.08268045,1.2396694,0.65996635,2.3140495,0.73540217,0.4347826,0.29411766,0.35714287,0.5181347,0.5181347,0.5882353,0.4878049,1.4782609,1.2173913,0.6764706,0.8235294,0.8214286,1.2142857,0.56764704,0.56764704,0.15891482,0.19298245,0.09803922,0.09677419,0.27579737,0.8214286,0.8235294,0.6764706,1.1917099,1.4507772,0.56764704,1.1352941,8.5,1.0,2.124,-0.12941177,-0.07058824,0.27058825,0.32941177,0.19438484,0.55075705,0.24443254,1.3490738,28.810793,0.0,0.0,1.6614907,1.5062112,1.1030928,0.90654206,1.3490738,0.6,1.1,1,0.6898
6,SWEDEN - SUPERETTAN,2024-09-23,14:00,Sandviken,Degerfors,2.25,3.5,2.75,1.67,2.15,1.57,2.25,2.2727273,1.2128786,0.53366655,0.56515205,0.28207707,0.49911714,0.333454,0.1261145,0.37820655,2.1818182,1.1922616,0.54645324,0.72727275,0.74965554,1.0307764,1.4545455,1.6160353,1.1110243,0.526768,0.10897022,1.3542931,4.1652894,0.624518,0.661157,0.82462114,1.5454545,1.1570839,0.7487013,0.5243274,0.20949094,0.39954224,0.31461996,0.10395932,0.33042824,1.5454545,0.78202957,0.5060191,1.0,0.73854893,0.73854893,0.54545456,1.233151,2.2607768,0.4193964,0.086780995,1.9669422,0.6144518,1.2727273,0.58028847,0.44444445,0.2857143,0.36363637,0.5988024,0.4651163,0.6369427,0.44444445,1.5555556,1.2222222,0.64285713,0.78571427,0.8181818,1.2727273,0.47714287,0.6142857,0.17774321,0.2173913,0.1,0.12,0.3539652,0.8181818,0.78571427,0.64285713,1.3473054,1.6467066,0.47714287,1.0636942,8.5,0.727,2.37,-0.14705883,-0.0882353,0.2647059,0.32352942,0.22205396,0.6291529,0.30522382,1.5411035,32.005383,0.6788225,-13.495733,1.6969697,1.5353535,1.1052631,0.9047619,1.5411035,0.75,1.25,1,0.7804
7,SWITZERLAND - CHALLENGE LEAGUE,2024-09-23,14:30,Xamax,Stade Nyonnais,1.91,3.7,3.5,1.55,2.3,1.52,2.37,2.0,1.1281521,0.56407607,0.753318,0.5066773,0.67259425,0.3518521,0.11191803,0.3180826,2.2727273,1.4200454,0.62482,1.0,0.73854893,0.73854893,1.2727273,1.6564425,1.3014905,0.4684529,0.08227467,1.3705901,3.7190082,0.86780554,1.1818181,0.62492603,1.3636364,1.2984415,0.95219046,0.6794706,0.5819307,0.8564472,0.4639038,0.07114558,0.15336278,1.4545455,1.233151,0.84779125,1.6363636,1.7721444,1.0829772,-0.18181819,2.0810041,-11.445523,0.2903655,0.08658948,1.322314,1.356466,4.1652894,0.6961996,0.5235602,0.27027026,0.2857143,0.6451613,0.4347826,0.65789473,0.42194092,1.9371728,1.8324608,0.5162162,0.9459459,0.54571426,1.0571429,0.4189189,0.6216216,0.32217303,0.31907308,0.2939002,0.027777778,0.40952381,0.54571426,0.9459459,0.5162162,1.2322581,2.2580645,0.4189189,1.0197369,9.11,0.636,2.427,-0.19648738,-0.021953898,0.20965971,0.38419318,0.3229966,0.980833,0.41000274,2.4025402,41.828545,1.0606601,-20.556046,1.8563949,1.3807031,1.3445287,0.74375504,2.4025402,0.2,1.79,1,0.8938
8,PERU - LIGA 1,2024-09-23,15:00,Alianza Atl.,Comerciantes Unidos,1.48,4.0,6.0,1.9,1.95,2.0,1.73,1.2727273,1.1354542,0.8921426,0.28638706,0.3732131,1.3031772,0.60995716,0.16959277,0.27804047,1.0,0.9534626,0.9534626,0.90909094,0.8999541,0.98994946,0.09090909,1.443137,15.874508,0.4773529,0.14485988,0.7386764,0.90909094,1.0488088,0.9917355,0.8249579,0.72727275,1.1354542,1.5612495,0.5790307,0.58773494,1.0150324,0.5132062,0.03361282,0.065495744,0.90909094,0.9958592,1.0954452,2.4545455,1.304791,0.53158146,-1.5454545,1.9708622,-1.2752638,0.13437502,0.05987219,0.74380165,1.2171613,5.132231,0.6240304,0.6756757,0.25,0.16666667,0.5263158,0.51282054,0.5,0.5780347,2.7027028,4.0540543,0.37,1.5,0.24666667,0.6666667,0.475,0.4875,0.61222184,0.459854,0.6042781,0.2,0.3559322,0.24666667,1.5,0.37,0.77894735,3.1578948,0.475,0.95,11.48,0.545,2.271,-0.2195122,0.17421603,0.12891985,0.5226481,0.5918937,2.2649798,0.62338114,5.5480447,51.5627,0.07071068,-1.4320962,2.1936936,1.1756756,1.8659004,0.53593427,5.5480447,2.0,2.52,1,0.9821
9,SWITZERLAND - CHALLENGE LEAGUE,2024-09-23,15:15,Aarau,Schaffhausen,2.2,3.6,2.87,1.55,2.3,1.47,2.5,1.0909091,1.443137,1.3228756,0.51124966,0.42233068,0.8260752,0.42887884,0.1260103,0.2938133,1.1818181,0.83319557,0.70501167,1.6363636,1.3666633,0.83518314,-0.45454547,2.0610516,-4.5343137,0.38873494,0.110482216,0.78527653,1.9338843,0.50917506,2.231405,1.0022198,1.4545455,1.4373989,0.98821175,0.52893025,0.37797102,0.7145952,0.40828592,0.104727946,0.25650638,1.1818181,0.83319557,0.70501167,1.3636364,1.2264307,0.89938253,-0.18181819,1.7486713,-9.617692,0.30274898,0.09225241,1.3966942,0.70501167,1.983471,0.8431711,0.45454547,0.2777778,0.34843206,0.6451613,0.4347826,0.6802721,0.4,1.6363636,1.3045454,0.6111111,0.7972222,0.76655054,1.2543554,0.43055555,0.6388889,0.20165749,0.2413793,0.1321499,0.11282844,0.39805827,0.76655054,0.7972222,0.6111111,1.4193548,1.8516129,0.43055555,1.0544218,8.67,-0.364,2.881,-0.16147636,-0.084198385,0.25374857,0.33102652,0.24228866,0.70021427,0.34472647,1.7151676,34.99202,1.0606601,-20.556046,1.7120684,1.4998416,1.1414995,0.8760407,1.7151676,0.73,1.4,1,0.6169
10,IRELAND - PREMIER DIVISION,2024-09-23,15:45,Shamrock Rovers,Bohemians,1.67,3.6,4.5,1.85,2.0,1.8,1.95,1.7272727,1.2128786,0.70219284,0.2621279,0.16797508,0.64081347,0.5320895,0.22111298,0.41555604,1.7272727,1.2856487,0.74432296,0.90909094,0.9958592,1.0954452,0.8181818,1.9917184,2.4343226,0.67199165,0.09329746,1.1996322,4.396694,0.5050763,0.8264463,1.0954452,1.0,1.0444659,1.0444659,0.45143005,0.36238962,0.80275923,0.47314054,0.09339814,0.19740042,1.0909091,0.8999541,0.8249579,1.1818181,0.7158189,0.6056929,-0.09090909,1.2398347,-13.638182,0.3331236,0.08214194,0.59504133,1.6499158,0.96694213,0.8748898,0.5988024,0.2777778,0.22222222,0.5405405,0.5,0.5555556,0.51282054,2.1556885,2.6946108,0.46388888,1.25,0.37111112,0.8,0.5138889,0.5555556,0.4531767,0.3662239,0.45867097,0.11111111,0.32110092,0.37111112,1.25,0.46388888,0.9027027,2.4324324,0.5138889,1.0277778,9.77,0.727,2.257,-0.1975435,0.09211873,0.17093143,0.46059364,0.44398227,1.4459022,0.47304744,3.5417228,43.979572,0.21213204,-4.289153,2.0186293,1.2654691,1.595163,0.6268952,3.5417228,0.9,1.93,1,0.949
