Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/08/2023,07:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Gimcheon Sangmu,3.5,3.5,1.91,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
2,20/08/2023,07:30,HONG KONG - PREMIER LEAGUE,Hong Kong Rangers,Lee Man Warriors,3.95,3.78,1.78,1.69,1.62,2.24,1.01,1.31,1.19,5.5,1.12
3,20/08/2023,09:30,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Feyenoord,5.5,4.33,1.57,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
4,20/08/2023,11:30,BELARUS - VYSSHAYA LIGA,Slutsk,Din. Minsk,4.56,4.65,1.61,1.81,2.04,1.74,1.01,1.36,1.23,5.1,1.11
5,20/08/2023,11:45,NETHERLANDS - EREDIVISIE,Waalwijk,AZ Alkmaar,5.75,4.0,1.57,1.53,1.57,2.25,1.03,1.25,1.14,4.0,1.22
6,20/08/2023,12:00,AUSTRIA - BUNDESLIGA,BW Linz,Rapid Vienna,4.0,3.8,1.8,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
7,20/08/2023,12:15,SERBIA - SUPER LIGA,Radnicki 1923,Partizan,4.71,3.68,1.71,1.98,1.86,1.9,1.02,1.4,1.29,6.25,1.07
8,20/08/2023,14:30,SERBIA - SUPER LIGA,Javor,TSC,4.23,3.72,1.77,1.86,1.74,2.04,1.01,1.36,1.24,5.55,1.1
9,20/08/2023,15:15,BULGARIA - PARVA LIGA,Cherno More,Ludogorets,4.0,3.3,2.0,2.1,1.83,1.83,1.07,1.44,1.36,8.0,1.08
10,20/08/2023,15:30,SLOVAKIA - NIKE LIGA,Z. Moravce-Vrable,Dun. Streda,5.2,4.0,1.63,1.84,1.83,1.93,1.01,1.36,1.24,5.45,1.1
11,20/08/2023,18:00,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Cerro Porteno,3.5,3.4,1.95,1.9,1.73,2.0,1.05,1.4,1.29,6.5,1.11
12,20/08/2023,21:00,COSTA RICA - PRIMERA DIVISION,Puntarenas FC,Herediano,3.75,3.5,1.85,1.95,1.8,1.91,1.06,1.4,1.29,6.5,1.11
