,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ALBANIA - SUPERLIGA,01/11/2023,10:00,Laci,Partizani,,,
2,NIGERIA - NPFL,01/11/2023,12:00,Niger Tornadoes,Enyimba,,,
3,NIGERIA - NPFL,01/11/2023,12:00,Kwara,Sporting Lagos,,,
4,NIGERIA - NPFL,01/11/2023,12:00,Kano Pillars,Bayelsa United,,,
5,GHANA - PREMIER LEAGUE,01/11/2023,12:00,Samartex,Legon Cities,,,
6,ITALY - SERIE C,01/11/2023,12:15,Brindisi,Catania,3.2,3.05,2.27
7,SPAIN - COPA DEL REY,01/11/2023,12:30,Jaen,Eldense,7.5,4.0,1.36
8,SPAIN - COPA DEL REY,01/11/2023,13:00,Ursaria,Cayon,1.8,2.9,4.75
9,ESTONIA - MEISTRILIIGA,01/11/2023,13:00,Levadia,Parnu JK Vaprus,1.2,5.4,10.75
10,SPAIN - COPA DEL REY,01/11/2023,13:30,Ciudad Real,Antequera,3.1,3.1,2.15
11,SPAIN - COPA DEL REY,01/11/2023,14:00,Gernika,Unionistas,2.63,3.1,2.5
12,SPAIN - COPA DEL REY,01/11/2023,14:00,Orihuela,Gimnastic,3.1,3.1,2.15
13,SPAIN - COPA DEL REY,01/11/2023,16:00,Manresa,R. Oviedo,5.0,3.6,1.62
14,SPAIN - COPA DEL REY,01/11/2023,16:00,Marbella,Ferrol,4.0,3.4,1.8
15,SPAIN - COPA DEL REY,01/11/2023,16:30,Hernan Cortes,Betis,67.0,26.0,1.01
