,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-04-15,07:30:00,CHINA - SUPER LEAGUE,Qingdao West Coast,Shandong Taishan,3.1,2.3,3.9,15.5,1.2422215
2,2025-04-15,08:35:00,CHINA - SUPER LEAGUE,Wuhan Three Towns,Beijing Guoan,5.1,1.73,3.95,9.8,1.242332
3,2025-04-15,09:00:00,CHINA - SUPER LEAGUE,Shenzhen Xinpengcheng,Changchun Yatai,1.69,5.0,4.3,23.0,1.2422215
4,2025-04-15,15:45:00,ENGLAND - LEAGUE TWO,Salford,Doncaster,3.2,2.44,3.4,10.5,1.2422756
5,2025-04-15,16:00:00,EUROPE - CHAMPIONS LEAGUE,Dortmund,Barcelona,3.8,1.97,4.3,17.5,1.2421521
6,2025-04-15,16:00:00,EUROPE - CHAMPIONS LEAGUE,Aston Villa,PSG,3.4,2.16,4.0,15.0,1.2421523
7,2025-04-15,18:00:00,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Sportivo Trinidense,2.76,2.6,3.35,70.0,1.2422589
8,2025-04-15,19:00:00,BRAZIL - SERIE B,Cuiaba,Athletico-PR,2.78,2.96,3.05,10.0,1.2423184
9,2025-04-15,20:15:00,PARAGUAY - PRIMERA DIVISION,Nacional Asuncion,Cerro Porteno,3.35,2.38,2.98,8.2,1.242259
