Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/09/2023,07:00,SOUTH KOREA - K LEAGUE 1,Incheon,Pohang,2.88,3.25,2.3,2.03,1.73,2.0,1.05,1.4,1.3,7.0,1.1
2,02/09/2023,15:00,POLAND - DIVISION 1,Pruszkow,Leczna,2.05,3.3,3.3,2.08,1.83,1.83,1.06,1.44,1.33,8.0,1.08
3,02/09/2023,15:30,SPAIN - PRIMERA RFEF,Unionistas,Leonesa,2.25,3.0,3.0,2.5,2.1,1.67,1.1,1.57,1.5,8.5,1.05
4,02/09/2023,15:30,SPAIN - PRIMERA RFEF,Murcia,Cordoba,2.1,3.0,3.3,2.25,1.91,1.8,1.07,1.5,1.4,7.5,1.07
5,02/09/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,Estudiantes Rio Cuarto,2.9,2.9,2.63,2.7,2.2,1.62,1.13,1.62,1.57,15.0,1.03
6,02/09/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Huracan,Colon Santa Fe,2.1,3.0,4.0,2.6,2.2,1.62,1.1,1.57,1.5,13.0,1.04
7,02/09/2023,22:30,PANAMA - LPF,Deportivo Universitario,Arabe Unido,2.2,3.15,3.15,2.32,2.05,1.62,1.08,1.52,1.45,10.0,1.02
