,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,09/10/2023,00:00,Club Tijuana,Atl. San Luis,2.0,3.75,3.4,1.67,2.15,1.62,2.2,1.6,1.2,0.657,1.2,1.4696939,0.899,0.5,0.26666668,0.29411766,0.5988024,0.4651163,0.29448667,0.4,2.67,1,0.9162
2,SPAIN - LALIGA2,09/10/2023,14:00,Elche,Andorra,2.0,3.4,3.8,2.08,1.73,1.83,1.83,1.5,1.2845232,1.399,1.3,1.1874342,0.925,0.5,0.29411766,0.2631579,0.48076922,0.5780347,0.29825854,0.2,2.472,1,1.0
3,ROMANIA - LIGA 1,09/10/2023,15:00,U. Cluj,Sepsi Sf. Gheorghe,2.4,3.1,2.8,2.15,1.67,1.83,1.83,1.3,1.4177446,0.967,0.8,1.1661904,0.696,0.41666666,0.32258064,0.35714287,0.4651163,0.5988024,0.10632651,0.5,2.584,1,0.7573
4,BOLIVIA - DIVISION PROFESIONAL,09/10/2023,16:00,Vaca Diez,Tomayapo,2.1,3.25,3.0,1.9,1.9,1.73,2.0,1.8,1.2489996,0.632,1.0,1.0954452,0.827,0.47619048,0.30769232,0.33333334,0.5263158,0.5263158,0.19905718,0.8,2.344,1,0.8
5,ENGLAND - LEAGUE ONE,09/10/2023,16:00,Burton,Cambridge Utd,2.38,3.4,3.0,2.08,1.73,1.8,1.95,1.3,1.1874342,1.192,1.0,1.3416408,0.72,0.42016807,0.29411766,0.33333334,0.48076922,0.5780347,0.15082678,0.3,2.529,1,0.6038
6,SPAIN - LALIGA2,09/10/2023,16:00,Villarreal B,Espanyol,4.75,3.5,1.8,1.75,2.05,1.73,2.0,1.6,1.4282857,0.704,1.1,1.3,0.607,0.21052632,0.2857143,0.5555556,0.5714286,0.4878049,0.42253816,0.5,2.728,1,0.8
7,PORTUGAL - LIGA PORTUGAL 2,09/10/2023,16:15,AVS,Penafiel,1.73,3.3,4.75,2.15,1.67,2.0,1.73,2.0,1.0,1.0,0.6,0.9165151,0.701,0.5780347,0.3030303,0.21052632,0.4651163,0.5988024,0.4289499,1.4,1.917,1,0.8993
8,ARGENTINA - COPA DE LA LIGA PROFESIONAL,09/10/2023,18:00,Barracas Central,Colon Santa Fe,2.7,3.0,3.0,2.4,1.53,2.0,1.73,1.9,1.1357816,1.009,0.6,0.9165151,1.528,0.37037036,0.33333334,0.33333334,0.41666666,0.6535948,0.050507627,1.3,2.052,1,0.6
9,ARGENTINA - COPA DE LA LIGA PROFESIONAL,09/10/2023,18:00,Arsenal Sarandi,Banfield,3.3,3.0,2.4,2.88,1.4,2.25,1.57,1.5,1.5,1.023,0.9,1.1357816,1.105,0.3030303,0.33333334,0.41666666,0.3472222,0.71428573,0.13687983,0.6,2.636,1,0.8
10,BOLIVIA - DIVISION PROFESIONAL,09/10/2023,19:00,Aurora,Guabira,1.4,4.33,6.0,1.9,1.9,2.2,1.62,2.3,1.1,0.626,0.4,0.9165151,1.302,0.71428573,0.23094688,0.16666667,0.5263158,0.5263158,0.65944463,1.9,2.017,1,0.8
11,PARAGUAY - PRIMERA DIVISION,09/10/2023,19:30,Ameliano,Sp. Luqueno,2.15,3.3,3.1,1.85,1.95,1.73,2.0,1.4,1.356466,0.881,0.8,1.1661904,0.75,0.4651163,0.3030303,0.32258064,0.5405405,0.51282054,0.19869931,0.6,2.523,1,0.724
