Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/08/2024,11:30,RUSSIA - PREMIER LEAGUE,Fakel Voronezh,Krasnodar,3.71,3.48,2.18,2.33,1.95,1.81,1.04,1.48,1.38,7.7,1.04
2,04/08/2024,13:00,BULGARIA - PARVA LIGA,Lok. Sofia,Cherno More,5.75,3.75,1.62,1.98,1.91,1.8,1.06,1.4,1.29,6.5,1.11
3,04/08/2024,15:30,ITALY - COPPA ITALIA,Cesena,Padova,1.57,3.75,6.0,1.8,1.8,1.95,1.04,1.33,1.25,5.5,1.14
