Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/03/2024,07:00,BELARUS - VYSSHAYA LIGA,FC Minsk,BATE,5.31,3.96,1.64,1.93,1.92,1.84,1.02,1.39,1.27,5.95,1.08
22,16/03/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,AVS,4.75,3.6,1.67,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
21,16/03/2024,09:00,ROMANIA - LIGA 2,CSC Dumbravita,Csikszereda M. Ciuc,4.1,3.35,1.85,2.2,2.0,1.72,1.08,1.5,1.4,6.6,1.08
20,16/03/2024,09:00,MOLDOVA - SUPER LIGA,Dacia Buiucani,Zimbru Chisinau,4.3,3.7,1.65,1.7,1.73,2.05,1.01,1.3,1.2,5.5,1.11
19,16/03/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,ACV Assen,Quick Boys,3.45,3.8,1.87,1.53,1.52,2.22,1.01,1.26,1.15,3.6,1.2
18,16/03/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Excelsior Maassluis,GVVV,4.05,4.0,1.7,1.57,1.6,2.07,1.02,1.29,1.19,3.75,1.19
17,16/03/2024,11:00,SLOVENIA - PRVA LIGA,Bravo,O. Ljubljana,3.6,3.4,1.98,1.9,1.75,1.95,1.06,1.42,1.3,5.4,1.12
16,16/03/2024,11:00,CROATIA - HNL,Slaven Belupo,Rijeka,5.5,3.8,1.53,1.93,1.91,1.8,1.05,1.36,1.29,6.5,1.11
13,16/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Queen's Park,Raith,3.6,3.25,1.95,1.85,1.73,2.0,1.05,1.36,1.25,5.5,1.13
15,16/03/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Loughgall,Cliftonville,4.65,4.0,1.62,1.62,1.65,2.12,1.04,1.32,1.2,4.05,1.2
14,16/03/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Dungannon,Glentoran,3.5,3.75,1.9,1.53,1.5,2.42,1.03,1.3,1.17,3.7,1.24
11,16/03/2024,12:00,SERBIA - SUPER LIGA,Vozdovac,Cukaricki,3.7,3.25,2.0,1.78,1.62,2.15,1.05,1.39,1.26,4.8,1.15
10,16/03/2024,12:00,ENGLAND - CHAMPIONSHIP,Rotherham,Huddersfield,4.75,3.2,1.95,2.25,2.0,1.73,1.08,1.5,1.4,9.0,1.07
12,16/03/2024,12:00,SCOTLAND - PREMIERSHIP,Ross County,Hearts,4.5,3.75,1.8,1.93,1.8,1.95,1.05,1.36,1.29,6.0,1.13
9,16/03/2024,13:00,ALBANIA - SUPERLIGA,Teuta,Partizani,3.55,3.35,1.88,1.87,1.75,2.03,1.02,1.38,1.27,5.8,1.1
8,16/03/2024,13:00,AUSTRIA - BUNDESLIGA,Tirol,Wolfsberger AC,3.75,3.75,1.95,1.85,1.75,2.0,1.04,1.36,1.25,6.0,1.13
7,16/03/2024,14:00,SERBIA - SUPER LIGA,Sp. Subotica,TSC,4.05,3.25,1.9,2.02,1.83,1.88,1.07,1.47,1.34,5.9,1.1
6,16/03/2024,14:30,ITALY - SERIE C,Pro Patria,L.R. Vicenza,4.3,3.05,1.91,2.42,2.12,1.65,1.11,1.6,1.47,7.5,1.06
5,16/03/2024,15:30,QATAR - QSL,Umm-Salal,Al Wakra,4.1,3.8,1.75,1.57,1.55,2.3,1.04,1.31,1.19,3.85,1.22
4,16/03/2024,16:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Fateh,Al Ittihad,3.75,3.6,1.91,1.7,1.57,2.25,1.04,1.3,1.2,4.5,1.17
3,16/03/2024,16:45,ITALY - SERIE C,Giugliano,Benevento,4.2,3.55,1.78,1.87,1.78,1.93,1.06,1.4,1.29,5.2,1.13
2,16/03/2024,18:00,COSTA RICA - PRIMERA DIVISION,Puntarenas FC,Saprissa,3.6,3.4,1.91,2.0,1.83,1.83,1.06,1.4,1.3,7.0,1.1
23,16/03/2024,19:30,URUGUAY - PRIMERA DIVISION,Racing Montevideo,Penarol,4.5,3.4,1.75,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
24,16/03/2024,20:45,COSTA RICA - PRIMERA DIVISION,Zeledon,Herediano,3.75,3.5,1.85,1.9,1.8,1.91,1.05,1.4,1.29,6.5,1.11
