,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/04/2024,05:00,INDONESIA - LIGA 1,Persebaya,Dewa United,1.85,3.5,3.8,1.7,1.62,2.02,1.01,1.33,1.24,5.19,1.13
2,16/04/2024,06:00,AUSTRALIA - A-LEAGUE,Western United,Adelaide United,2.5,4.2,2.4,1.33,1.33,3.25,1.01,1.2,1.1,3.0,1.4
3,16/04/2024,09:00,INDONESIA - LIGA 1,FC Bhayangkara,Persik Kediri,3.0,3.4,2.18,1.55,1.45,2.37,1.01,1.27,1.16,3.6,1.2
4,16/04/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Gagra,Dinamo Tbilisi,4.0,3.65,1.7,1.62,1.64,2.2,1.01,1.31,1.2,4.82,1.15
5,16/04/2024,12:30,QATAR - QSL,Shamal,Al Wakra,4.1,4.1,1.7,1.55,1.6,2.2,1.03,1.3,1.18,3.85,1.22
6,16/04/2024,13:00,ESTONIA - MEISTRILIIGA,Tallinna Kalev,Levadia,12.0,5.7,1.17,1.53,1.86,1.9,1.01,1.28,1.16,4.09,1.2
7,16/04/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Najma,Sitra,2.47,3.4,2.6,1.6,1.47,2.5,1.04,1.33,1.19,3.95,1.21
8,16/04/2024,13:00,BAHRAIN - PREMIER LEAGUE,Busaiteen,Al-Ahli Manama,3.1,3.4,2.15,2.05,1.85,1.85,1.07,1.45,1.35,6.0,1.09
9,16/04/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Samtredia,1.19,5.8,10.0,1.37,1.94,1.82,1.01,1.2,1.1,3.12,1.32
15,16/04/2024,15:45,ENGLAND - LEAGUE TWO,Walsall,Swindon,1.85,3.75,4.2,1.67,1.57,2.25,1.03,1.3,1.2,5.0,1.17
19,16/04/2024,15:45,ENGLAND - LEAGUE ONE,Oxford Utd,Lincoln,2.05,3.5,3.6,2.0,1.8,1.95,1.05,1.4,1.3,7.0,1.1
17,16/04/2024,15:45,ENGLAND - LEAGUE TWO,Crawley,Barrow,2.55,3.4,2.7,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
16,16/04/2024,15:45,ENGLAND - LEAGUE ONE,Bolton,Shrewsbury,1.36,5.0,9.0,1.73,2.1,1.67,1.04,1.33,1.22,5.5,1.14
18,16/04/2024,15:45,ENGLAND - LEAGUE TWO,Mansfield,Accrington,1.33,5.0,9.0,1.44,1.67,2.1,1.02,1.22,1.13,3.5,1.29
10,16/04/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Ballymena,Glenavon,2.9,3.65,2.18,1.72,1.62,2.15,1.04,1.35,1.24,4.6,1.16
13,16/04/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Ards,Ballyclare,2.45,3.6,2.47,1.5,1.44,2.4,1.01,1.24,1.15,3.45,1.22
12,16/04/2024,15:45,SCOTLAND - LEAGUE ONE,Edinburgh City,Montrose,7.0,4.75,1.33,1.44,1.67,2.1,19.0,1.22,1.13,3.4,1.3
14,16/04/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dergview,H&W Welders,3.45,3.8,1.87,1.5,1.47,2.32,1.01,1.24,1.14,3.4,1.22
11,16/04/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Dungannon,Loughgall,1.62,4.25,4.35,1.5,1.55,2.3,1.03,1.27,1.16,3.5,1.26
20,16/04/2024,18:00,COLOMBIA - PRIMERA A,Envigado,Deportes Tolima,5.25,3.6,1.67,2.1,2.0,1.73,1.06,1.44,1.33,8.0,1.08
21,16/04/2024,19:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Belgrano,Racing Club,4.0,3.5,1.91,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
