Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,25/02/2024,07:30,THAILAND - THAI LEAGUE 1,Ratchaburi,Uthai Thani,1.65,3.75,4.75,1.72,1.72,2.02,1.05,1.37,1.24,4.55,1.16
24,25/02/2024,08:00,INDIA - I-LEAGUE,Sreenidi Deccan,Namdhari,1.22,5.8,10.25,1.42,1.91,1.7,1.01,1.22,1.1,3.1,1.27
23,25/02/2024,08:00,SPAIN - PRIMERA RFEF,UD Ibiza,Merida AD,1.36,4.0,8.5,2.05,2.5,1.5,1.06,1.4,1.33,7.0,1.08
22,25/02/2024,09:30,ALBANIA - SUPERLIGA,Egnatia,Teuta,1.55,3.75,5.0,1.87,1.88,1.88,1.02,1.37,1.28,5.8,1.1
21,25/02/2024,09:30,BELGIUM - CHALLENGER PRO LEAGUE,Beerschot VA,Seraing,1.4,4.5,6.5,1.53,1.73,2.0,1.03,1.25,1.14,4.0,1.22
20,25/02/2024,09:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Anderlecht,1.73,3.75,4.75,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
19,25/02/2024,10:00,NORTH MACEDONIA - 1. MFL,Shkendija,KF Gostivar,1.62,3.6,5.1,1.93,1.93,1.7,1.03,1.42,1.32,7.5,1.06
18,25/02/2024,10:30,NETHERLANDS - EREDIVISIE,Twente,G.A. Eagles,1.53,4.5,5.75,1.67,1.75,2.0,1.03,1.29,1.2,5.0,1.17
17,25/02/2024,11:00,ITALY - SERIE C,Cesena,Pineto,1.29,4.7,11.25,2.0,2.7,1.4,1.07,1.44,1.34,5.9,1.1
16,25/02/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Sumqayit,1.28,5.1,9.0,1.52,1.91,1.7,1.02,1.25,1.21,3.55,1.21
15,25/02/2024,12:00,SPAIN - PRIMERA RFEF,Gimnastic,Teruel,1.53,3.4,6.5,2.5,2.63,1.44,1.1,1.53,1.5,8.5,1.05
14,25/02/2024,12:15,ITALY - SERIE C,Perugia,Juventus U23,1.7,3.6,4.75,1.95,1.91,1.8,1.07,1.44,1.32,5.6,1.11
13,25/02/2024,13:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Decic,Petrovac,1.62,3.5,5.4,2.07,2.05,1.6,1.05,1.47,1.37,8.1,1.05
12,25/02/2024,14:00,MOROCCO - BOTOLA PRO,FAR Rabat,Union Touarga,1.29,4.0,11.0,1.85,2.38,1.53,1.06,1.42,1.25,6.0,1.13
11,25/02/2024,14:00,QATAR - QSL,Al Rayyan,Shamal,1.36,5.1,6.8,1.44,1.7,2.05,1.02,1.25,1.14,3.25,1.29
10,25/02/2024,14:30,SERBIA - SUPER LIGA,Vojvodina,Sp. Subotica,1.7,3.7,4.6,1.8,1.78,1.93,1.05,1.39,1.26,4.9,1.14
9,25/02/2024,14:30,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,St. Liege,1.36,4.75,8.0,1.7,1.95,1.8,1.03,1.33,1.2,5.0,1.17
8,25/02/2024,15:00,MEXICO - LIGA MX,Toluca,Club Tijuana,1.62,4.2,5.0,1.57,1.62,2.2,1.03,1.33,1.17,4.33,1.2
7,25/02/2024,15:00,ROMANIA - LIGA 1,FCSB,FC Botosani,1.33,4.75,10.0,1.88,2.38,1.53,1.05,1.4,1.25,6.0,1.13
6,25/02/2024,15:45,PERU - LIGA 1,Grau,ADT Tarma,1.6,3.8,5.75,2.1,2.1,1.67,1.06,1.45,1.33,8.0,1.08
5,25/02/2024,16:00,SPAIN - PRIMERA RFEF,CF Intercity,Linares,1.7,3.3,4.75,2.35,2.38,1.53,1.08,1.53,1.44,8.0,1.06
4,25/02/2024,16:00,MOROCCO - BOTOLA PRO,Maghreb Fez,Mouloudia Oujda,1.6,3.6,4.75,2.35,2.25,1.57,1.08,1.47,1.44,10.0,1.06
3,25/02/2024,17:30,JAMAICA - PREMIER LEAGUE,Mount Pleasant,Montego Bay,1.55,3.75,5.4,1.94,1.95,1.81,1.03,1.39,1.29,6.7,1.07
2,25/02/2024,18:00,PANAMA - LPF,Tauro,Veraguas,1.52,3.85,5.7,1.7,1.75,1.85,1.01,1.42,1.23,5.2,1.12
25,25/02/2024,20:00,ARGENTINA - PRIMERA NACIONAL,Colon Santa Fe,Patronato,1.6,4.0,5.5,2.15,2.2,1.62,1.07,1.5,1.36,9.0,1.07
26,25/02/2024,20:05,MEXICO - LIGA DE EXPANSION MX,Celaya,Alebrijes Oaxaca,1.35,4.9,7.4,1.57,1.9,1.82,1.03,1.3,1.19,3.95,1.21
