,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,12/11/2023,06:30,SOUTH KOREA - K LEAGUE 2,Jeonnam Dragons,Busan IPark,3.4,3.5,1.95,1.8,2.0,1.67,2.1,H,D,A
2,OVER2_5,12/11/2023,10:30,NORWAY - OBOS-LIGAEN,Ranheim IL,Hodd,3.2,4.0,2.05,1.6,2.3,1.53,2.38,A,H,A
3,OVER2_5,12/11/2023,14:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Alajuelense,2.9,3.4,2.15,1.62,2.25,1.53,2.38,A,H,H
4,OVER2_5,12/11/2023,15:15,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,Waregem,2.7,3.6,2.2,1.62,2.25,1.53,2.38,H,A,H
5,BTTS Sim,12/11/2023,19:00,PARAGUAY - PRIMERA DIVISION,Sportivo Luqueno,Libertad,4.0,3.6,1.8,1.75,2.05,1.67,2.1,D,D,A
