Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/09/2023,04:00,HONG KONG - PREMIER LEAGUE,Lee Man Warriors,Kitchee,4.55,3.95,1.62,1.52,1.55,2.15,1.02,1.25,1.14,3.5,1.21
2,16/09/2023,05:00,ROMANIA - LIGA 2,Progresul Spartac,Viitorul Tg. Jiu,4.0,3.35,1.85,1.93,1.82,1.78,1.03,1.42,1.32,6.9,1.07
3,16/09/2023,11:00,BELGIUM - JUPILER PRO LEAGUE,RWDM,Cercle Brugge KSV,4.2,3.75,1.8,1.62,1.62,2.2,1.03,1.3,1.18,4.5,1.18
4,16/09/2023,11:00,MOLDOVA - SUPER LIGA,Dacia Buiucani,Milsami,4.0,3.3,1.78,1.9,1.83,1.93,1.03,1.42,1.27,5.85,1.1
5,16/09/2023,11:00,SCOTLAND - LEAGUE TWO,Elgin City,Dumbarton,4.0,3.5,1.85,1.88,1.73,2.0,1.05,1.36,1.25,5.5,1.13
6,16/09/2023,11:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Neftci Baku,4.6,3.5,1.7,1.98,1.88,1.72,1.03,1.42,1.32,6.55,1.06
7,16/09/2023,12:00,AUSTRIA - BUNDESLIGA,A. Klagenfurt,LASK,3.8,3.75,1.91,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
8,16/09/2023,13:00,SLOVAKIA - NIKE LIGA,Michalovce,Trnava,4.3,3.5,1.82,1.98,1.82,1.9,1.07,1.45,1.32,5.7,1.12
9,16/09/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Gagra,Dila Gori,4.9,3.75,1.57,1.7,1.77,2.0,1.01,1.32,1.21,5.1,1.13
10,16/09/2023,14:00,PORTUGAL - LIGA PORTUGAL,SC Farense,Braga,4.75,3.8,1.7,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
11,16/09/2023,15:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Mornar Bar,Buducnost,3.85,3.15,1.95,2.05,1.8,1.8,1.04,1.47,1.34,7.6,1.05
12,16/09/2023,20:00,USA - USL CHAMPIONSHIP,Loudoun,Charleston,3.75,3.4,1.93,1.72,1.6,2.2,1.05,1.37,1.23,4.5,1.17
13,16/09/2023,21:10,COSTA RICA - PRIMERA DIVISION,AD Santos,Herediano,3.5,3.4,1.91,1.93,1.8,1.91,1.05,1.4,1.29,6.5,1.11
