League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Turkish Super League,2024-02-12,11:00:00,Trabzonspor,Hatayspor,1.81,5.3,3.75,2.94,1.46,1.42,3.05,1.1,9.0,10.5,1.08,3.7,1.35,1.91,2.08,1.12,7.6,1.95,2.0,11.5,16.5,32.0,19.0,7.8,7.8,19.0,18.0,9.6,9.4,19.0,18.5,15.5,15.0,30.0,26.0,11.5,19.0,22.0,0.5524862,0.26666668,0.18867925,0.48076922,0.5235602,0.51282054,0.5,2.0718231,2.9281769,0.48266667,1.4133333,0.34150943,0.7075472,0.55466664,0.5093333,0.46553436,0.34892085,0.49085796,0.17127071,0.2864494,0.34150943,1.4133333,0.48266667,0.8701923,2.5480769,0.55466664,1.0666667,10.86,-0.1786372,0.1427256,0.16666667,0.48802948,0.4830464,1.748628,0.501437,4.2832465,44.127544,0.2404163,4.858463,4.2832465,1.55,1.94,1,1.0
Romanian Liga I,2024-02-12,12:00:00,UTA Arad,Botosani,2.1,4.2,3.3,2.4,1.51,1.35,2.5,1.08,10.0,8.8,1.08,3.0,1.43,1.68,2.3,1.07,9.8,2.0,1.89,3.85,12.0,4.7,5.2,3.65,3.3,4.3,5.1,10.5,3.85,4.5,5.2,4.6,4.7,5.0,5.4,4.5,5.2,5.5,0.47619048,0.3030303,0.23809524,0.4347826,0.5952381,0.5,0.52910054,1.5714285,2.0,0.6363636,1.2727273,0.5,0.78571427,0.6969697,0.5090909,0.2963487,0.22222222,0.33333334,0.12,0.17857143,0.5,1.2727273,0.6363636,0.9130435,1.826087,0.6969697,1.15,9.6,-0.125,0.09375,0.21875,0.4375,0.3292392,1.0535654,0.32632753,2.5806975,30.963757,0.8768124,17.223436,2.5806975,0.9,1.2,1,1.0
Serbian Super League,2024-02-12,12:00:00,FK Napredak,FK Spartak,2.36,3.05,3.2,2.24,1.24,1.13,2.58,1.08,9.4,3.0,1.07,3.0,1.4,1.67,2.18,1.08,8.6,1.92,1.9,2.5,4.5,2.78,2.6,3.15,2.26,2.62,2.54,2.62,3.15,2.76,2.6,2.92,2.9,2.7,4.0,2.46,2.56,3.15,0.42372882,0.3125,0.32786885,0.4587156,0.5988024,0.5208333,0.5263158,1.3559322,1.2923728,0.7375,0.953125,0.7737705,1.0491803,0.68125,0.521875,0.13874543,0.15107913,0.12754159,0.024,0.18959108,0.7737705,0.953125,0.7375,1.0825688,1.3990825,0.68125,1.1354166,8.61,-0.09756097,-0.017421603,0.2740999,0.35423926,0.15609601,0.44799554,0.18640113,1.0973605,22.782406,0.7212489,14.305552,1.0973605,0.15,0.84,1,1.0
Turkish Super League,2024-02-12,14:00:00,Kayserispor,Besiktas,3.75,2.06,3.85,3.4,1.38,1.51,2.68,1.13,7.0,14.0,1.06,4.4,1.26,2.18,1.77,1.16,5.7,1.71,2.34,15.0,10.0,13.0,10.5,15.0,8.0,9.8,18.5,24.0,14.0,15.0,28.0,14.5,34.0,40.0,44.0,12.0,11.0,18.0,0.26666668,0.25974026,0.4854369,0.56497175,0.4587156,0.5847953,0.42735043,1.0266666,0.54933333,0.97402596,0.53506494,1.8203883,1.868932,0.45974025,0.56623375,0.31071988,0.013157895,0.2908778,0.30287647,0.37010676,1.8203883,0.53506494,0.97402596,2.118644,1.1638418,0.45974025,1.0350877,9.66,-0.010351967,-0.1853002,0.38819876,0.21325052,0.31237048,1.005833,0.38337252,2.4637775,2.8624053,0.57982755,-11.585126,2.4637775,1.79,0.1,1,1.0
French National,2024-02-12,14:30:00,Niort,Nancy,2.2,3.5,3.1,2.16,1.22,1.34,2.62,1.07,9.0,2.94,1.07,2.94,1.38,1.64,2.16,1.07,3.8,1.86,1.86,3.9,9.2,4.3,2.56,7.2,3.35,4.2,3.6,4.2,4.1,4.4,3.85,4.4,4.6,3.85,5.3,3.35,2.46,3.85,0.45454547,0.32258064,0.2857143,0.46296296,0.6097561,0.53763443,0.53763443,1.4090909,1.5909091,0.7096774,1.1290323,0.62857145,0.8857143,0.6967742,0.52903223,0.20457879,0.16981132,0.22807017,0.060606062,0.17870723,0.62857145,1.1290323,0.7096774,1.0185186,1.6203704,0.6967742,1.1612903,8.8,-0.10227273,0.045454547,0.25,0.39772728,0.22698846,0.6658328,0.24347925,1.6309507,24.227745,0.7353911,14.574216,1.6309507,0.4,0.9,1,1.0
French National,2024-02-12,15:30:00,Orleans,Rouen,2.44,3.15,3.1,2.1,1.48,1.32,3.0,1.07,9.0,2.94,1.08,2.94,1.41,1.65,2.22,1.07,4.0,1.96,1.96,2.9,3.8,3.15,3.45,7.6,6.2,3.1,2.54,3.15,3.0,3.15,3.45,2.5,3.3,2.56,3.6,2.46,2.24,3.6,0.40983605,0.32258064,0.31746033,0.45045045,0.6060606,0.5102041,0.5102041,1.2704918,1.2909836,0.7870968,1.016129,0.7746032,0.984127,0.716129,0.5322581,0.12113145,0.11913358,0.12701252,0.008,0.16541353,0.7746032,1.016129,0.7870968,1.099099,1.418919,0.716129,1.1326531,8.69,-0.07594936,0.0057537397,0.28078252,0.36248562,0.13680357,0.39627433,0.17163831,0.97066987,18.26289,0.80610174,15.907552,0.97066987,0.05,0.66,1,1.0
Dutch Eerste Divisie,2024-02-12,16:00:00,Jong Ajax Amsterdam,MVV Maastricht,2.08,3.2,4.1,4.3,1.21,1.76,2.08,1.19,4.1,1.02,1.02,3.0,1.12,3.0,1.42,1.32,3.55,1.48,2.72,4.4,19.0,4.2,4.6,15.0,10.0,12.5,4.2,15.0,9.8,12.0,4.3,21.0,15.5,18.5,26.0,3.2,3.95,4.8,0.48076922,0.24390244,0.3125,0.70422536,0.33333334,0.6756757,0.36764705,1.9711539,1.5384616,0.50731707,0.7804878,0.65,1.28125,0.34634146,0.73170733,0.28784034,0.32686085,0.21212122,0.12328767,0.48550725,0.65,0.7804878,0.50731707,1.4647887,2.2535212,0.34634146,0.9594595,9.38,-0.2153518,-0.09594883,0.2217484,0.3411514,0.32366568,1.0119947,0.43993598,2.4788706,45.28505,2.2344575,-38.308735,2.4788706,0.9,2.02,1,1.0
Spanish Segunda Division,2024-02-12,16:30:00,Valladolid,Albacete,1.98,4.6,3.5,2.6,1.54,1.33,3.35,1.06,9.8,8.2,1.1,2.78,1.47,1.66,2.4,1.05,11.0,2.12,1.83,9.0,12.0,28.0,13.0,6.6,7.2,17.5,12.5,10.0,10.0,21.0,12.5,21.0,22.0,38.0,26.0,18.0,13.0,14.5,0.5050505,0.2857143,0.2173913,0.41666666,0.60240966,0.4716981,0.5464481,1.7676767,2.3232324,0.5657143,1.3142858,0.4304348,0.76086956,0.6857143,0.47428572,0.36515787,0.27737227,0.39817628,0.13580246,0.18644068,0.4304348,1.3142858,0.5657143,0.825,1.9166666,0.6857143,1.1320754,10.08,-0.15079366,0.109126985,0.19642857,0.4563492,0.39154723,1.3155987,0.37709892,3.2225456,37.234833,1.0465181,20.304474,3.2225456,1.1,1.52,1,1.0
Peruvian Primera Division,2024-02-12,16:30:00,Atletico Grau,Union Comercio,1.86,4.3,3.5,2.5,1.14,1.44,2.24,1.11,7.4,11.5,1.05,3.75,1.3,2.0,1.9,1.12,6.8,1.81,2.08,3.85,3.95,4.4,3.5,3.3,3.25,4.0,4.6,5.0,3.4,4.0,4.6,4.0,4.0,4.4,28.0,3.6,3.45,5.0,0.53763443,0.2857143,0.23255815,0.5263158,0.5,0.5524862,0.48076922,1.8817204,2.311828,0.5314286,1.2285714,0.43255815,0.81395346,0.54285717,0.5714286,0.37806392,0.30597016,0.3961039,0.102564104,0.2962963,0.43255815,1.2285714,0.5314286,0.97894734,2.2631578,0.54285717,1.0497237,9.66,-0.16977225,0.08281574,0.19254659,0.44513458,0.38629347,1.2438649,0.4191091,3.0468345,39.351753,0.14142136,-2.8624053,3.0468345,0.8,1.64,1,1.0
French Ligue 2,2024-02-12,16:45:00,St Etienne,ESTAC Troyes,1.91,4.4,3.65,3.05,1.43,1.43,2.9,1.11,8.6,10.0,1.07,3.5,1.3,1.85,1.94,1.1,6.6,1.83,1.96,12.0,14.0,28.0,12.5,8.0,7.6,16.0,12.0,10.0,9.2,17.0,46.0,18.0,18.5,32.0,28.0,13.0,12.0,14.5,0.5235602,0.2739726,0.22727273,0.5154639,0.5405405,0.5464481,0.5102041,1.9109948,2.303665,0.52328765,1.2054795,0.4340909,0.82954544,0.53150684,0.5068493,0.38076153,0.31294963,0.39461172,0.0931677,0.3059034,0.4340909,1.2054795,0.52328765,0.9845361,2.2680411,0.53150684,1.0601093,9.96,-0.1746988,0.07530121,0.19176707,0.44176707,0.38475305,1.2773801,0.42035627,3.1289296,41.02327,0.12727922,2.576572,3.1289296,0.75,1.74,1,1.0
