Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/11/2023,00:00,MEXICO - LIGA MX,Puebla,Club Leon,4.0,3.75,1.85,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.2
27,04/11/2023,06:00,ROMANIA - LIGA 2,CSC Dumbravita,Steaua Bucuresti,3.65,3.4,1.95,1.7,1.57,2.25,1.05,1.36,1.22,4.35,1.18
26,04/11/2023,09:00,SLOVENIA - PRVA LIGA,Rogaska,Koper,3.9,3.65,1.82,1.87,1.8,1.91,1.06,1.4,1.29,5.3,1.12
25,04/11/2023,09:00,SWEDEN - SUPERETTAN,Ostersund,Oster,5.5,3.8,1.62,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
24,04/11/2023,09:30,ESTONIA - MEISTRILIIGA,Narva,Paide,4.85,3.95,1.53,1.65,1.74,2.04,1.01,1.32,1.21,4.95,1.12
23,04/11/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Lisse,GVVV,4.2,4.15,1.65,1.5,1.57,2.12,1.02,1.25,1.15,3.5,1.21
22,04/11/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,ACV Assen,De Treffers,3.55,3.85,1.82,1.55,1.53,2.18,1.01,1.26,1.15,3.65,1.2
21,04/11/2023,11:00,POLAND - EKSTRAKLASA,Puszcza,Pogon Szczecin,5.0,4.0,1.62,1.62,1.67,2.1,1.03,1.29,1.18,4.5,1.18
20,04/11/2023,11:00,SLOVAKIA - NIKE LIGA,Banska Bystrica,Slovan Bratislava,4.25,3.75,1.75,1.6,1.55,2.3,1.04,1.33,1.19,4.0,1.22
19,04/11/2023,11:00,SLOVAKIA - NIKE LIGA,Michalovce,Trencin,4.4,3.7,1.75,1.72,1.62,2.15,1.05,1.37,1.23,4.45,1.18
18,04/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Plymouth,Middlesbrough,4.0,3.6,1.91,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.22
17,04/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Birmingham,Ipswich,3.8,3.75,1.91,1.85,1.73,2.0,1.05,1.36,1.25,5.5,1.14
16,04/11/2023,12:00,SCOTLAND - LEAGUE ONE,Edinburgh City,Montrose,3.2,3.8,1.85,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
28,04/11/2023,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Institute,Portadown,3.65,3.7,1.83,1.62,1.57,2.1,1.01,1.3,1.21,4.5,1.17
15,04/11/2023,12:00,ENGLAND - FA CUP,Scarborough,Forest Green,4.0,3.6,1.91,1.73,1.62,2.2,1.04,1.33,1.22,5.0,1.17
13,04/11/2023,12:00,ENGLAND - FA CUP,Hereford,Gillingham,5.25,4.0,1.65,1.73,1.7,2.05,1.04,1.3,1.22,5.5,1.14
12,04/11/2023,12:00,ENGLAND - FA CUP,Curzon Ashton,Barnet,5.5,4.2,1.57,1.6,1.7,2.05,1.03,1.29,1.18,4.33,1.2
11,04/11/2023,12:00,ENGLAND - FA CUP,Chesham,Maidstone,3.8,3.5,1.95,1.73,1.62,2.2,1.04,1.33,1.22,5.0,1.17
10,04/11/2023,12:00,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Wolves,3.8,3.5,2.0,2.0,1.75,2.0,1.06,1.36,1.3,6.5,1.11
9,04/11/2023,12:15,ITALY - SERIE C,Alessandria,Triestina,5.1,3.55,1.65,2.07,2.0,1.72,1.07,1.47,1.35,6.1,1.09
8,04/11/2023,12:15,ITALY - SERIE C,Monterosi,Picerno,3.9,3.1,2.0,2.2,1.93,1.78,1.09,1.53,1.4,6.6,1.08
7,04/11/2023,13:00,RUSSIA - PREMIER LEAGUE,Baltika,Zenit,5.91,4.02,1.67,1.92,1.81,1.95,1.01,1.36,1.24,5.55,1.1
6,04/11/2023,13:30,SLOVENIA - PRVA LIGA,Domzale,Maribor,3.25,3.75,1.98,1.65,1.6,2.22,1.04,1.33,1.21,4.25,1.19
5,04/11/2023,14:00,SWITZERLAND - SUPER LEAGUE,Winterthur,Young Boys,3.4,3.8,2.0,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.2
4,04/11/2023,14:45,ENGLAND - FA CUP,Bromley,Blackpool,4.2,3.75,1.85,1.89,1.75,2.0,1.05,1.36,1.25,6.0,1.13
3,04/11/2023,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Lierse K.,Beveren,3.6,3.6,1.91,1.67,1.57,2.25,1.03,1.3,1.2,5.0,1.17
2,04/11/2023,17:30,ECUADOR - LIGA PRO,Guayaquil City,Emelec,3.8,3.3,1.95,2.15,1.91,1.8,1.07,1.44,1.36,9.0,1.07
14,04/11/2023,19:30,BRAZIL - SERIE A,America MG,Atletico-MG,5.0,3.75,1.67,1.93,1.8,1.95,1.06,1.36,1.29,6.0,1.13
29,04/11/2023,20:00,URUGUAY - PRIMERA DIVISION,River Plate,Nacional,3.8,3.4,1.85,2.1,1.91,1.8,1.06,1.44,1.36,8.0,1.08
