,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-05-08,09:00:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Van,2.7,2.06,2.92,18.5,1.2434872
2,2025-05-08,14:00:00,EGYPT - PREMIER LEAGUE,Al Ahly,Al Masry,1.46,8.6,4.5,44.0,1.2433587
3,2025-05-08,14:00:00,DENMARK - 1ST DIVISION,Hillerod,B.93,1.48,7.0,5.1,65.0,1.2433553
4,2025-05-08,21:35:00,BRAZIL - SERIE B,Athletico-PR,Chapecoense-SC,1.6,7.6,3.95,34.0,1.2432433
