Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BAHRAIN - PREMIER LEAGUE,02/04/2024,15:45,Al-Ahli Manama,Al Khalidiyah,4.6,3.7,1.7
2,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/04/2024,16:00,Abha,Al Nassr,13.0,7.0,1.18
3,SOUTH AMERICA - COPA SUDAMERICANA,02/04/2024,19:00,Nacional Asuncion (Par),Argentinos Jrs (Arg),3.6,3.2,2.15
4,SOUTH AMERICA - COPA SUDAMERICANA,02/04/2024,19:00,Belgrano (Arg),Internacional (Bra),3.6,3.3,2.1
5,SOUTH AMERICA - COPA LIBERTADORES,02/04/2024,19:00,Millonarios (Col),Flamengo RJ (Bra),4.65,3.5,1.83
6,SOUTH AMERICA - COPA SUDAMERICANA,02/04/2024,21:30,Racing Montevideo (Uru),Corinthians (Bra),5.0,3.5,1.75
7,SOUTH AMERICA - COPA SUDAMERICANA,02/04/2024,23:00,Cesar Vallejo (Per),Defensa y Justicia (Arg),4.0,3.2,2.05
