,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,2024-05-04,05:45,WS Wanderers,Brisbane Roar,2.1,4.0,3.1,1.48,1.44,2.63,2.6,1.2727273,1.354515,1.0642618,0.52396727,0.46362472,0.8848353,0.46560368,0.20969413,0.45037043,1.8181819,1.465865,0.8062258,1.6363636,1.5534552,0.9493337,0.18181819,2.1242402,11.683321,0.528393,0.10916507,1.1732874,4.46281,0.59720427,1.9338843,1.3144621,0.72727275,1.1354542,1.5612495,0.5341435,0.31500185,0.58973265,0.38933444,0.0929106,0.23863956,1.1818181,0.7158189,0.6056929,2.4545455,2.189381,0.89197,-1.2727273,2.2599642,-1.7756861,0.32001704,0.08894932,1.0743802,0.7874008,4.2396693,1.2675363,0.47619048,0.25,0.32258064,0.6756757,0.3846154,0.6944444,0.38022813,1.9047619,1.4761904,0.525,0.775,0.67741936,1.2903225,0.37,0.65,0.26973358,0.3114754,0.1923077,0.12676056,0.459854,0.67741936,0.775,0.525,1.418919,2.0945945,0.37,1.0277778,9.2,0.545,2.49,-0.20652173,-0.097826086,0.22826087,0.33695653,0.3099256,0.9504385,0.415646,2.3280892,43.5312,1.5839192,-29.248827,1.751152,1.4439324,1.2127659,0.8245614,2.3280892,0.9,1.9,1.0,0.834
2,CHINA - SUPER LEAGUE,2024-05-04,09:00,Nantong Zhiyun,Meizhou Hakka,2.05,3.5,3.6,2.0,1.8,1.95,1.85,0.54545456,0.8907235,1.6329932,0.25903872,0.21043554,0.81237096,0.5830972,0.08562304,0.1468418,0.72727275,0.6165755,0.84779125,1.4545455,0.78202957,0.53764534,-0.72727275,0.86243933,-1.1858541,0.32421145,0.12153357,0.52574205,1.1900827,0.3767961,2.644628,0.43011627,0.54545456,0.8907235,1.6329932,0.5930392,0.3632716,0.6125592,0.33508357,0.10492519,0.31313142,1.0,0.6030227,0.6030227,2.3636363,1.4316378,0.6056929,-1.3636364,1.6663911,-1.2220201,0.20396031,0.103114136,0.90909094,0.66332495,5.157025,0.6561673,0.4878049,0.2857143,0.2777778,0.5,0.5405405,0.5555556,0.51282054,1.7073171,1.7560976,0.5857143,1.0285715,0.5694444,0.9722222,0.5714286,0.5285714,0.27734625,0.26126125,0.27433628,0.014084507,0.27272728,0.5694444,1.0285715,0.5857143,1.025,1.8,0.5714286,1.1111112,9.15,0.0,1.781,-0.15846995,0.010928961,0.22404371,0.39344263,0.2844156,0.8674676,0.31628394,2.124853,35.942112,0.21213204,4.289153,1.7411925,1.3211383,1.3179487,0.75875485,2.124853,0.1,1.45,1.0,0.7501
3,INDIA - I-LEAGUE,2024-05-04,10:30,Churchill Brothers,Aizawl,1.85,3.55,3.5,1.6,1.7,2.1,2.07,1.5454545,1.3726971,0.88821584,0.37566635,0.23391958,0.62267905,0.44971743,0.1537742,0.34193516,1.7272727,1.354515,0.78419286,1.1818181,0.83319557,0.70501167,0.54545456,1.7768018,3.2574701,0.53242296,0.1684858,1.1298479,2.4675324,0.94816047,1.3506494,0.7290461,1.3636364,1.2984415,0.95219046,1.1299549,0.8553776,0.7570016,0.35915282,0.06608909,0.18401386,2.1818182,1.5266232,0.6997023,1.6363636,1.4937888,0.91287094,0.54545456,1.6713433,3.0641294,0.30707136,0.18885778,3.1735537,1.0495535,2.0826447,1.1736912,0.5405405,0.28169015,0.2857143,0.625,0.4830918,0.5882353,0.47619048,1.918919,1.8918918,0.52112675,0.9859155,0.5285714,1.0142857,0.45070422,0.5830986,0.32786617,0.3148148,0.3084112,0.0070921984,0.37864077,0.5285714,0.9859155,0.52112675,1.15625,2.1875,0.45070422,0.9411765,8.9,0.182,2.671,-0.19101124,-0.0056179776,0.20786516,0.39325842,0.32608476,0.9673848,0.39787796,2.369599,40.364536,0.66468036,-13.224551,1.9073359,1.3976834,1.3646408,0.7327935,2.369599,0.05,1.7,1.0,0.8437
4,ROMANIA - LIGA 1,2024-05-04,11:30,UTA Arad,FC Botosani,1.95,3.3,4.0,2.1,1.91,1.8,1.7,2.0,1.1281521,0.56407607,0.7132964,0.32600185,0.45703557,0.27492896,0.102164015,0.3716015,2.0,0.9534626,0.4767313,1.5454545,1.233151,0.7979212,0.45454547,0.9875255,2.1725562,0.39499828,0.118625514,1.1974992,3.6363637,0.5244044,1.6859504,1.1303884,0.45454547,0.8907235,1.9595917,0.63174677,0.5433727,0.8601116,0.44943172,0.05714287,0.12714472,1.0,0.8528029,0.8528029,2.3636363,1.4937888,0.6319876,-1.3636364,1.6109132,-1.1813363,0.18825786,0.041838568,0.72727275,1.172604,2.5785124,1.3693064,0.51282054,0.3030303,0.25,0.47619048,0.5882353,0.5235602,0.5555556,1.6923077,2.0512822,0.59090906,1.2121212,0.4875,0.825,0.6363636,0.5151515,0.31940594,0.25714287,0.34453782,0.09589041,0.22222222,0.4875,1.2121212,0.59090906,0.9285714,1.9047619,0.6363636,1.0994765,9.25,1.545,2.019,-0.14594595,0.075675674,0.21081081,0.43243244,0.33795673,1.0420333,0.34631267,2.5524497,34.01935,0.56568545,11.309933,1.7884616,1.2628205,1.4162437,0.7060932,2.5524497,0.7,1.35,1.0,0.915
5,PORTUGAL - LIGA PORTUGAL 2,2024-05-04,14:00,Nacional,AVS,2.1,3.3,3.0,2.05,1.8,1.91,1.8,2.2727273,0.9620914,0.4233202,0.39616397,0.2369307,0.5980622,0.41724646,0.17396583,0.4169378,2.0,1.3483998,0.6741999,0.8181818,0.7158189,0.8748898,1.1818181,1.465865,1.2403474,0.61012256,0.07023054,1.3050613,2.5454545,1.059457,1.5619835,0.37495276,1.7272727,1.4200454,0.8221316,0.5889035,0.37688103,0.6399708,0.3540798,0.16075721,0.45401406,1.7272727,0.9620914,0.5570003,1.3636364,0.88139635,0.6463573,0.36363637,1.1499192,3.1622777,0.48088762,0.16360164,3.1404958,0.52915025,0.9917355,1.21192,0.47619048,0.3030303,0.33333334,0.4878049,0.5555556,0.5555556,0.5235602,1.5714285,1.4285715,0.6363636,0.90909094,0.7,1.1,0.6212121,0.54545456,0.20360273,0.22222222,0.1764706,0.04761905,0.23364486,0.7,0.90909094,0.6363636,1.0243902,1.4634147,0.6212121,1.1388888,8.4,0.545,2.382,-0.14285715,-0.035714287,0.25,0.35714287,0.22303565,0.6244998,0.2422773,1.5297059,30.963757,0.35355338,7.125016,1.7619047,1.4761904,1.1935484,0.8378378,1.5297059,0.3,1.2,1.0,0.7828
6,ROMANIA - LIGA 1,2024-05-04,14:30,Sepsi Sf. Gheorghe,Farul Constanta,2.15,3.25,3.4,2.05,1.83,1.83,1.75,1.7272727,1.2128786,0.70219284,0.4627559,0.4496766,0.9717361,0.51079255,0.121533394,0.23793103,1.9090909,2.0650575,1.0816969,0.8181818,0.9359664,1.1439589,1.0909091,2.2342193,2.0480342,0.4990412,0.111877434,1.204066,2.6033058,1.5143756,1.0413224,0.73540217,1.6363636,1.2984415,0.793492,0.5335338,0.4234221,0.79361814,0.44422984,0.12560526,0.28274837,1.1818181,0.9359664,0.79197156,1.1818181,1.2662171,1.0714145,0.0,1.1281521,1.0,0.34697127,0.109416544,1.6115702,0.6863753,3.0082645,0.49744242,0.4651163,0.30769232,0.29411766,0.4878049,0.5714286,0.5464481,0.5464481,1.5116279,1.5813954,0.6615385,1.0461539,0.63235295,0.9558824,0.63076925,0.53846157,0.2182196,0.2037037,0.22522523,0.02255639,0.2264151,0.63235295,1.0461539,0.6615385,1.0487804,1.6585366,0.63076925,1.1202186,8.8,0.091,2.511,-0.125,0.017045455,0.24431819,0.38636363,0.23267722,0.68251985,0.26214677,1.6718254,28.810793,0.42426407,8.530766,1.6894665,1.3474692,1.2538071,0.7975708,1.6718254,0.15,1.1,1.0,0.7462
7,AUSTRIA - BUNDESLIGA,2024-05-04,14:30,Altach,Tirol,1.8,3.5,4.75,2.15,2.0,1.75,1.67,1.1818181,1.1922616,1.0088367,0.30244294,0.26957735,0.8913329,0.5616219,0.11213214,0.19965771,0.90909094,0.8999541,0.98994946,0.90909094,0.7925271,0.8717798,0.0,1.2792042,1.0,0.37603205,0.11461856,0.6425615,1.322314,0.61871845,0.8264463,0.8717798,0.90909094,1.3111095,1.4422206,0.35902548,0.4273193,1.19022,0.6255776,0.04342111,0.069409624,0.8181818,1.0285189,1.2570788,1.6363636,0.97912085,0.59835166,-0.8181818,1.4024771,-1.7141387,0.23783031,0.108541094,2.1570249,0.39012787,1.1900827,1.3462912,0.5555556,0.2857143,0.21052632,0.4651163,0.5988024,0.5,0.5714286,1.9444444,2.6388888,0.51428574,1.3571428,0.37894738,0.7368421,0.6142857,0.47714287,0.42253816,0.3207547,0.45038167,0.15151516,0.23893805,0.37894738,1.3571428,0.51428574,0.8372093,2.2093024,0.6142857,1.075,10.05,0.273,2.503,-0.16915423,0.12437811,0.17910448,0.47263682,0.44200277,1.4807093,0.44252175,3.6269822,40.364536,0.6788225,13.495733,1.877193,1.1871345,1.5812808,0.6323987,3.6269822,1.25,1.7,1.0,0.9058
8,SWITZERLAND - CHALLENGE LEAGUE,2024-05-04,15:15,Stade Nyonnais,Baden,1.85,3.8,3.6,1.57,1.55,2.32,2.27,1.2727273,1.354515,1.0642618,0.58331996,0.59731936,1.0239996,0.48080426,0.17069885,0.35502777,1.3636364,1.2264307,0.89938253,1.6363636,1.2984415,0.793492,-0.27272728,2.178027,-7.9860992,0.3956678,0.12092225,0.8796521,0.6198347,2.6981475,3.7190082,0.5713143,1.0909091,1.2398347,1.1365151,0.72208124,0.44811645,0.6205901,0.29190242,0.056666017,0.19412656,1.0,0.6030227,0.6030227,1.7272727,1.1354542,0.6573682,-0.72727275,1.4200454,-1.9525625,0.16693716,0.055372763,1.0909091,0.5527708,3.2975206,0.5947617,0.5405405,0.2631579,0.2777778,0.6369427,0.44052863,0.6451613,0.43103448,2.054054,1.945946,0.4868421,0.94736844,0.5138889,1.0555556,0.41315788,0.5973684,0.35355374,0.34513274,0.32110092,0.027027028,0.41527003,0.5138889,0.94736844,0.4868421,1.1783439,2.2929935,0.41315788,1.0129032,9.25,0.182,2.594,-0.21081081,-0.021621622,0.2,0.38918918,0.3479251,1.072769,0.42790496,2.6277366,44.274776,0.98994946,-19.290047,1.8993994,1.3738738,1.3825136,0.7233202,2.6277366,0.2,1.95,1.0,0.8401
9,SPAIN - LALIGA2,2024-05-04,15:30,Elche,R. Oviedo,1.91,3.2,4.75,2.4,2.1,1.67,1.53,1.9090909,1.2398347,0.64943725,0.24508327,0.21441104,0.87484974,0.5563735,0.12669227,0.22771081,1.3636364,1.1499192,0.84327406,0.6363636,0.88139635,1.3850514,0.72727275,1.4200454,1.9525625,0.5241374,0.10535009,0.9438869,2.6033058,0.6023386,0.75206614,0.7457969,1.0909091,1.2398347,1.1365151,0.38273728,0.38271397,0.99993914,0.5312164,0.10903681,0.20525874,1.0909091,0.9958592,0.91287094,1.3636364,0.7713892,0.56568545,-0.27272728,1.2856487,-4.714045,0.3729949,0.091030255,0.59504133,1.8257419,0.9917355,1.0606601,0.5235602,0.3125,0.21052632,0.41666666,0.6535948,0.47619048,0.5988024,1.6753926,2.486911,0.596875,1.484375,0.40210527,0.67368424,0.75,0.478125,0.3736618,0.25244617,0.42642644,0.19496855,0.14285715,0.40210527,1.484375,0.596875,0.79583335,1.9791666,0.75,1.1428572,9.86,0.818,2.48,-0.13083164,0.15720081,0.19371197,0.4817444,0.4326518,1.4219822,0.4054832,3.4831307,32.822018,1.2303658,23.50904,1.781207,1.1551392,1.5419847,0.64851487,3.4831307,1.55,1.29,1.0,0.9254
10,BELGIUM - JUPILER PRO LEAGUE,2024-05-04,15:45,KV Mechelen,St. Truiden,2.0,3.5,3.6,1.95,1.75,2.0,1.9,1.7272727,1.2128786,0.70219284,0.4404863,0.38150686,0.86610377,0.50190604,0.08134195,0.1620661,1.4545455,1.304791,0.89704376,0.8181818,0.83319557,1.0183501,0.6363636,1.6663911,2.6186147,0.3878082,0.13735504,0.92117685,2.7768595,0.6834619,1.2644628,0.5391266,0.54545456,0.8907235,1.6329932,0.4516418,0.37981632,0.8409681,0.47911695,0.06530713,0.13630728,0.90909094,0.8999541,0.98994946,2.3636363,1.3666633,0.5782037,-1.4545455,1.7768018,-1.2215513,0.28721297,0.11429445,1.4049587,0.58232325,1.9338843,1.6703663,0.5,0.2857143,0.2777778,0.51282054,0.5263158,0.5714286,0.5,1.75,1.8,0.5714286,1.0285715,0.5555556,0.9722222,0.55714285,0.54285717,0.29037428,0.27272728,0.2857143,0.014084507,0.28440368,0.5555556,1.0285715,0.5714286,1.0256411,1.8461539,0.55714285,1.1142857,9.1,1.182,2.104,-0.16483517,0.010989011,0.21978022,0.3956044,0.29547977,0.89628863,0.32958245,2.1954498,36.869896,0.07071068,1.4320962,1.7777778,1.3333334,1.3333334,0.75,2.1954498,0.1,1.5,1.0,0.8505
