,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,05/04/2024,05:45,WS Wanderers,Brisbane Roar,2.1,4.0,3.1,1.48,2.6,1.44,2.63,1.4,1.356466,0.866,0.8,1.1661904,0.475,0.47619048,0.25,0.32258064,0.6756757,0.3846154,0.26973358,0.6,2.523,1,0.6
2,CHINA - SUPER LEAGUE,05/04/2024,09:00,Nantong Zhiyun,Meizhou Hakka,2.05,3.5,3.6,2.0,1.85,1.8,1.95,0.6,0.9165151,0.881,0.5,0.92195445,0.614,0.4878049,0.2857143,0.2777778,0.5,0.5405405,0.27734625,0.1,1.838,1,0.793
3,PORTUGAL - LIGA PORTUGAL 2,05/04/2024,14:00,Nacional,AVS,2.1,3.3,3.0,2.05,1.8,1.8,1.91,2.4,0.9165151,0.484,1.8,1.4696939,0.598,0.47619048,0.3030303,0.33333334,0.4878049,0.5555556,0.20360273,0.6,2.386,1,0.8062
4,AUSTRIA - BUNDESLIGA,05/04/2024,14:30,Altach,Tirol,1.8,3.5,4.75,2.15,1.67,2.0,1.75,1.2,1.2489996,0.953,0.7,1.1874342,1.301,0.5555556,0.2857143,0.21052632,0.4651163,0.5988024,0.42253816,0.5,2.436,1,0.5269
5,ROMANIA - LIGA 1,05/04/2024,14:30,Sepsi Sf. Gheorghe,Farul Constanta,2.15,3.25,3.4,2.05,1.75,1.83,1.83,1.8,1.2489996,1.02,1.5,1.2845232,0.812,0.4651163,0.30769232,0.29411766,0.4878049,0.5714286,0.2182196,0.3,2.534,1,0.8557
6,BELGIUM - CHALLENGER PRO LEAGUE,05/04/2024,15:00,Beveren,Anderlecht U23,1.5,4.2,6.0,1.53,2.4,1.67,2.1,1.4,1.356466,0.634,1.8,1.2489996,1.168,0.6666667,0.23809524,0.16666667,0.6535948,0.41666666,0.61824125,-0.4,2.605,1,0.5195
7,NETHERLANDS - EERSTE DIVISIE,05/04/2024,15:00,Telstar,Jong PSV,1.85,4.0,3.8,1.44,2.7,1.44,2.63,1.3,1.1874342,0.901,0.6,0.9165151,0.916,0.5405405,0.25,0.2631579,0.6944444,0.37037036,0.38142368,0.7,2.104,1,0.731
8,BELGIUM - CHALLENGER PRO LEAGUE,05/04/2024,15:00,Waregem,Patro Eisden,2.15,3.4,3.3,1.7,2.1,1.57,2.25,1.1,1.3,1.014,1.6,1.2,1.558,0.4651163,0.29411766,0.3030303,0.5882353,0.47619048,0.22195908,-0.5,2.5,1,0.5053
9,SPAIN - LALIGA2,05/04/2024,15:30,Elche,R. Oviedo,1.91,3.2,4.75,2.4,1.53,2.1,1.67,1.8,1.2489996,0.928,1.2,1.2489996,0.904,0.5235602,0.3125,0.21052632,0.41666666,0.6535948,0.3736618,0.6,2.498,1,0.8
10,BELGIUM - JUPILER PRO LEAGUE,05/04/2024,15:45,KV Mechelen,St. Truiden,2.0,3.5,3.6,1.95,1.9,1.75,2.0,1.6,1.2,0.942,0.6,0.9165151,0.743,0.5,0.2857143,0.2777778,0.51282054,0.5263158,0.29037428,1.0,2.117,1,0.7509
11,IRELAND - PREMIER DIVISION,05/04/2024,15:45,Bohemians,Waterford,2.05,3.4,3.6,2.05,1.8,1.8,1.95,1.3,1.1874342,1.401,1.4,1.356466,1.15,0.4878049,0.29411766,0.2777778,0.4878049,0.5555556,0.2700478,-0.1,2.544,1,0.7677
12,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,05/04/2024,16:00,Al Ittihad,Al Taawon,1.73,3.6,4.33,1.7,2.1,1.67,2.1,1.8,1.2489996,0.813,1.6,1.2,0.805,0.5780347,0.2777778,0.23094688,0.5882353,0.47619048,0.42449254,0.2,2.449,1,0.5055
13,PORTUGAL - LIGA PORTUGAL,05/04/2024,16:15,SC Farense,Boavista,2.05,3.4,3.75,2.05,1.75,1.8,1.95,1.2,1.2489996,0.987,0.8,1.1661904,1.239,0.4878049,0.29411766,0.26666668,0.4878049,0.5714286,0.2815653,0.4,2.415,1,0.7407
14,ARGENTINA - COPA DE LA LIGA PROFESIONAL,05/04/2024,19:00,Velez Sarsfield,Argentinos Jrs,1.95,3.4,4.2,2.3,1.6,2.0,1.73,2.0,1.264911,0.763,0.5,0.5,0.588,0.51282054,0.29411766,0.23809524,0.4347826,0.625,0.34026554,1.5,1.765,1,0.8
15,COLOMBIA - PRIMERA A,05/04/2024,20:10,Atl. Nacional,Fortaleza,1.67,3.5,6.0,2.25,1.62,2.1,1.67,1.4,1.356466,0.907,1.3,1.4177446,0.984,0.5988024,0.2857143,0.16666667,0.44444445,0.61728394,0.52013004,0.1,2.774,1,1.0
16,ARGENTINA - PRIMERA NACIONAL,05/04/2024,21:10,Colon Santa Fe,Nueva Chicago,1.73,3.2,5.0,2.5,1.5,2.38,1.53,2.4,0.9165151,0.693,0.8,1.1661904,1.431,0.5780347,0.3125,0.2,0.4,0.6666667,0.43600044,1.6,2.083,1,0.6
