Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,23/09/2023,05:00,Metaloglobus Bucharest,Ceahlaul,2.35,3.05,3.1
2,INDONESIA - LIGA 1,23/09/2023,05:00,Persebaya,Arema FC,1.65,3.75,4.6
3,HONG KONG - PREMIER LEAGUE,23/09/2023,07:00,Lee Man Warriors,HK U23,1.02,13.0,30.0
4,SPAIN - LALIGA2,23/09/2023,09:00,Andorra,Gijon,2.15,3.1,3.8
5,UZBEKISTAN - SUPER LEAGUE,23/09/2023,10:00,OKMK,Metallurg Bekabad,1.62,3.6,5.1
6,NORTHERN IRELAND - NIFL PREMIERSHIP,23/09/2023,11:00,Crusaders,Glenavon,1.36,4.75,7.3
7,SERBIA - PRVA LIGA,23/09/2023,11:00,Smederevo,Radnicki Beograd,1.75,3.35,4.15
8,SERBIA - PRVA LIGA,23/09/2023,11:00,Radnicki S. Mitrovica,Dubocica,1.53,3.6,5.5
9,BULGARIA - PARVA LIGA,23/09/2023,11:30,Lok. Plovdiv,Slavia Sofia,1.6,4.0,5.75
10,MONTENEGRO - PRVA CRNOGORSKA LIGA,23/09/2023,12:00,Jezero,Mornar Bar,2.32,2.82,3.3
11,ROMANIA - LIGA 1,23/09/2023,12:45,FC Botosani,UTA Arad,1.95,3.2,3.8
12,BAHRAIN - PREMIER LEAGUE,23/09/2023,13:00,Al Riffa,Al-Najma,1.6,3.8,5.2
13,PORTUGAL - TAÇA DE PORTUGAL,23/09/2023,13:00,Trofense,Pevidem,1.5,3.75,5.5
14,ESTONIA - MEISTRILIIGA,23/09/2023,13:30,Levadia,Kuressaare,1.25,5.1,9.0
15,MONTENEGRO - PRVA CRNOGORSKA LIGA,23/09/2023,14:00,Buducnost,Petrovac,1.5,4.15,5.6
16,BULGARIA - PARVA LIGA,23/09/2023,14:00,Levski Sofia,Etar,1.22,5.5,15.0
17,ARGENTINA - PRIMERA NACIONAL,23/09/2023,15:00,Agropecuario,Flandria,1.62,4.0,5.5
18,SPAIN - PRIMERA RFEF,23/09/2023,15:00,Dep. La Coruna,Cornella,1.36,3.8,9.0
19,BELGIUM - CHALLENGER PRO LEAGUE,23/09/2023,15:00,Club Brugge KV U23,St. Liege U23,1.65,4.0,4.2
20,ARGENTINA - PRIMERA NACIONAL,23/09/2023,15:35,Temperley,Patronato,2.0,3.3,4.0
21,ITALY - SERIE C,23/09/2023,15:45,Gubbio,Vis Pesaro,1.6,3.6,5.7
22,ARGENTINA - COPA DE LA LIGA PROFESIONAL,23/09/2023,16:00,Gimnasia L.P.,Rosario Central,2.3,3.2,3.25
23,SPAIN - LALIGA2,23/09/2023,16:00,Alcorcon,Huesca,2.2,3.0,3.75
24,VENEZUELA - LIGA FUTVE,23/09/2023,16:00,Rayo Zuliano,Angostura,2.0,3.2,3.65
25,BRAZIL - SERIE B,23/09/2023,17:00,Chapecoense-SC,Ceara,2.45,2.95,3.05
26,MOROCCO - BOTOLA PRO,23/09/2023,17:30,Chabab Mohammedia,Moghreb Tetouan,2.15,3.0,3.1
27,ECUADOR - LIGA PRO,23/09/2023,17:30,Emelec,Mushuc Runa,1.73,3.6,4.2
28,COLOMBIA - PRIMERA A,23/09/2023,18:00,Chico,Aguilas,2.6,2.8,3.2
29,BRAZIL - SERIE B,23/09/2023,18:00,Tombense,Botafogo SP,1.95,3.1,4.1
30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,23/09/2023,18:30,Boca Juniors,Lanus,2.1,3.0,4.0
31,PANAMA - LPF,23/09/2023,20:15,San Francisco,Arabe Unido,2.3,2.85,3.3
32,USA - USL CHAMPIONSHIP,23/09/2023,20:30,Detroit,Hartford Athletic,1.65,3.9,4.5
33,BRAZIL - SERIE B,23/09/2023,20:45,Sport Recife,Londrina,1.34,4.2,10.25
34,BRAZIL - SERIE A,23/09/2023,21:00,Atletico-MG,Cuiaba,1.55,3.6,7.5
35,ARGENTINA - COPA DE LA LIGA PROFESIONAL,23/09/2023,21:00,Huracan,Velez Sarsfield,2.45,2.9,3.25
36,VENEZUELA - LIGA FUTVE,23/09/2023,21:20,Portuguesa,Mineros,1.3,4.8,9.0
37,MEXICO - LIGA MX,23/09/2023,22:00,Club Leon,Club Tijuana,1.53,4.5,5.5
38,COLOMBIA - PRIMERA A,23/09/2023,22:20,America De Cali,Atl. Nacional,2.05,3.25,4.0
39,USA - USL CHAMPIONSHIP,23/09/2023,23:00,Oakland Roots,Monterey Bay,1.91,3.5,3.7
40,COSTA RICA - PRIMERA DIVISION,23/09/2023,23:00,Alajuelense,AD Santos,1.29,5.0,8.0
