Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,09/03/2024,00:10,MEXICO - LIGA MX,Juarez,Toluca,3.8,3.5,1.95,1.7,1.62,2.2,1.04,1.37,1.2,5.0,1.17
24,09/03/2024,02:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Jeonbuk,4.0,3.5,1.91,1.95,1.73,2.0,1.05,1.42,1.29,6.5,1.11
23,09/03/2024,08:00,RUSSIA - PREMIER LEAGUE,Ural,Zenit,5.24,3.86,1.77,2.18,2.02,1.75,1.03,1.44,1.33,6.9,1.05
22,09/03/2024,09:30,ENGLAND - CHAMPIONSHIP,Cardiff,Ipswich,4.75,3.6,1.75,1.98,1.83,1.83,1.06,1.45,1.3,6.5,1.11
21,09/03/2024,10:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Petrovac,Sutjeska,4.3,3.1,1.87,2.18,1.98,1.65,1.07,1.52,1.42,9.2,1.03
20,09/03/2024,11:00,SLOVAKIA - NIKE LIGA,Kosice,Trencin,4.75,3.75,1.7,1.85,1.8,1.9,1.06,1.42,1.28,5.3,1.13
19,09/03/2024,12:00,ENGLAND - LEAGUE ONE,Exeter,Bolton,4.2,4.0,1.8,1.93,1.91,1.91,1.05,1.42,1.29,6.5,1.11
18,09/03/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Larne,4.1,3.8,1.75,1.75,1.72,2.0,1.05,1.36,1.25,4.75,1.15
17,09/03/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Ballymena,Crusaders,5.0,3.9,1.6,1.8,1.83,1.87,1.05,1.38,1.26,4.9,1.14
16,09/03/2024,12:00,ENGLAND - LEAGUE TWO,Morecambe,Wrexham,3.6,3.6,2.0,1.73,1.67,2.1,1.04,1.38,1.22,5.5,1.14
15,09/03/2024,12:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Derby,3.6,3.5,2.0,1.93,1.75,2.0,1.05,1.44,1.29,6.5,1.11
14,09/03/2024,12:00,ENGLAND - LEAGUE ONE,Burton,Peterborough,4.33,4.0,1.73,1.75,1.75,2.0,1.04,1.38,1.22,5.5,1.14
13,09/03/2024,12:15,ITALY - SERIE C,Pergolettese,Mantova,4.8,3.55,1.7,2.05,1.98,1.75,1.07,1.45,1.35,6.0,1.1
12,09/03/2024,12:30,BULGARIA - PARVA LIGA,Beroe,Cherno More,5.0,3.8,1.7,2.2,2.1,1.67,1.07,1.52,1.36,9.0,1.07
11,09/03/2024,13:00,AUSTRIA - BUNDESLIGA,LASK,Salzburg,3.8,3.6,1.95,2.05,1.91,1.91,1.06,1.47,1.33,8.0,1.08
10,09/03/2024,13:30,POLAND - EKSTRAKLASA,Puszcza,Rakow,5.25,4.0,1.62,1.85,1.91,1.91,1.04,1.4,1.25,6.0,1.13
9,09/03/2024,14:00,SWITZERLAND - SUPER LEAGUE,Yverdon,Zurich,4.0,3.4,1.91,1.93,1.73,2.0,1.05,1.42,1.29,6.5,1.11
8,09/03/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taawon,Al Ahli SC,4.0,4.0,1.7,1.6,1.62,2.2,1.03,1.32,1.17,4.33,1.2
7,09/03/2024,14:15,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Cercle Brugge KSV,3.6,3.6,1.95,1.88,1.7,2.05,1.05,1.42,1.25,6.0,1.13
6,09/03/2024,15:00,PORTUGAL - LIGA PORTUGAL,Rio Ave,Braga,4.2,3.8,1.8,1.83,1.8,1.95,1.04,1.4,1.25,6.0,1.13
5,09/03/2024,16:00,NETHERLANDS - EREDIVISIE,Almere City,Utrecht,3.75,3.5,2.0,2.1,1.91,1.91,1.06,1.5,1.33,8.0,1.08
4,09/03/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,Beveren,4.75,3.75,1.7,1.7,1.67,2.1,1.04,1.36,1.2,5.0,1.17
3,09/03/2024,16:45,IRELAND - PREMIER DIVISION,Sligo Rovers,Shamrock Rovers,4.0,3.4,1.91,2.05,1.91,1.91,1.06,1.44,1.3,7.0,1.1
2,09/03/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,RWDM,Anderlecht,5.75,4.2,1.53,1.7,1.8,1.95,1.03,1.37,1.2,5.0,1.17
25,09/03/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Always Ready,4.5,3.9,1.57,1.6,1.6,2.07,1.02,1.29,1.16,3.65,1.19
26,09/03/2024,22:00,MEXICO - LIGA MX,Santos Laguna,Cruz Azul,3.5,3.75,2.0,1.67,1.62,2.2,1.03,1.36,1.2,5.0,1.17
