Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,UZBEKISTAN - SUPER LEAGUE,01/12/2023,07:00,Andijan,Buxoro,1.78,3.25,4.5
2,UZBEKISTAN - SUPER LEAGUE,01/12/2023,07:00,Qizilqum,Turon,1.78,3.5,4.1
3,IRAQ - SUPER LEAGUE,01/12/2023,08:30,Al-Hudod,Baghdad,1.88,3.1,3.95
4,BAHRAIN - PREMIER LEAGUE,01/12/2023,13:00,Al-Najma,Busaiteen,1.75,3.65,4.2
5,CROATIA - HNL,01/12/2023,13:00,Istra 1961,Varazdin,2.3,3.1,3.1
6,QATAR - QSL,01/12/2023,13:30,Al-Sadd,Shamal,1.24,6.0,9.25
7,POLAND - DIVISION 1,01/12/2023,14:00,Polonia Warszawa,S. Rzeszow,2.5,3.3,2.75
8,EGYPT - PREMIER LEAGUE,01/12/2023,14:00,National Bank Egypt,Ceramica Cleopatra,2.65,2.95,2.67
9,AUSTRIA - 2. LIGA,01/12/2023,14:10,Stripfing,Admira,2.32,3.25,2.95
10,AUSTRIA - 2. LIGA,01/12/2023,14:10,Kapfenberg,Lafnitz,2.02,3.65,3.2
11,ENGLAND - FA CUP,01/12/2023,16:45,Notts Co,Shrewsbury,2.1,3.6,3.4
12,ENGLAND - CHAMPIONSHIP,01/12/2023,17:00,Preston,QPR,2.1,3.4,3.6
