,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/04/2024,04:30,SOUTH KOREA - K LEAGUE 1,Seoul,Jeonbuk,2.63,3.2,2.55,2.05,1.8,1.91,1.06,1.44,1.3,8.0,1.08
2,20/04/2024,05:00,ROMANIA - LIGA 2,Tunari,Concordia,3.2,3.15,2.18,1.98,1.75,1.85,1.04,1.44,1.33,7.47,1.06
3,20/04/2024,08:00,RUSSIA - PREMIER LEAGUE,Rubin Kazan,Lokomotiv Moscow,3.12,3.37,2.51,2.38,1.95,1.81,1.05,1.5,1.4,8.0,1.03
4,20/04/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,Scheveningen,Hardenberg,2.75,3.8,2.15,1.53,1.5,2.27,1.01,1.25,1.16,3.6,1.2
5,20/04/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,ACV Assen,2.77,3.8,2.15,1.53,1.5,2.27,1.01,1.26,1.16,3.6,1.2
6,20/04/2024,10:00,BELARUS - VYSSHAYA LIGA,Arsenal Dzyarzhynsk,Shakhtyor Soligorsk,2.5,3.26,2.88,2.21,1.88,1.88,1.04,1.46,1.36,7.5,1.04
7,20/04/2024,10:30,SLOVAKIA - NIKE LIGA,Podbrezova,Zilina,2.6,3.6,2.47,1.57,1.47,2.5,1.03,1.31,1.18,3.85,1.23
8,20/04/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Jong Sparta Rotterdam,Spakenburg,3.75,4.0,1.75,1.47,1.5,2.25,1.01,1.23,1.13,3.35,1.23
13,20/04/2024,11:00,ENGLAND - LEAGUE TWO,Harrogate,MK Dons,3.25,3.6,2.1,1.67,1.62,2.2,1.03,1.33,1.2,5.0,1.17
16,20/04/2024,11:00,SCOTLAND - LEAGUE TWO,Stranraer,Dumbarton,3.0,3.6,2.1,1.8,1.67,2.1,1.02,1.36,1.25,5.0,1.14
14,20/04/2024,11:00,ENGLAND - LEAGUE ONE,Burton,Reading,2.9,3.4,2.38,1.88,1.7,2.05,1.05,1.36,1.25,6.0,1.13
15,20/04/2024,11:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Peterborough,4.5,4.2,1.65,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.22
9,20/04/2024,11:00,SCOTLAND - LEAGUE ONE,Stirling,Queen of South,2.4,3.75,2.3,1.73,1.67,2.1,1.01,1.33,1.22,5.0,1.14
11,20/04/2024,11:00,SCOTLAND - CHAMPIONSHIP,Arbroath,Morton,4.33,4.0,1.57,1.73,1.78,1.93,1.04,1.36,1.24,4.7,1.17
12,20/04/2024,11:00,ICELAND - BESTA DEILD KARLA,Kopavogur,Hafnarfjordur,3.55,4.15,1.8,1.44,1.45,2.55,1.02,1.25,1.14,3.2,1.3
10,20/04/2024,11:00,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Burnley,2.7,3.6,2.45,1.73,1.57,2.25,1.04,1.33,1.22,5.0,1.17
18,20/04/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Samgurali,Dinamo Tbilisi,2.95,3.5,2.07,1.75,1.63,2.22,1.01,1.34,1.24,5.5,1.11
17,20/04/2024,12:00,BELARUS - VYSSHAYA LIGA,Slavia Mozyr,Dynamo Brest,2.52,3.38,2.77,2.03,1.79,1.98,1.03,1.42,1.3,6.55,1.06
19,20/04/2024,13:00,SLOVAKIA - NIKE LIGA,Z. Moravce-Vrable,Banska Bystrica,3.4,3.75,1.98,1.72,1.62,2.15,1.04,1.36,1.23,4.65,1.17
