,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-01-27,11:00:00,EGYPT - PREMIER LEAGUE,Zamalek,El Gouna,1.5,9.2,4.1,24.0,1.2386357
2,2025-01-27,14:00:00,TURKEY - SUPER LIG,Kasimpasa,Hatayspor,1.74,5.1,4.1,32.0,1.2384739
3,2025-01-27,14:00:00,EGYPT - PREMIER LEAGUE,Haras El Hodood,Future FC,5.3,2.2,2.7,50.0,1.2386357
4,2025-01-27,14:00:00,EGYPT - PREMIER LEAGUE,Al Masry,Enppi,1.9,5.6,3.2,13.5,1.2386231
5,2025-01-27,14:30:00,ITALY - SERIE A,Venezia,Verona,2.34,3.5,3.4,12.5,1.2381984
6,2025-01-27,16:45:00,FRANCE - LIGUE 2,Annecy,Dunkerque,2.88,2.78,3.3,11.0,1.2384961
7,2025-01-27,17:00:00,SPAIN - LALIGA,Alaves,Celta Vigo,2.76,3.05,3.2,10.5,1.2381747
8,2025-01-27,17:15:00,PORTUGAL - LIGA PORTUGAL,AVS,Gil Vicente,3.3,2.6,3.1,8.4,1.2384853
