,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-05-15,21:30:00,USA - MLS,Minnesota United,Los Angeles Galaxy,2.04,3.7,3.95,18.0,1.2285491
2,2024-05-15,21:30:00,USA - MLS,St. Louis City,Los Angeles FC,1.52,1.52,3.65,1000.0,1.2285489
3,2024-05-15,21:30:00,USA - MLS,Austin FC,Houston Dynamo,2.76,1.04,1.02,10.5,1.228549
4,2024-05-15,21:30:00,USA - MLS,Chicago Fire,Charlotte,2.04,4.3,3.45,13.5,1.228549
5,2024-05-15,21:30:00,BRAZIL - SERIE B,Ponte Preta,Santos,5.0,2.0,3.15,6.4,1.2288486
6,2024-05-15,22:30:00,USA - MLS,Colorado Rapids,Vancouver Whitecaps,2.04,3.85,3.8,18.5,1.2285486
7,2024-05-15,22:30:00,USA - MLS,Real Salt Lake,Seattle Sounders,1.76,5.2,4.1,19.0,1.2285484
8,2024-05-15,23:05:00,MEXICO - LIGA MX,Guadalajara Chivas,Club America,3.45,2.42,3.25,8.8,1.2289101
9,2024-05-15,23:30:00,USA - MLS,Portland Timbers,San Jose Earthquakes,2.0,3.8,4.0,22.0,1.2285485
