,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-06-19,07:00:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Sanfrecce Hiroshima,3.85,1.95,4.2,15.0,1.229857
2,2024-06-19,12:00:00,ESTONIA - MEISTRILIIGA,Nomme Utd,Levadia,17.5,1.16,8.8,13.5,1.229957
3,2024-06-19,12:30:00,FINLAND - YKKONEN,OLS Oulu,EPS,1.43,7.2,5.0,980.0,1.2299699
4,2024-06-19,12:30:00,FINLAND - YKKONEN,Vaajakoski,Atlantis,10.0,1.31,6.4,13.5,1.22997
5,2024-06-19,12:30:00,FINLAND - YKKONEN,Rovaniemi,KPV Kokkola,3.2,2.18,3.95,980.0,1.2299697
6,2024-06-19,13:00:00,EGYPT - PREMIER LEAGUE,Baladiyat El Mahalla,Pyramids,10.0,1.34,5.4,7.4,1.2298579
7,2024-06-19,13:00:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Future FC,2.54,3.25,3.05,11.5,1.2298802
8,2024-06-19,13:00:00,ESTONIA - MEISTRILIIGA,Flora,Tammeka,1.46,6.4,5.0,980.0,1.2299571
9,2024-06-19,15:00:00,FINLAND - VEIKKAUSLIIGA,Ilves,SJK,1.99,3.9,4.0,19.0,1.2298435
10,2024-06-19,15:00:00,FINLAND - VEIKKAUSLIIGA,HJK,KuPS,2.42,3.35,3.35,12.0,1.2298439
11,2024-06-19,15:00:00,FINLAND - VEIKKAUSLIIGA,Haka,Inter Turku,2.58,2.78,3.8,15.0,1.2298437
12,2024-06-19,15:00:00,FINLAND - VEIKKAUSLIIGA,VPS,AC Oulu,1.67,5.4,4.4,24.0,1.229844
13,2024-06-19,15:00:00,FINLAND - VEIKKAUSLIIGA,Ekenas,Mariehamn,3.05,2.66,3.25,9.0,1.2298436
14,2024-06-19,15:00:00,FINLAND - VEIKKAUSLIIGA,Lahti,Gnistan,3.3,2.46,3.3,9.0,1.2298436
15,2024-06-19,19:00:00,BRAZIL - SERIE A,Botafogo RJ,Athletico-PR,2.06,4.2,3.5,13.5,1.229936
16,2024-06-19,19:00:00,BRAZIL - SERIE A,Atletico GO,Criciuma,1.81,5.3,3.8,16.5,1.2299359
17,2024-06-19,19:00:00,BRAZIL - SERIE B,Santos,Goias,1.75,6.0,3.65,980.0,1.2299343
18,2024-06-19,19:00:00,BRAZIL - SERIE C,Ferroviario,EC Sao Jose,2.6,2.94,3.0,980.0,1.2299786
19,2024-06-19,19:30:00,BRAZIL - SERIE D,Hercilio Luz,Avenida,1.57,2.3,2.34,1000.0,1.2299885
20,2024-06-19,19:30:00,BRAZIL - SERIE D,Democrata SL,Portuguesa RJ,2.2,1.61,2.32,1000.0,1.229988
21,2024-06-19,20:00:00,BRAZIL - SERIE A,Juventude,Vasco,2.34,3.85,3.15,11.0,1.2298759
22,2024-06-19,20:00:00,BRAZIL - SERIE A,Fortaleza,Gremio,2.0,4.4,3.55,14.5,1.2299358
23,2024-06-19,20:00:00,BRAZIL - SERIE D,Novo Hamburgo,Concordia,1.18,1.19,1.29,1000.0,1.2299886
24,2024-06-19,21:00:00,BRAZIL - SERIE B,Botafogo SP,Ponte Preta,2.3,4.1,2.98,12.0,1.2299345
25,2024-06-19,21:30:00,BRAZIL - SERIE B,Brusque,Avai,3.35,2.62,2.98,9.0,1.2299342
26,2024-06-19,21:30:00,BRAZIL - SERIE B,Coritiba,America MG,2.26,3.85,3.15,12.5,1.2299349
27,2024-06-19,21:30:00,BRAZIL - SERIE A,Internacional,Corinthians,2.36,3.75,3.15,11.0,1.2299387
28,2024-06-19,21:30:00,BRAZIL - SERIE A,Cruzeiro,Fluminense,1.79,5.3,3.8,16.0,1.2299389
