,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under25,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0_Lay,Odd_CS_0x1_Lay,Odd_CS_1x0_Lay,IDMercado_Correct_Score,VAR62,VAR63,VAR64,VAR65,VAR43,VAR44,VAR45,prediction_label,prediction_score
2,2024-04-16,21:30:00,BRAZIL - SERIE A,Bahia,Fluminense,2.22,3.65,3.55,2.02,1.96,1.77,2.22,13.5,14.0,9.8,1.2275832,1.8045849,1.3321218,1.3546695,0.73818743,1.625324,1.2723683,1.2774006,1,1.0
3,2024-04-16,22:20:00,COLOMBIA - PRIMERA A,Once Caldas,Santa Fe,3.6,2.58,2.88,1.54,2.76,2.16,1.83,8.0,8.0,11.0,1.2275738,1.4745535,1.5251095,0.9668508,1.0342857,1.2209302,1.4405684,0.84753364,1,1.0
