,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SERBIA - PRVA LIGA,2024-08-04,11:00,Tekstilac Odzaci,Mladost GAT,2.3,3.05,2.87,2.32,2.16,1.66,1.47,2.4545455,1.1570839,0.47140452,0.4732277,0.40287516,0.8513347,0.43090472,0.18076052,0.4194907,2.0,1.7056057,0.8528029,0.54545456,0.78202957,1.4337208,1.4545455,1.7768018,1.2215513,0.5371877,0.08356462,1.2685939,2.3636363,1.4432049,0.49586776,0.86023253,1.0909091,1.2398347,1.1365151,0.40196827,0.34835166,0.8666148,0.52577025,0.12048829,0.22916529,1.0,0.8528029,0.8528029,1.3636364,0.97912085,0.718022,-0.36363637,1.4937888,-4.107919,0.3174629,0.08987016,1.1818181,0.72160244,2.479339,0.53851646,0.4347826,0.32786885,0.34843206,0.43103448,0.6802721,0.46296296,0.60240966,1.326087,1.2478261,0.75409836,0.9409836,0.80139375,1.0627178,0.76065576,0.4819672,0.12506689,0.14018692,0.11025145,0.030405406,0.1359404,0.80139375,0.9409836,0.75409836,0.9913793,1.237069,0.76065576,1.074074,8.22,1.364,2.397,-0.091240875,-0.02189781,0.27980536,0.34914842,0.14289615,0.39153543,0.14515819,0.95906204,20.556046,1.2020816,23.025492,1.6527799,1.4800788,1.1166837,0.8955087,0.95906204,0.18,0.75,1.0,0.7465
2,INDIA - ISL,2024-08-04,11:00,Mumbai City,Odisha FC,1.83,3.6,3.75,1.7,1.67,2.1,2.1,1.9090909,1.2398347,0.64943725,0.34675917,0.22961636,0.66217816,0.4674481,0.1474769,0.31549364,1.7272727,1.1354542,0.6573682,0.90909094,0.7925271,0.8717798,0.8181818,1.3360853,1.6329932,0.6341573,0.085952446,1.180715,3.768595,0.5204165,1.1570247,0.62269986,1.3636364,1.2984415,0.95219046,0.42631254,0.37203047,0.87267065,0.48686165,0.11651366,0.23931575,1.2727273,1.0523489,0.82684547,1.0909091,1.0833068,0.99303126,0.18181819,1.4024771,7.7136245,0.4267985,0.17662992,1.3884298,0.9646531,1.2892562,0.9166443,0.5464481,0.2777778,0.26666668,0.5882353,0.47619048,0.5988024,0.47619048,1.9672132,2.0491803,0.5083333,1.0416666,0.488,0.96,0.4722222,0.5833333,0.3557203,0.32596686,0.34408602,0.020408163,0.35849056,0.488,1.0416666,0.5083333,1.0764706,2.2058823,0.4722222,1.0179641,9.18,0.545,2.538,-0.19281046,0.01633987,0.19934641,0.40849674,0.34897003,1.0678483,0.40651193,2.6156836,41.508827,0.56568545,-11.309933,1.906011,1.3464481,1.4155844,0.70642203,2.6156836,0.15,1.77,1.0,0.8878
3,RUSSIA - PREMIER LEAGUE,2024-08-04,11:00,Orenburg,Rubin Kazan,2.5,3.35,3.16,2.36,1.95,1.81,1.69,1.4545455,1.233151,0.84779125,0.597602,0.5247859,0.8781528,0.41815376,0.1731917,0.41418186,1.4545455,1.0756508,0.73951,1.0909091,0.7925271,0.72648317,0.36363637,1.6663911,4.582576,0.37507915,0.10808426,0.9148123,2.0363636,0.76832205,0.43636364,1.9813178,1.5454545,1.3726971,0.88821584,0.41773134,0.3399972,0.8139136,0.45453706,0.08288471,0.18234973,0.90909094,0.66804266,0.73484695,1.0909091,1.1642044,1.0671874,-0.18181819,1.5850542,-8.717798,0.26692733,0.04571948,0.49586776,1.2247449,1.6859504,0.7533087,0.4,0.29850745,0.3164557,0.42372882,0.591716,0.51282054,0.5524862,1.34,1.264,0.74626863,0.94328356,0.79113925,1.0601265,0.7044776,0.5044776,0.13071854,0.14529915,0.11660777,0.029185869,0.17338003,0.79113925,0.94328356,0.74626863,1.059322,1.338983,0.7044776,1.2102565,9.01,-0.091,2.606,-0.094339624,-0.02108768,0.2774695,0.35072142,0.14854546,0.44613153,0.17096262,1.0927945,23.025492,0.94752306,18.52085,1.5164557,1.3493671,1.1238273,0.88981634,1.0927945,0.19,0.85,1.0,0.564
4,SERBIA - PRVA LIGA,2024-08-04,11:00,Radnicki S. Mitrovica,FK Indjija,2.02,3.0,3.55,2.2,1.95,1.81,1.52,1.9090909,1.2398347,0.64943725,0.2234848,0.2287539,1.0235769,0.6545583,0.19643933,0.30010974,0.8181818,0.7158189,0.8748898,0.36363637,0.4810457,1.3228756,0.45454547,0.8907235,1.9595917,0.49589008,0.12647745,0.65703595,0.8181818,0.7158189,0.42975205,0.40703866,1.3636364,1.2984415,0.95219046,0.46091676,0.3501258,0.7596291,0.4377971,0.13124958,0.29979545,1.0909091,0.7925271,0.72648317,0.8181818,0.83319557,1.0183501,0.27272728,1.2856487,4.714045,0.34336218,0.09337078,1.4876033,0.58118653,1.0413224,0.65465367,0.4950495,0.33333334,0.28169015,0.45454547,0.65789473,0.51282054,0.5524862,1.4851485,1.7574258,0.67333335,1.1833333,0.5690141,0.8450704,0.73333335,0.50666666,0.24562,0.19521913,0.27468583,0.08396947,0.15384616,0.5690141,1.1833333,0.67333335,0.91818184,1.6136364,0.73333335,1.1282052,8.57,0.545,2.538,-0.11435239,0.064177364,0.23570596,0.4142357,0.2712971,0.7750054,0.26477215,1.8983678,26.104855,0.9616652,18.778032,1.7668387,1.34012,1.3184183,0.7584846,1.8983678,0.55,0.98,1.0,0.7428
5,ROMANIA - LIGA 1,2024-08-04,11:30,Poli Iasi,U Craiova 1948,2.25,3.2,3.0,2.05,1.8,1.91,1.75,1.5454545,1.1570839,0.7487013,0.6249827,0.5585029,0.8936294,0.39042237,0.12964441,0.33206195,1.2727273,0.9620914,0.75592893,1.0909091,1.2398347,1.1365151,0.18181819,1.0285189,5.656854,0.33073634,0.09149677,0.8017318,1.9669422,0.62252975,0.6942149,1.9483117,0.45454547,0.8907235,1.9595917,0.47312468,0.47934878,1.0131553,0.5162386,0.11209443,0.21713689,0.90909094,0.8999541,0.98994946,1.5454545,1.0756508,0.6960094,-0.6363636,0.64282435,-1.0101526,0.2846715,0.06520786,0.90909094,0.8999541,1.6859504,0.9860133,0.44444445,0.3125,0.33333334,0.4878049,0.5714286,0.5555556,0.5235602,1.4222223,1.3333334,0.703125,0.9375,0.75,1.0666667,0.640625,0.546875,0.159363,0.17431192,0.14285715,0.032258064,0.21904762,0.75,0.9375,0.703125,1.097561,1.4634147,0.640625,1.1388888,8.45,1.091,2.048,-0.112426035,-0.02366864,0.2662722,0.35502958,0.1778104,0.5008326,0.213526,1.2267845,25.407719,0.42426407,8.530766,1.6666666,1.4444444,1.1538461,0.8666667,1.2267845,0.2,0.95,1.0,0.7004
6,SERBIA - PRVA LIGA,2024-08-04,13:00,Dubocica,Metalac,1.95,3.05,3.7,2.57,2.21,1.63,1.42,1.9090909,1.2398347,0.64943725,0.33785215,0.29001543,0.8584093,0.54436386,0.16084966,0.29548192,1.0,0.73854893,0.73854893,0.6363636,0.64282435,1.0101526,0.36363637,0.7713892,2.1213202,0.44427887,0.09009195,0.7221394,1.2727273,0.58028847,0.34710744,1.1785113,1.2727273,1.354515,1.0642618,0.27771476,0.34625474,1.2468,0.6597492,0.077330075,0.11721132,0.54545456,0.6555548,1.2018504,0.90909094,0.7925271,0.8717798,-0.36363637,1.2264307,-3.3726845,0.29874426,0.06002981,0.29752067,1.2018504,1.1570247,0.62269986,0.51282054,0.32786885,0.27027026,0.38910505,0.70422536,0.4524887,0.61349696,1.5641025,1.8974359,0.6393443,1.2131147,0.527027,0.8243243,0.84262294,0.46557376,0.27940848,0.22,0.30973452,0.096296296,0.085409254,0.527027,1.2131147,0.6393443,0.75875485,1.4396887,0.84262294,1.1628959,8.7,0.636,2.594,-0.12643678,0.07471264,0.22413793,0.42528737,0.30503115,0.8845903,0.26295376,2.1667948,28.810793,1.6263456,29.898901,1.8087318,1.3236313,1.3664922,0.7318008,2.1667948,0.65,1.1,1.0,0.7936
7,POLAND - DIVISION 1,2024-08-04,13:00,Polonia Warszawa,R. Rzeszow,2.0,3.5,3.5,1.75,1.67,2.1,2.05,0.6363636,0.88139635,1.3850514,0.54796946,0.5098706,0.93047255,0.50434333,0.12563698,0.24911001,1.1818181,1.0285189,0.8702853,1.7272727,1.1354542,0.6573682,-0.54545456,1.1570839,-2.1213202,0.34029928,0.070944905,0.76105875,2.2561984,0.538748,1.8842975,1.040833,0.90909094,1.3111095,1.4422206,0.755905,0.70385295,0.9311395,0.39583918,0.07839684,0.19805226,1.2727273,1.1354542,0.8921426,2.3636363,1.2264307,0.5188745,-1.0909091,2.0650575,-1.8929695,0.23254977,0.055122733,1.7355372,0.8326664,3.2231405,0.89938253,0.5,0.2857143,0.2857143,0.5714286,0.4878049,0.5988024,0.47619048,1.75,1.75,0.5714286,1.0,0.5714286,1.0,0.5,0.5857143,0.28284273,0.27272728,0.27272728,0.0,0.33333334,0.5714286,1.0,0.5714286,1.1428572,2.0,0.5,1.0479041,9.0,-0.273,2.193,-0.16666667,0.0,0.22222222,0.3888889,0.28867513,0.8660254,0.3511551,2.1213202,36.869896,0.42426407,-8.530766,1.7857143,1.3571428,1.3157895,0.76,2.1213202,0.0,1.5,1.0,0.7269
8,SPAIN - LALIGA2,2024-08-04,15:30,Racing Santander,Alcorcon,1.73,3.5,5.0,2.1,2.0,1.73,1.7,2.0,1.3483998,0.6741999,0.5643929,0.2935703,0.52015233,0.3057066,0.09040574,0.29572716,2.0,0.9534626,0.4767313,1.2727273,1.1354542,0.8921426,0.72727275,1.6564425,2.2776084,0.46905902,0.052696962,1.2345295,2.7272727,0.6992059,1.5041323,0.96076894,0.8181818,1.3360853,1.6329932,0.2575515,0.39038178,1.5157425,0.72040915,0.178726,0.2480896,0.54545456,0.78202957,1.4337208,1.6363636,1.2264307,0.74948543,-1.0909091,1.443137,-1.3228756,0.21875946,0.11111569,0.29752067,1.4337208,1.785124,1.1242281,0.5780347,0.2857143,0.2,0.47619048,0.5882353,0.5,0.5780347,2.0231214,2.8901734,0.4942857,1.4285715,0.346,0.7,0.6,0.4857143,0.45640287,0.33843213,0.4858841,0.1764706,0.25,0.346,1.4285715,0.4942857,0.8238095,2.3809524,0.6,1.05,10.23,1.182,2.684,-0.17302053,0.14662756,0.16911046,0.48875856,0.48001665,1.6368568,0.4828429,4.009464,41.508827,0.56568545,11.309933,1.9341041,1.1780347,1.6418056,0.6090855,4.009464,1.5,1.77,1.0,0.9672
9,ITALY - SERIE C,2024-08-04,15:30,Benevento,Juve Stabia,2.32,2.85,3.35,2.52,2.05,1.7,1.47,1.8181819,1.3360853,0.73484695,0.20508844,0.17907396,0.8731548,0.60575706,0.189346,0.31257746,1.3636364,1.2264307,0.89938253,1.0,1.1281521,1.1281521,0.36363637,1.9198829,5.279678,0.6333214,0.10213161,0.9984789,1.3636364,1.2264307,0.90909094,1.2409674,2.090909,1.2398347,0.5929644,0.56780756,0.31599146,0.5565115,0.31820816,0.12941165,0.4066887,1.8181819,0.9359664,0.51478153,1.0,0.73854893,0.73854893,0.8181818,1.3360853,1.6329932,0.4232359,0.10887553,1.8181819,0.9359664,1.0909091,0.6770032,0.43103448,0.3508772,0.29850745,0.3968254,0.6802721,0.4878049,0.5882353,1.2284483,1.4439656,0.81403506,1.1754386,0.6925373,0.8507463,0.8842105,0.51578945,0.15132716,0.102514505,0.18165785,0.08064516,0.061452515,0.6925373,1.1754386,0.81403506,0.9206349,1.3293651,0.8842105,1.2292683,8.52,-0.273,2.576,-0.062206574,0.058685444,0.27230048,0.3931925,0.18136367,0.5150728,0.16303006,1.2616656,14.842227,1.4849242,27.699472,1.5916109,1.3265569,1.199806,0.8334681,1.2616656,0.5,0.53,1.0,0.5846
10,ITALY - SERIE C,2024-08-04,15:45,Pescara,Entella,2.15,3.25,3.25,2.05,1.8,1.9,1.72,1.6363636,1.2984415,0.793492,0.29675883,0.23664315,0.79742575,0.5498077,0.21551307,0.39197898,1.4545455,1.1570839,0.79549515,0.72727275,0.74965554,1.0307764,0.72727275,1.6006197,2.2008522,0.5803075,0.13410036,1.0174265,1.8512397,0.9091373,1.1239669,0.48507124,1.2727273,1.1354542,0.8921426,0.14355499,0.16692454,1.1627916,0.74144304,0.09627631,0.12984993,0.45454547,0.4979296,1.0954452,0.8181818,1.2662171,1.5475987,-0.36363637,1.4316378,-3.9370039,0.3826504,0.12482181,0.49586776,0.45643547,1.338843,0.77379936,0.4651163,0.30769232,0.30769232,0.4878049,0.5813953,0.5555556,0.5263158,1.5116279,1.5116279,0.6615385,1.0,0.6615385,1.0,0.63076925,0.5292308,0.20604436,0.2037037,0.2037037,0.0,0.2264151,0.6615385,1.0,0.6615385,1.0487804,1.5853659,0.63076925,1.1388888,8.65,0.364,2.434,-0.12716763,0.0,0.24855492,0.37572256,0.2202608,0.6350853,0.24867542,1.555635,28.810793,0.46669048,9.369385,1.7030412,1.3881932,1.2268041,0.81512606,1.555635,0.0,1.1,1.0,0.7187
