,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,17/03/2024,02:00,Busan,Gimpo FC,1.73,3.25,4.33
2,MONGOLIA - PREMIER LEAGUE,17/03/2024,05:15,FC Ulaanbaatar,Bavarians,,,
3,AUSTRIA - 2. LIGA,17/03/2024,06:30,Bregenz,Dornbirn,1.85,3.8,3.65
4,SLOVENIA - PRVA LIGA,17/03/2024,11:00,Celje,Radomlje,1.39,4.6,7.1
5,NORTH MACEDONIA - 1. MFL,17/03/2024,11:00,Rabotnicki,Struga,3.8,3.25,1.93
6,GHANA - PREMIER LEAGUE,17/03/2024,12:00,Nsoatreman,Medeama,,,
7,GHANA - PREMIER LEAGUE,17/03/2024,12:00,Bechem United,Legon Cities,1.65,3.15,5.3
8,MALTA - PREMIER LEAGUE,17/03/2024,12:15,Gzira,Mosta,1.72,3.75,4.05
9,SENEGAL - LIGUE 1,17/03/2024,13:30,Generation F.,Sonacos,2.32,2.6,3.4
10,BELGIUM - JUPILER PRO LEAGUE,17/03/2024,14:30,Leuven,KV Mechelen,2.75,3.4,2.45
11,IVORY COAST - LIGUE 1,17/03/2024,15:00,ASEC Mimosas,Mouna,1.55,3.45,5.8
12,ARGENTINA - PRIMERA NACIONAL,17/03/2024,16:30,Racing Cordoba,Alvarado,2.1,3.1,4.0
13,ARGENTINA - PRIMERA NACIONAL,17/03/2024,18:00,San Martin T.,CA Estudiantes,2.0,3.1,4.33
14,ARGENTINA - PRIMERA NACIONAL,17/03/2024,19:00,Patronato,Club A. Guemes,2.15,3.1,3.8
