Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,08/04/2024,11:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,FK Indjija,2.02,3.0,3.55,2.2,1.95,1.81,1.05,1.5,1.42,10.0,1.02
2,08/04/2024,13:00,SERBIA - PRVA LIGA,Dubocica,Metalac,1.95,3.05,3.7,2.57,2.21,1.63,1.08,1.55,1.52,11.0,1.01
3,08/04/2024,15:45,ITALY - SERIE C,Pescara,Entella,2.15,3.25,3.25,2.05,1.8,1.9,1.07,1.45,1.34,5.9,1.1
