,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-04-30,11:00:00,EGYPT - PREMIER LEAGUE,Haras El Hodood,Pyramids,9.2,1.43,4.7,6.4,1.2428441
2,2025-04-30,13:00:00,NORWAY - ELITESERIEN,Viking,Haugesund,1.29,11.0,7.0,60.0,1.2429
3,2025-04-30,14:00:00,EGYPT - PREMIER LEAGUE,Petrojet,Al Ahly,8.6,1.42,4.7,13.5,1.2428457
4,2025-04-30,15:45:00,ENGLAND - LEAGUE ONE,Blackpool,Birmingham,4.3,1.92,3.9,9.8,1.2429773
5,2025-04-30,15:45:00,ENGLAND - LEAGUE ONE,Mansfield,Peterborough,2.22,3.25,3.85,18.5,1.2429779
6,2025-04-30,16:00:00,EUROPE - CHAMPIONS LEAGUE,Barcelona,Inter,1.66,5.6,4.4,25.0,1.2425144
7,2025-04-30,19:00:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Tomayapo,1.33,9.8,4.7,50.0,1.243132
