Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,NORTH MACEDONIA - 1. MFL,23/08/2023,11:30,Shkendija,Bregalnica Stip,1.35,4.65,8.05
2,NORWAY - OBOS-LIGAEN,23/08/2023,13:00,Bryne,Moss,2.15,3.5,3.25
3,COLOMBIA - PRIMERA A,23/08/2023,18:45,Petrolera,La Equidad,2.3,3.3,3.2
4,BRAZIL - SERIE B,23/08/2023,19:00,CRB,Avai,1.9,3.34,4.41
5,COLOMBIA - PRIMERA A,23/08/2023,20:15,Santa Fe,Envigado,1.5,4.0,7.5
6,USA - USL CHAMPIONSHIP,23/08/2023,21:00,FC Tulsa,Birmingham,2.5,3.45,2.52
7,BOLIVIA - DIVISION PROFESIONAL,23/08/2023,21:00,The Strongest,Royal Pari,1.06,11.0,29.0
8,SOUTH AMERICA - COPA LIBERTADORES,23/08/2023,21:30,Boca Juniors (Arg),Racing Club (Arg),1.91,3.3,4.33
9,BRAZIL - SERIE B,23/08/2023,21:30,Botafogo SP,Chapecoense-SC,2.07,3.13,3.99
10,COLOMBIA - PRIMERA A,23/08/2023,22:30,Junior,America De Cali,2.2,3.2,3.5
