,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,25/11/2023,04:00,HK U23,North District,4.85,4.25,1.55
2,ROMANIA - LIGA 2,25/11/2023,06:00,CSM Resita,Alexandria,1.75,3.5,4.55
3,MOLDOVA - SUPER LIGA,25/11/2023,08:00,Milsami,Sparta Selemet,1.14,7.0,16.5
4,AZERBAIJAN - PREMIER LEAGUE,25/11/2023,09:00,Gabala,Turan,2.12,3.1,3.4
5,BULGARIA - PARVA LIGA,25/11/2023,10:00,Botev Plovdiv,Pirin Blagoevgrad,1.33,4.75,10.0
6,MALTA - PREMIER LEAGUE,25/11/2023,11:30,Gudja,Balzan,3.8,3.3,1.91
7,ENGLAND - PREMIER LEAGUE,25/11/2023,12:00,Newcastle,Chelsea,2.55,3.6,2.63
8,NIGERIA - NPFL,25/11/2023,12:00,Remo Stars,Doma United,1.87,3.05,4.35
9,NORTHERN IRELAND - NIFL CHAMPIONSHIP,25/11/2023,12:00,Annagh,Bangor FC,2.15,3.75,2.8
10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,25/11/2023,12:00,Al Hazem,Al Hilal,13.0,10.0,1.13
11,BULGARIA - PARVA LIGA,25/11/2023,12:30,CSKA Sofia,Etar,1.14,7.0,21.0
12,BAHRAIN - PREMIER LEAGUE,25/11/2023,13:00,Busaiteen,Manama Club,3.7,3.3,1.98
13,SENEGAL - LIGUE 1,25/11/2023,13:30,Teungueth,Dakar SC,2.3,2.64,3.59
14,PORTUGAL - TAÇA DE PORTUGAL,25/11/2023,14:00,Penafiel,Vitoria Setubal,1.53,3.8,5.25
15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,25/11/2023,15:00,Al Fateh,Al Feiha,1.91,3.5,3.6
16,BELGIUM - CHALLENGER PRO LEAGUE,25/11/2023,16:00,Francs Borains,Deinze,4.33,3.6,1.73
17,SPAIN - PRIMERA RFEF,25/11/2023,16:00,Cordoba,Antequera,1.85,3.2,4.0
18,ITALY - SERIE C,25/11/2023,16:45,L.R. Vicenza,Pro Sesto,1.47,3.95,6.9
19,PORTUGAL - TAÇA DE PORTUGAL,25/11/2023,17:00,Vitoria Guimaraes,Vilaverdense,1.25,5.25,9.5
20,URUGUAY - PRIMERA DIVISION,25/11/2023,19:00,Maldonado,Defensor Sp.,3.5,3.1,2.2
21,ECUADOR - LIGA PRO,25/11/2023,20:00,Ind. del Valle,Orense,1.33,4.75,8.5
