League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Mexican Liga MX,2024-05-10,00:10:00,Tigres,Monterrey,2.6,2.92,3.4,3.3,1.39,1.5,2.84,1.12,7.8,13.0,1.07,4.2,1.28,2.06,1.87,1.16,6.6,1.7,2.32,13.5,11.5,18.0,40.0,11.0,7.4,12.0,26.0,16.0,11.0,14.5,36.0,32.0,24.0,32.0,75.0,18.0,21.0,130.0,0.3846154,0.29411766,0.34246576,0.53475934,0.4854369,0.5882353,0.43103448,1.3076923,1.1230769,0.7647059,0.85882354,0.89041096,1.1643835,0.55,0.60588235,0.10862064,0.13333334,0.057971016,0.07594936,0.29032257,0.89041096,0.85882354,0.7647059,1.3903743,1.5614973,0.55,1.1,8.92,-0.089686096,-0.05381166,0.29147983,0.32735425,0.13542303,0.40265784,0.23807348,0.98630625,21.801409,0.26870057,-5.4268126,0.98630625,0.48,0.8,1,1.0
Australian A-League Men,2024-05-10,06:45:00,Sydney FC,Central Coast Mariners,2.14,3.55,3.85,3.25,1.34,1.54,2.56,1.14,6.6,20.0,1.05,4.7,1.24,2.24,1.76,1.19,5.5,1.64,2.38,17.5,14.5,25.0,55.0,11.0,8.2,13.5,32.0,13.0,9.8,15.0,38.0,25.0,18.0,28.0,55.0,11.0,26.0,23.0,0.46728972,0.25974026,0.28169015,0.5681818,0.44642857,0.6097561,0.42016807,1.7990655,1.6588784,0.5558441,0.9220779,0.6028169,1.084507,0.45714286,0.58181816,0.2768807,0.2854758,0.24780317,0.04054054,0.37254903,0.6028169,0.9220779,0.5558441,1.2159091,2.0170455,0.45714286,1.0731708,9.54,-0.17924528,-0.031446543,0.22431865,0.3721174,0.2871295,0.91307175,0.3644299,2.2365599,40.53044,0.6788225,-13.495733,2.2365599,0.3,1.71,1,1.0
Chinese Super League,2024-05-10,08:00:00,Qingdao Jonoon,Nantong Zhiyun F.C,2.4,3.3,3.3,2.76,1.46,1.38,3.1,1.1,9.0,3.35,1.07,3.35,1.35,1.76,2.08,1.09,3.7,1.82,2.04,10.0,10.5,18.5,8.2,8.8,6.4,12.0,7.8,13.0,10.5,16.0,8.2,7.6,7.8,8.0,8.8,6.8,7.8,9.6,0.41666666,0.3030303,0.3030303,0.48076922,0.5681818,0.5494506,0.49019608,1.375,1.375,0.72727275,1.0,0.72727275,1.0,0.630303,0.53333336,0.15713485,0.15789473,0.15789473,0.0,0.2267658,0.72727275,1.0,0.72727275,1.1538461,1.5865384,0.630303,1.1428572,9.0,-0.1,0.0,0.26666668,0.36666667,0.17320508,0.51961523,0.22591318,1.2727922,24.227745,0.45254833,9.090277,1.2727922,0.0,0.9,1,1.0
Chinese Super League,2024-05-10,08:35:00,Chengdu Rongcheng,Henan Songshan Longmen,1.36,9.6,5.0,3.25,1.34,1.51,2.42,1.14,6.0,11.0,1.04,4.5,1.18,2.18,1.65,1.17,2.56,1.96,1.86,16.0,6.6,7.4,7.8,8.0,10.0,6.6,7.6,7.4,8.8,21.0,7.6,10.0,12.5,6.6,7.8,3.5,10.0,8.0,0.7352941,0.2,0.104166664,0.6060606,0.4587156,0.5102041,0.53763443,3.6764705,7.0588236,0.272,1.92,0.14166667,0.5208333,0.33,0.436,0.8014675,0.572327,0.7518248,0.31506848,0.5037594,0.14166667,1.92,0.272,0.8242424,5.818182,0.33,0.84183675,15.96,-0.22807017,0.28822055,0.085213035,0.60150373,0.77618605,4.1293097,0.871909,10.114702,61.213383,0.7495332,-14.842227,10.114702,4.6,3.64,1,1.0
Chinese Super League,2024-05-10,09:00:00,Shanghai Port FC,Changchun Yatai,1.17,15.0,9.4,4.7,1.21,1.86,1.97,1.26,3.7,1.27,1.01,3.45,1.09,3.45,1.32,1.43,2.84,1.95,1.88,16.0,8.8,9.6,9.6,11.5,8.0,8.8,9.6,9.0,11.0,8.4,9.4,8.2,11.5,8.0,9.8,2.34,15.0,10.0,0.85470086,0.10638298,0.06666667,0.75757575,0.28985506,0.51282054,0.5319149,8.034188,12.820513,0.12446809,1.5957447,0.078,0.62666667,0.14042553,0.36702126,1.0580908,0.77861875,0.85528755,0.22950819,0.75373137,0.078,1.5957447,0.12446809,0.8863636,11.363636,0.14042553,0.6769231,25.57,-0.32186157,0.21900664,0.045756746,0.586625,0.81617755,6.9565535,1.0004692,17.040007,76.341125,3.012275,-46.802902,17.040007,5.6,8.23,1,1.0
Egyptian Premier,2024-05-10,10:00:00,Ceramica Cleopatra,El Geish,1.92,4.9,3.2,2.24,1.47,1.31,3.7,1.07,10.0,2.8,1.01,2.8,1.48,1.59,2.46,1.06,2.46,2.16,1.75,8.0,12.0,26.0,14.0,6.2,6.8,18.5,14.0,9.0,10.0,22.0,14.5,19.0,21.0,38.0,13.5,9.4,8.0,13.5,0.5208333,0.3125,0.20408164,0.40650406,0.6289308,0.46296296,0.5714286,1.6666666,2.5520833,0.6,1.53125,0.39183673,0.6530612,0.76875,0.496875,0.38009948,0.25,0.43695015,0.20987654,0.13074204,0.39183673,1.53125,0.6,0.7804878,1.9918699,0.76875,1.1388888,10.02,-0.12774451,0.16966067,0.19161677,0.48902196,0.44758224,1.4949248,0.4158605,3.6618028,32.619244,1.2303658,23.50904,3.6618028,1.7,1.28,1,1.0
Bulgarian A League,2024-05-10,10:45:00,CSKA 1948 Sofia,Slavia Sofia,2.56,3.15,3.0,2.3,1.45,1.31,3.3,1.06,1.26,2.74,1.09,2.74,1.43,1.58,2.12,1.06,4.0,1.92,1.94,7.8,5.0,15.0,5.5,7.4,4.1,4.4,5.0,5.5,10.5,4.2,4.1,5.2,5.2,4.6,5.8,2.84,2.94,5.9,0.390625,0.33333334,0.31746033,0.4716981,0.6329114,0.5208333,0.5154639,1.171875,1.2304688,0.85333335,1.05,0.8126984,0.95238096,0.70666665,0.52666664,0.09052343,0.07913669,0.1033275,0.024390243,0.171875,0.8126984,1.05,0.85333335,1.2075472,1.485849,0.70666665,1.1041666,8.71,-0.050516646,0.017221585,0.29391503,0.36165327,0.105619475,0.30664855,0.1716922,0.7511325,12.407418,0.76367533,15.109575,0.7511325,0.15,0.44,1,1.0
Finnish Veikkausliiga,2024-05-10,12:00:00,KuPS,VPS,2.24,3.6,3.45,2.84,1.47,1.4,3.2,1.08,1.26,10.5,1.07,3.7,1.36,1.84,2.16,1.1,3.85,1.89,2.04,11.0,11.5,22.0,48.0,8.4,7.2,14.0,36.0,12.0,10.0,17.5,44.0,25.0,22.0,36.0,17.0,17.0,26.0,19.5,0.44642857,0.28985506,0.2777778,0.46296296,0.54347825,0.52910054,0.49019608,1.5401785,1.6071428,0.64927536,1.0434783,0.62222224,0.9583333,0.62608695,0.53333336,0.22724807,0.21265379,0.23287672,0.021276595,0.22994652,0.62222224,1.0434783,0.64927536,1.037037,1.6666666,0.62608695,1.1428572,9.29,-0.13024758,0.016146393,0.24111949,0.38751346,0.24079971,0.7456764,0.26834264,1.8265268,31.173939,0.45254833,9.090277,1.8265268,0.15,1.21,1,1.0
Azerbaijan Premier League,2024-05-10,12:00:00,Neftchi Baku,Kapaz Ganja,1.42,5.7,3.55,2.42,1.32,1.48,2.12,1.13,1.26,2.1,1.04,2.1,1.2,1.98,1.59,1.13,1.2,1.8,1.9,1.46,1.46,2.9,1.31,2.44,1.32,1.46,1.31,2.76,3.45,8.4,9.2,1.85,2.82,6.2,7.8,1.63,1.55,4.9,0.70422536,0.28169015,0.1754386,0.6289308,0.5050505,0.5555556,0.5263158,2.5,4.0140843,0.4,1.6056339,0.24912281,0.622807,0.44788733,0.55774647,0.58996433,0.42857143,0.6011236,0.23243243,0.38132295,0.24912281,1.6056339,0.4,0.8930818,3.5849056,0.44788733,0.8833333,10.67,-0.19962512,0.20149954,0.13308342,0.53420806,0.60168916,2.1400077,0.65416056,5.241927,46.802902,0.5515433,-11.034209,5.241927,2.15,2.13,1,1.0
Croatian 1 HNL,2024-05-10,13:00:00,HNK Gorica,Rudes,1.45,7.0,5.0,3.1,1.28,1.53,2.38,1.13,1.26,12.0,1.04,2.28,1.18,2.28,1.61,1.13,2.54,1.86,1.92,20.0,25.0,48.0,10.5,8.6,11.0,16.5,10.0,8.0,9.0,19.0,10.0,11.0,12.5,25.0,10.5,4.2,10.5,11.0,0.6896552,0.2,0.14285715,0.621118,0.4385965,0.53763443,0.5208333,3.4482758,4.827586,0.29,1.4,0.20714286,0.71428573,0.322,0.456,0.7130347,0.5503876,0.65680474,0.16666667,0.5128593,0.20714286,1.4,0.29,0.9006211,4.347826,0.322,0.8655914,13.45,-0.2639405,0.14869888,0.10780669,0.5204461,0.6269536,2.810842,0.71915674,6.885129,60.603947,0.94752306,-18.52085,6.885129,2.0,3.55,1,1.0
