Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,11/05/2024,05:00,Chindia Targoviste,CSM Slatina,1.83,3.25,4.25
2,ROMANIA - LIGA 2,11/05/2024,06:00,Mioveni,Hunedoara,1.6,3.8,5.1
3,SOUTH KOREA - K LEAGUE 1,11/05/2024,07:00,Gangwon,Daejeon,2.1,3.2,3.6
4,SOUTH KOREA - K LEAGUE 2,11/05/2024,07:00,Suwon Bluewings,Cheonan City,1.53,3.8,5.25
5,AUSTRIA - 2. LIGA,11/05/2024,09:30,Grazer AK,Horn,1.47,4.05,6.4
6,POLAND - EKSTRAKLASA,11/05/2024,10:00,Gornik Zabrze,Stal Mielec,1.55,4.0,5.5
7,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,11/05/2024,12:00,Al Hilal,Al Hazem,1.08,10.0,23.0
8,RUSSIA - PREMIER LEAGUE,11/05/2024,13:00,Zenit,CSKA Moscow,1.71,3.94,5.64
9,GEORGIA - CRYSTALBET EROVNULI LIGA,11/05/2024,14:00,Dinamo Batumi,Telavi,1.36,4.1,7.4
10,SPAIN - PRIMERA RFEF,11/05/2024,14:00,Celta Vigo B,Rayo Majadahonda,1.2,5.75,10.0
11,ARGENTINA - PRIMERA NACIONAL,11/05/2024,14:00,Deportivo Moron,Gimnasia y Tiro,2.15,2.8,4.0
12,SPAIN - PRIMERA RFEF,11/05/2024,15:00,Cordoba,Sanluqueno,1.55,3.6,5.0
13,ITALY - SERIE C,11/05/2024,15:30,Taranto,Picerno,2.27,3.0,3.15
14,BOLIVIA - DIVISION PROFESIONAL,11/05/2024,16:00,SA Bulo Bulo,Guabira,1.57,4.0,4.75
15,VENEZUELA - LIGA FUTVE,11/05/2024,17:00,Metropolitanos,La Guaira,2.15,2.95,3.5
16,BRAZIL - SERIE B,11/05/2024,17:00,Guarani,Botafogo SP,1.85,3.3,4.5
17,BRAZIL - SERIE B,11/05/2024,17:00,Sport Recife,Brusque,1.45,4.0,7.5
18,ARGENTINA - PRIMERA NACIONAL,11/05/2024,17:30,Agropecuario,San Martin S.J.,2.38,2.8,3.4
19,URUGUAY - PRIMERA DIVISION,11/05/2024,18:00,Penarol,Wanderers,1.45,4.2,6.5
20,ARGENTINA - PRIMERA NACIONAL,11/05/2024,18:00,Atl. Rafaela,Defensores Unidos,1.8,3.2,5.25
21,BOLIVIA - DIVISION PROFESIONAL,11/05/2024,18:30,Always Ready,Blooming,1.33,4.33,7.0
22,ECUADOR - LIGA PRO,11/05/2024,20:00,LDU Quito,Emelec,1.67,3.6,4.75
23,USA - MLS,11/05/2024,20:30,Charlotte,Nashville SC,2.1,3.3,3.4
24,VENEZUELA - LIGA FUTVE,11/05/2024,21:00,Universidad Central,Inter de Barinas,1.65,3.35,5.5
25,PERU - LIGA 1,11/05/2024,23:00,Cesar Vallejo,Los Chankas,1.57,4.0,5.5
26,USA - MLS,11/05/2024,23:30,Los Angeles FC,Vancouver Whitecaps,1.62,4.0,5.0
