League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Australian A-League Men,2024-02-20,05:00:00,Melbourne Victory,Western United,1.54,6.8,4.8,4.3,1.29,1.67,2.3,1.19,5.4,25.0,1.04,6.0,1.17,2.64,1.55,1.28,4.3,1.67,2.32,23.0,29.0,50.0,100.0,10.5,10.5,23.0,65.0,10.0,9.2,17.5,55.0,13.5,13.0,23.0,60.0,5.4,50.0,110.0,0.64935064,0.20833333,0.14705883,0.6451613,0.37878788,0.5988024,0.43103448,3.116883,4.4155846,0.32083333,1.4166666,0.22647059,0.7058824,0.32291666,0.55,0.6680602,0.51419556,0.63069546,0.1724138,0.511811,0.22647059,1.4166666,0.32083333,0.9935484,4.387097,0.32291666,0.92814374,13.14,-0.24809742,0.152207,0.11719939,0.5175038,0.6061719,2.6550329,0.70490474,6.503476,58.471012,1.5414928,-28.590384,6.503476,2.0,3.26,1,1.0
Egyptian Premier,2024-02-20,11:00:00,Ceramica Cleopatra,El Gounah,1.88,4.8,3.5,2.94,1.49,1.38,3.2,1.09,8.0,9.2,1.09,3.45,1.37,1.81,2.1,1.1,8.6,1.98,1.94,10.0,4.4,5.0,5.4,7.0,7.4,4.6,5.3,3.95,4.1,4.6,5.4,15.0,4.7,5.2,5.5,4.1,5.4,5.6,0.5319149,0.2857143,0.20833333,0.47619048,0.5524862,0.5050505,0.5154639,1.8617021,2.5531914,0.5371429,1.3714286,0.39166668,0.7291667,0.6,0.51714283,0.4034194,0.30111524,0.43712574,0.15662651,0.25,0.39166668,1.3714286,0.5371429,0.8952381,2.2857144,0.6,1.060606,10.18,-0.15913557,0.12770137,0.18467583,0.47151276,0.43111575,1.4629195,0.44243753,3.5834062,39.007473,0.41012195,8.250387,3.5834062,1.3,1.62,1,1.0
Egyptian Premier,2024-02-20,14:00:00,El Daklyeh,Pharco FC,3.15,2.8,2.82,2.3,1.64,1.26,4.0,1.04,13.0,2.38,1.02,2.38,1.58,1.44,2.8,1.05,10.0,2.18,1.73,3.75,7.0,5.3,6.4,7.8,5.9,5.0,6.4,5.6,5.2,5.9,6.6,6.6,6.4,6.8,7.0,6.6,6.4,7.2,0.31746033,0.35460994,0.35714287,0.35714287,0.6944444,0.4587156,0.5780347,0.8952381,0.8888889,1.1170213,0.9929078,1.125,1.0071429,0.9929078,0.5106383,0.052872464,0.055276383,0.05882353,0.0035587188,0.0035587188,1.125,0.9929078,1.1170213,1.125,1.0,0.9929078,1.2844037,8.77,0.037628278,-0.0022805016,0.35917902,0.31927025,0.06723614,0.19655363,0.05943833,0.48145613,-9.369385,1.9233304,34.215702,0.48145613,0.02,0.33,1,1.0
Egyptian Premier,2024-02-20,14:00:00,Al-Masry,Baladeyet Al-Mahalla,1.67,6.0,3.65,2.52,1.47,1.35,2.84,1.08,9.8,3.0,1.01,3.0,1.4,1.68,2.18,1.08,9.2,2.16,1.75,5.5,6.8,8.4,2.9,6.2,5.0,7.4,9.2,7.4,5.5,7.4,9.2,6.2,6.8,8.4,6.2,5.7,6.0,2.94,0.5988024,0.2739726,0.16666667,0.4587156,0.5952381,0.46296296,0.5714286,2.1856287,3.5928144,0.45753425,1.6438357,0.27833334,0.60833335,0.5972603,0.46027398,0.53024,0.37218046,0.56453717,0.24352331,0.25214407,0.27833334,1.6438357,0.45753425,0.76605505,2.7522936,0.5972603,1.0092592,11.32,-0.17491166,0.20759717,0.1475265,0.5300353,0.5744611,2.167633,0.575082,5.309595,44.712086,0.70710677,14.036243,5.309595,2.35,1.98,1,1.0
English League 1,2024-02-20,16:45:00,Cambridge Utd,Bolton,3.85,2.16,3.5,2.8,1.44,1.39,3.2,1.09,9.0,9.4,1.08,3.5,1.37,1.82,2.14,1.1,8.6,1.92,2.02,11.0,8.2,11.5,24.0,12.5,7.2,10.0,15.5,8.8,9.4,10.5,29.0,18.0,36.0,17.5,26.0,16.5,16.0,6.4,0.25974026,0.2857143,0.46296296,0.46728972,0.5494506,0.5208333,0.4950495,0.90909094,0.561039,1.1,0.61714286,1.7824074,1.6203704,0.61142856,0.52,0.26864678,0.04761905,0.281198,0.23674911,0.24113475,1.7824074,0.61714286,1.1,1.7990655,1.0093458,0.61142856,1.1145834,9.51,0.036803365,-0.1409043,0.404837,0.22712934,0.2813944,0.89202017,0.30627143,2.1849942,-9.926246,0.45254833,9.090277,2.1849942,1.34,0.35,1,1.0
English League 2,2024-02-20,16:45:00,Gillingham,Stockport,3.45,2.38,3.35,2.84,1.49,1.35,3.2,1.08,10.0,10.0,1.09,3.25,1.42,1.75,2.24,1.09,9.4,1.96,1.99,10.0,8.2,8.4,29.0,10.5,7.0,10.5,18.5,19.5,13.0,18.0,42.0,15.0,36.0,36.0,26.0,14.5,20.0,8.2,0.28985506,0.29850745,0.42016807,0.44642857,0.5714286,0.5102041,0.5025126,0.9710145,0.6898551,1.0298507,0.7104478,1.4495798,1.407563,0.6686567,0.52238804,0.17697737,0.014705882,0.18353345,0.16928446,0.19856887,1.4495798,0.7104478,1.0298507,1.5401785,1.0625,0.6686567,1.1428572,9.18,0.010893246,-0.10566449,0.375817,0.25925925,0.1931425,0.59101605,0.2217931,1.4476879,-2.8624053,0.6929647,13.766301,1.4476879,0.97,0.1,1,1.0
English National League,2024-02-20,16:45:00,Hartlepool,Altrincham,2.48,2.68,3.75,3.4,1.3,1.02,2.34,1.15,5.9,15.5,1.04,2.32,1.04,2.32,1.69,1.15,5.1,1.59,2.44,5.5,5.2,5.5,6.2,5.0,4.7,5.4,5.8,5.4,4.7,5.4,6.0,6.0,5.7,6.0,6.6,5.1,5.2,7.2,0.4032258,0.26666668,0.37313432,0.591716,0.43103448,0.6289308,0.40983605,1.5120968,1.0806452,0.6613333,0.71466666,0.92537314,1.3992537,0.45066667,0.61866665,0.16850325,0.20385233,0.03875969,0.16640747,0.37867647,0.92537314,0.71466666,0.6613333,1.4674556,1.5857989,0.45066667,1.062893,8.91,-0.14253648,-0.120089784,0.27833894,0.30078563,0.22991975,0.6828616,0.32030305,1.6726625,32.415546,0.89095455,-17.484426,1.6726625,1.07,1.27,1,1.0
English League 2,2024-02-20,16:45:00,MK Dons,Wrexham,2.44,3.0,3.7,3.3,1.37,1.52,2.68,1.14,7.2,14.0,1.05,4.6,1.25,2.22,1.77,1.16,5.5,1.65,2.4,14.5,13.5,20.0,42.0,11.5,7.8,12.0,19.5,15.5,10.5,14.5,25.0,27.0,19.0,29.0,46.0,10.5,20.0,13.5,0.40983605,0.27027026,0.33333334,0.56497175,0.45045045,0.6060606,0.41666666,1.5163934,1.2295082,0.6594595,0.8108108,0.81333333,1.2333333,0.4783784,0.6,0.16892615,0.20521173,0.10294118,0.104477614,0.35283363,0.81333333,0.8108108,0.6594595,1.3785311,1.6949153,0.4783784,1.0727273,9.14,-0.13785557,-0.07658643,0.26695842,0.32822758,0.20720841,0.63129497,0.3008111,1.5463506,32.210926,0.6363961,-12.680384,1.5463506,0.7,1.26,1,1.0
English National League,2024-02-20,16:45:00,Ebbsfleet Utd,Woking,2.36,3.15,3.6,2.98,1.37,1.44,2.68,1.11,7.4,12.0,1.05,3.75,1.27,2.0,1.87,1.12,6.0,1.75,2.2,11.0,12.0,19.5,13.5,10.0,5.7,8.6,12.5,9.6,7.6,16.0,28.0,27.0,20.0,32.0,15.0,16.5,25.0,7.6,0.42372882,0.2777778,0.31746033,0.53475934,0.5,0.5714286,0.45454547,1.5254238,1.3347458,0.65555555,0.875,0.74920636,1.1428572,0.51944447,0.5555556,0.18140891,0.2080537,0.14337568,0.06666667,0.31627056,0.74920636,0.875,0.65555555,1.262032,1.684492,0.51944447,1.0685714,9.11,-0.13611417,-0.04939627,0.25905597,0.34577388,0.20671375,0.6277208,0.28288135,1.5375955,31.798912,0.18384777,-3.718994,1.5375955,0.45,1.24,1,1.0
English National League,2024-02-20,16:45:00,Maidenhead,Southend,3.2,2.36,3.35,2.66,1.47,1.35,3.2,1.08,9.8,9.2,1.07,3.05,1.4,1.73,2.2,1.08,8.8,1.93,1.99,5.6,5.0,6.0,6.2,5.7,4.6,5.8,4.6,6.4,5.9,6.6,4.8,5.0,4.8,4.9,5.1,4.8,4.9,5.3,0.3125,0.29850745,0.42372882,0.45454547,0.5780347,0.5181347,0.5025126,1.046875,0.7375,0.95522386,0.7044776,1.3559322,1.4194915,0.6567164,0.5164179,0.1624293,0.022900764,0.15107913,0.17338003,0.2072072,1.3559322,0.7044776,0.95522386,1.4545455,1.0727273,0.6567164,1.1398964,8.91,-0.016835017,-0.11111111,0.359147,0.26487094,0.17965417,0.53357285,0.20932463,1.3069812,4.289153,0.66468036,13.224551,1.3069812,0.99,0.15,1,1.0
