,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-01-16,11:00:00,EGYPT - PREMIER LEAGUE,Zamalek,Haras El Hodood,1.27,21.0,5.7,60.0,1.2380625
2,2025-01-16,14:00:00,EGYPT - PREMIER LEAGUE,Al Masry,Future FC,1.91,5.3,3.2,15.0,1.2380625
3,2025-01-16,16:30:00,ENGLAND - PREMIER LEAGUE,Ipswich,Brighton,3.9,2.04,3.85,11.0,1.237687
4,2025-01-16,17:00:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Southampton,1.34,10.5,6.0,40.0,1.2376871
