,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,01/09/2023,00:05,Atlante,Dorados de Sinaloa,1.24,5.4,11.5,1.7,2.05,2.42,1.5,2.1,1.1357816,0.754,0.4,0.9165151,1.608,0.8064516,0.18518518,0.08695652,0.5882353,0.4878049,0.8860283,1.7,2.052,1,0.7858
2,INDONESIA - LIGA 1,01/09/2023,05:00,Persita,Madura United,2.52,3.2,2.62,1.98,1.65,1.75,1.85,1.7,1.3453624,1.409,1.3,1.1874342,0.648,0.3968254,0.3125,0.3816794,0.5050505,0.6060606,0.1009326,0.4,2.533,1,0.5041
3,SOUTH KOREA - K LEAGUE 1,01/09/2023,07:30,Daegu,Gangwon,1.95,3.2,3.6,2.25,1.62,1.91,1.8,1.6,0.9165151,1.025,0.7,0.45825756,1.457,0.51282054,0.3125,0.2777778,0.44444445,0.61728394,0.28172618,0.9,1.375,1,0.5227
4,ARMENIA - PREMIER LEAGUE,01/09/2023,10:00,West Armenia,Urartu,10.25,5.6,1.2,1.32,2.98,1.9,1.86,0.0,0.0,0.018,1.7,1.3453624,0.804,0.09756097,0.17857143,0.8333333,0.75757575,0.33557048,0.8907435,-1.7,1.345,1,0.6452
5,BULGARIA - PARVA LIGA,01/09/2023,11:00,Pirin Blagoevgrad,Arda,6.0,4.0,1.57,2.05,1.75,2.1,1.67,1.4,1.356466,0.849,1.5,1.2845232,1.248,0.16666667,0.25,0.6369427,0.4878049,0.5714286,0.58340186,-0.1,2.641,1,0.8987
6,ALBANIA - SUPERLIGA,01/09/2023,11:00,Erzeni,Vllaznia,2.52,2.95,2.67,2.6,1.41,2.12,1.69,1.0,1.0954452,0.807,1.0,1.0954452,1.05,0.3968254,0.33898306,0.37453184,0.3846154,0.7092199,0.064358175,0.0,2.191,1,0.5119
7,BELARUS - VYSSHAYA LIGA,01/09/2023,11:00,Isloch,Zhodino,2.94,3.3,2.42,2.12,1.72,1.83,1.93,1.5,1.2845232,0.8,1.6,1.2,1.126,0.34013605,0.3030303,0.41322315,0.4716981,0.5813953,0.13000454,-0.1,2.485,1,0.757
8,AZERBAIJAN - PREMIER LEAGUE,01/09/2023,12:00,Sabah Baku,Turan,1.37,4.65,6.9,1.57,2.1,1.85,1.75,2.5,1.024695,0.917,1.6,1.4282857,0.898,0.729927,0.21505377,0.14492753,0.6369427,0.47619048,0.71790946,0.9,2.453,1,0.5128
9,ARMENIA - PREMIER LEAGUE,01/09/2023,12:00,BKMA,Ararat-Armenia,5.7,3.7,1.5,1.87,1.75,1.95,1.81,1.3,1.4177446,0.999,1.8,1.4696939,0.674,0.1754386,0.27027026,0.6666667,0.53475934,0.5714286,0.5738179,-0.5,2.887,1,0.5362
10,ESTONIA - MEISTRILIIGA,01/09/2023,12:00,Narva,Tallinna Kalev,2.25,3.25,2.8,1.78,1.83,1.65,2.18,1.2,1.4696939,1.292,1.9,1.3747727,0.492,0.44444445,0.30769232,0.35714287,0.56179774,0.5464481,0.15290241,-0.7,2.844,1,0.5166
11,QATAR - QSL,01/09/2023,12:15,Al Ahli Doha,Al-Gharafa,3.0,3.95,2.02,1.4,2.7,1.4,2.72,1.1,1.3,0.91,1.6,1.4282857,0.949,0.33333334,0.25316456,0.4950495,0.71428573,0.37037036,0.27905113,-0.5,2.728,1,0.5235
12,SLOVAKIA - NIKE LIGA,01/09/2023,12:30,Banska Bystrica,Ruzomberok,1.9,3.6,3.8,1.75,2.02,1.65,2.1,1.3,1.4177446,0.642,1.1,1.3,0.822,0.5263158,0.2777778,0.2631579,0.5714286,0.4950495,0.33943868,0.2,2.718,1,0.8467
13,POLAND - EKSTRAKLASA,01/09/2023,13:00,LKS Lodz,Warta Poznan,2.6,3.2,2.7,2.1,1.7,1.8,1.95,2.8,0.6,0.666,0.8,1.1661904,1.154,0.3846154,0.3125,0.37037036,0.47619048,0.5882353,0.08764047,2.0,1.766,1,0.7459
14,POLAND - DIVISION 1,01/09/2023,13:00,R. Rzeszow,Termalica B-B.,3.2,3.4,2.05,1.9,1.95,1.73,2.0,1.3,1.1874342,0.508,1.6,1.2,0.578,0.3125,0.29411766,0.4878049,0.5263158,0.51282054,0.2392918,-0.3,2.387,1,0.6101
15,BULGARIA - PARVA LIGA,01/09/2023,13:15,Botev Vratsa,Cherno More,8.0,4.2,1.45,1.95,1.9,2.0,1.73,1.5,1.2845232,1.008,1.4,1.356466,0.713,0.125,0.23809524,0.6896552,0.51282054,0.5263158,0.69513226,0.1,2.641,1,0.6514
