Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,20/10/2023,07:30,Pohang,Incheon,1.91,3.6,3.8
2,UZBEKISTAN - SUPER LEAGUE,20/10/2023,08:30,Metallurg Bekabad,Buxoro,1.75,3.35,4.5
3,INDONESIA - LIGA 1,20/10/2023,09:00,PSM Makassar,Arema FC,1.53,4.15,5.2
4,EGYPT - PREMIER LEAGUE,20/10/2023,10:00,Al Masry,El Gaish,1.7,3.1,5.7
5,BULGARIA - PARVA LIGA,20/10/2023,10:45,Krumovgrad,Etar,2.05,3.5,3.6
6,UZBEKISTAN - SUPER LEAGUE,20/10/2023,11:00,Pakhtakor,Turon,1.22,5.4,11.5
7,GEORGIA - CRYSTALBET EROVNULI LIGA,20/10/2023,13:00,Dinamo Batumi,Dila Gori,1.34,4.75,7.29
8,NETHERLANDS - EERSTE DIVISIE,20/10/2023,15:00,Jong AZ,Oss,1.75,4.0,4.33
9,ITALY - SERIE C,20/10/2023,15:45,Picerno,ACR Messina,1.75,3.3,4.9
10,ITALY - SERIE C,20/10/2023,15:45,Monopoli,Virtus Francavilla,2.25,3.05,3.25
11,ITALY - SERIE C,20/10/2023,15:45,Virtus Verona,Fiorenzuola,1.65,3.45,5.4
12,IRELAND - PREMIER DIVISION,20/10/2023,16:00,Shamrock Rovers,Drogheda,1.25,5.75,10.0
13,BOLIVIA - DIVISION PROFESIONAL,20/10/2023,20:00,The Strongest,Blooming,1.17,7.0,11.0
14,ARGENTINA - COPA DE LA LIGA PROFESIONAL,20/10/2023,21:30,Boca Juniors,Union de Santa Fe,1.91,3.3,4.5
15,MEXICO - LIGA MX,20/10/2023,22:00,Atlas,Mazatlan FC,1.62,3.6,5.5
