,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-05-05,20:30:00,PARAGUAY - PRIMERA DIVISION,Sol de America,2 de Mayo,3.35,3.5,2.22,6.0,1.2284517
2,2024-05-05,21:00:00,CHILE - PRIMERA DIVISION,O'Higgins,A. Italiano,2.82,2.9,3.15,9.8,1.2283213
3,2024-05-05,21:30:00,COLOMBIA - PRIMERA A,Once Caldas,La Equidad,2.7,3.3,2.98,9.6,1.2283233
4,2024-05-05,23:06:00,MEXICO - LIGA MX,Pachuca,Necaxa,1.64,5.9,4.3,23.0,1.228476
