Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,12/04/2024,06:45,Adelaide United,Macarthur FC,1.7,4.5,4.0
2,INDIA - I-LEAGUE,12/04/2024,10:30,Aizawl,Neroca FC,1.44,4.6,5.86
3,ARMENIA - PREMIER LEAGUE,12/04/2024,12:00,Ararat-Armenia,Ararat Yerevan,1.35,4.45,6.9
4,CAMEROON - ELITE ONE,12/04/2024,12:00,Union Douala,Fortuna Mfou,1.95,2.62,4.6
5,FINLAND - YKKONEN,12/04/2024,13:00,Atlantis,Vaajakoski,1.45,4.0,5.75
6,POLAND - EKSTRAKLASA,12/04/2024,13:00,Warta Poznan,Korona Kielce,2.5,2.9,2.88
7,BULGARIA - PARVA LIGA,12/04/2024,14:15,CSKA Sofia,Pirin Blagoevgrad,1.2,7.5,13.0
8,NETHERLANDS - EERSTE DIVISIE,12/04/2024,15:00,NAC Breda,Dordrecht,1.95,4.2,3.4
9,NETHERLANDS - EERSTE DIVISIE,12/04/2024,15:00,De Graafschap,Telstar,1.7,4.33,4.2
10,NETHERLANDS - EREDIVISIE,12/04/2024,15:00,Excelsior,FC Volendam,1.67,4.33,4.5
11,AUSTRIA - 2. LIGA,12/04/2024,15:30,Floridsdorfer AC,Leoben,2.6,3.05,2.72
12,POLAND - EKSTRAKLASA,12/04/2024,15:30,Pogon Szczecin,Ruch Chorzow,1.45,4.33,5.75
13,IRELAND - PREMIER DIVISION,12/04/2024,16:00,Shamrock Rovers,Sligo Rovers,1.4,4.0,8.0
14,ICELAND - BESTA DEILD KARLA,12/04/2024,16:15,Stjarnan,KR Reykjavik,1.98,3.9,3.15
15,ARGENTINA - PRIMERA NACIONAL,12/04/2024,18:00,Nueva Chicago,Estudiantes Rio Cuarto,2.15,3.4,3.4
16,PARAGUAY - PRIMERA DIVISION,12/04/2024,19:00,Guarani,Sol de America,2.1,3.25,3.2
17,COSTA RICA - PRIMERA DIVISION,12/04/2024,23:00,Liberia,Guanacasteca,1.91,3.4,4.0
