Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,29/04/2024,08:30,Bangkok Utd,Prachuap,1.57,4.05,5.1
2,ROMANIA - LIGA 2,29/04/2024,09:00,Hunedoara,Selimbar,2.05,3.2,3.6
3,RUSSIA - PREMIER LEAGUE,29/04/2024,09:15,Rubin Kazan,Ural,2.38,3.36,3.36
4,INDIA - ISL,29/04/2024,11:00,Mumbai City,Goa,2.38,3.4,2.7
5,RUSSIA - PREMIER LEAGUE,29/04/2024,11:30,Sochi,Fakel Voronezh,2.0,3.52,4.32
6,EGYPT - PREMIER LEAGUE,29/04/2024,13:00,Ceramica Cleopatra,Pharco,1.75,3.2,4.8
7,SWEDEN - ALLSVENSKAN,29/04/2024,14:00,Elfsborg,Sirius,1.83,3.8,4.0
8,SWEDEN - ALLSVENSKAN,29/04/2024,14:00,Brommapojkarna,Goteborg,2.3,3.5,3.0
9,JAMAICA - PREMIER LEAGUE,29/04/2024,19:00,Portmore,Arnett Gardens,2.25,3.0,3.25
10,CHILE - PRIMERA DIVISION,29/04/2024,21:30,A. Italiano,Cobresal,2.05,3.6,3.4
11,JAMAICA - PREMIER LEAGUE,29/04/2024,22:00,Tivoli,Waterhouse,2.42,3.05,2.87
