,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,FINLAND - YKKONEN,2024-08-06,10:00,Rovaniemi,EPS,1.9,3.6,3.4,1.6,2.3,1.53,2.38,1.5454545,1.3726971,0.88821584,0.6776755,0.39050928,0.5762482,0.33679575,0.1891549,0.56163085,2.1818182,1.2662171,0.5803495,1.8181819,1.1134044,0.61237246,0.36363637,1.2984415,3.5707142,0.46813247,0.16195814,1.3249754,3.9272728,0.70345396,2.909091,0.6958778,1.0,1.2247449,1.2247449,0.34725645,0.22950478,0.66090864,0.5402949,0.11038851,0.20431161,0.75,0.4330127,0.57735026,1.25,1.299038,1.0392305,-0.5,1.118034,-2.236068,0.32600915,0.14255093,1.3125,0.24743582,2.5,0.649519,0.5263158,0.2777778,0.29411766,0.625,0.4347826,0.6535948,0.42016807,1.8947369,1.7894737,0.5277778,0.9444444,0.5588235,1.0588236,0.44444445,0.6388889,0.3100682,0.3090909,0.28301886,0.028571429,0.3846154,0.5588235,0.9444444,0.5277778,1.1875,2.125,0.44444445,1.0457517,8.9,0.545,2.597,-0.19101124,-0.02247191,0.21348314,0.38202247,0.3131991,0.9291573,0.3889634,2.2759614,40.364536,0.98994946,-19.290047,1.873065,1.4086688,1.3296703,0.75206614,2.2759614,0.2,1.7,1,0.8755
2,FINLAND - YKKONEN,2024-08-06,10:00,KPV Kokkola,Jazz Pori,1.73,3.9,3.6,1.44,2.7,1.44,2.63,2.090909,1.2398347,0.5929644,0.44790584,0.2643273,0.5901403,0.41091457,0.18804066,0.457615,1.7272727,0.9620914,0.5570003,1.2727273,1.2128786,0.952976,0.45454547,1.6713433,3.6769552,0.5476565,0.17865053,1.1374646,1.0363636,1.6034856,1.7818182,0.8663418,1.2,1.4696939,1.2247449,0.68153596,0.67366576,0.98845226,0.5105696,0.081281856,0.1591984,1.6,1.6248077,1.0155048,2.4,1.496663,0.62360954,-0.8,2.7856777,-3.4820971,0.39851347,0.067943916,3.2,0.81240386,2.1818182,1.6463293,0.5780347,0.25641027,0.2777778,0.6944444,0.37037036,0.6944444,0.38022813,2.2543352,2.0809247,0.44358975,0.9230769,0.48055556,1.0833334,0.36923078,0.6923077,0.39606684,0.38543516,0.35084426,0.04,0.46067417,0.48055556,0.9230769,0.44358975,1.2013888,2.5,0.36923078,1.0,9.23,0.891,2.71,-0.23510292,-0.032502707,0.18743229,0.3900325,0.3821845,1.1758543,0.47292107,2.880243,47.334507,1.7819091,-32.210926,2.0118818,1.411368,1.4254835,0.7015164,2.880243,0.3,2.17,1,0.9194
3,SPAIN - LALIGA2,2024-08-06,13:30,R. Oviedo,Eibar,2.4,3.1,3.2,2.3,1.6,1.91,1.8,2.0,1.1281521,0.56407607,0.34887913,0.30349648,0.8699187,0.46663883,0.17975795,0.3852186,1.7272727,1.354515,0.78419286,0.72727275,0.6165755,0.84779125,1.0,1.595448,1.595448,0.5716917,0.07361302,1.1494823,2.6694214,0.87645084,0.3305785,1.356466,1.0909091,1.2398347,1.1365151,0.42659095,0.32122457,0.7530038,0.45889473,0.095985495,0.20916669,1.1818181,0.9359664,0.79197156,1.2727273,0.9620914,0.75592893,-0.09090909,1.2398347,-13.638182,0.3627236,0.05665218,1.2892562,0.85796916,1.7355372,0.7055337,0.41666666,0.32258064,0.3125,0.4347826,0.625,0.5235602,0.5555556,1.2916666,1.3333334,0.7741935,1.032258,0.75,0.96875,0.7419355,0.516129,0.13380443,0.12727273,0.14285715,0.015873017,0.14814815,0.75,1.032258,0.7741935,1.0434783,1.3913044,0.7419355,1.2041885,8.7,0.909,2.368,-0.08045977,0.011494253,0.27586207,0.3678161,0.15030687,0.4358899,0.16926351,1.0677078,19.290047,0.98994946,19.290047,1.5625,1.3541666,1.1538461,0.8666667,1.0677078,0.1,0.7,1,0.7063
4,SPAIN - PRIMERA RFEF,2024-08-06,14:30,Malaga,Celta Vigo B,2.1,3.05,3.65,2.15,1.65,1.87,1.83,1.7272727,1.2128786,0.70219284,0.21168831,0.1729295,0.8169062,0.6100043,0.17220883,0.28230757,1.1818181,1.0285189,0.8702853,0.45454547,0.4979296,1.0954452,0.72727275,1.354515,1.8624581,0.5488023,0.1758377,0.86531025,2.2561984,0.538748,0.41322315,0.5477226,1.1818181,1.1922616,1.0088367,0.28615007,0.26898807,0.94002455,0.6056231,0.13452086,0.22211976,0.8181818,0.7158189,0.8748898,0.72727275,0.74965554,1.0307764,0.09090909,1.0833068,11.916375,0.41126105,0.074970275,0.8181818,0.7158189,0.72727275,0.74965554,0.47619048,0.32786885,0.2739726,0.4651163,0.6060606,0.53475934,0.5464481,1.4523809,1.7380953,0.6885246,1.1967213,0.5753425,0.8356164,0.704918,0.5409836,0.23794068,0.18446602,0.26956522,0.08955224,0.17307693,0.5753425,1.1967213,0.6885246,0.9767442,1.6976744,0.704918,1.1497326,8.8,0.545,2.405,-0.10795455,0.06818182,0.23863636,0.41477272,0.26644033,0.7815583,0.2735156,1.9144189,25.407719,0.70710677,14.036243,1.702544,1.2981083,1.3115578,0.7624521,1.9144189,0.6,0.95,1,0.7588
5,SPAIN - PRIMERA RFEF,2024-08-06,14:30,Barcelona B,UD Ibiza,2.05,3.4,3.4,1.98,1.78,1.8,1.91,2.090909,1.2398347,0.5929644,0.34646252,0.274623,0.79264855,0.47686988,0.18783212,0.3938855,1.6363636,1.06794,0.65263003,0.90909094,0.66804266,0.73484695,0.72727275,1.4826823,2.0386884,0.59770775,0.07595418,1.1170357,0.892562,1.95789,0.8264463,0.73484695,1.0909091,1.2398347,1.1365151,0.27026638,0.46181175,1.7087281,0.70719093,0.184577,0.26100025,0.72727275,0.86243933,1.1858541,0.90909094,0.8999541,0.98994946,-0.18181819,1.1134044,-6.1237245,0.4606281,0.10650273,0.46280992,1.3552618,1.322314,0.61871845,0.4878049,0.29411766,0.29411766,0.5050505,0.56179774,0.5555556,0.5235602,1.6585366,1.6585366,0.60294116,1.0,0.60294116,1.0,0.58235294,0.5235294,0.25455844,0.24770643,0.24770643,0.0,0.2639405,0.60294116,1.0,0.60294116,1.0353535,1.7171717,0.58235294,1.1,8.85,1.0,2.48,-0.15254237,0.0,0.23163842,0.38418078,0.26421115,0.7794229,0.29552746,1.9091883,34.01935,0.28284273,5.710593,1.7575322,1.3701578,1.2827225,0.77959186,1.9091883,0.0,1.35,1,0.8275
6,ARGENTINA - PRIMERA NACIONAL,2024-08-06,15:00,Almagro,Gimnasia Mendoza,2.38,3.3,2.88,2.5,1.5,2.2,1.62,1.5454545,1.1570839,0.7487013,0.19775179,0.21637465,1.094173,0.65756685,0.112859525,0.17163202,0.72727275,0.74965554,1.0307764,0.72727275,0.86243933,1.1858541,0.0,1.1281521,1.0,0.41900784,0.07807876,0.57314026,0.46280992,1.1780301,0.1983471,3.1622777,1.0,1.0444659,1.0444659,0.43315256,0.38608816,0.8913445,0.44686633,0.06849584,0.15328038,1.0,0.8528029,0.8528029,1.3636364,1.3666633,1.0022198,-0.36363637,1.2984415,-3.5707142,0.27362883,0.0443984,1.0,0.8528029,1.983471,0.93958104,0.42016807,0.3030303,0.3472222,0.4,0.6666667,0.45454547,0.61728394,1.3865546,1.2100841,0.72121215,0.8727273,0.8263889,1.1458334,0.75757575,0.45454547,0.135365,0.16197184,0.09505703,0.067961164,0.13793103,0.8263889,0.8727273,0.72121215,0.952,1.152,0.75757575,1.1363636,8.56,0.545,2.202,-0.10747664,-0.049065422,0.27803737,0.3364486,0.16141799,0.46057934,0.15026824,1.1281844,24.70243,1.4142135,26.565052,1.6077265,1.4618348,1.0998003,0.9092559,1.1281844,0.42,0.92,1,0.5933
7,ARGENTINA - PRIMERA NACIONAL,2024-08-06,15:00,Def. de Belgrano,Gimnasia y Tiro,2.15,2.9,3.75,3.5,1.3,2.63,1.44,1.5454545,1.3726971,0.88821584,0.22986376,0.23796482,1.0352428,0.6411075,0.14219476,0.2217955,0.8181818,0.83319557,1.0183501,0.72727275,0.9620914,1.3228756,0.09090909,1.1642044,12.806249,0.4780504,0.07137235,0.6481161,0.74380165,0.9165151,0.8595041,0.8140773,0.875,0.3307189,0.37796447,0.2143736,0.32758898,1.5281218,0.7200484,0.0974869,0.13538936,0.5,0.70710677,1.4142135,0.625,0.69597054,1.1135529,-0.125,0.3307189,-2.6457512,0.2704633,0.064570405,0.8636364,0.4093776,0.45454547,0.9569595,0.4651163,0.3448276,0.26666668,0.2857143,0.7692308,0.38022813,0.6944444,1.3488373,1.744186,0.7413793,1.2931035,0.5733333,0.7733333,1.2068965,0.44827586,0.22744422,0.14851485,0.27118644,0.12781955,0.09375,0.5733333,1.2931035,0.7413793,0.6142857,1.0714285,1.2068965,1.3307985,8.8,0.67,1.703,-0.08522727,0.09659091,0.24431819,0.42613637,0.27290478,0.80052066,0.23167166,1.9608672,20.556046,3.11127,47.72631,1.6620156,1.2651163,1.3137255,0.76119405,1.9608672,0.85,0.75,1,0.7755
8,ARGENTINA - PRIMERA NACIONAL,2024-08-06,15:20,All Boys,Atletico Atlanta,2.4,2.8,3.3,3.1,1.36,2.38,1.53,1.8181819,1.1134044,0.61237246,0.30224657,0.29752767,0.9843872,0.564648,0.13261913,0.23487045,0.90909094,0.8999541,0.98994946,0.54545456,0.78202957,1.4337208,0.36363637,0.64282435,1.767767,0.38425192,0.08530057,0.6466714,1.4876033,0.54997194,0.34710744,1.2289037,1.1818181,1.4024771,1.1867114,0.34848514,0.36253428,1.0403149,0.5632312,0.07008803,0.12443917,0.8181818,0.9359664,1.1439589,1.5454545,1.0756508,0.6960094,-0.72727275,1.5427784,-2.1213202,0.24834347,0.058642622,0.5206612,1.4708043,1.6859504,0.9860133,0.41666666,0.35714287,0.3030303,0.32258064,0.7352941,0.42016807,0.6535948,1.1666666,1.375,0.85714287,1.1785715,0.72727275,0.8484849,1.1071428,0.4857143,0.12929326,0.07692308,0.15789473,0.08196721,0.050847456,0.72727275,1.1785715,0.85714287,0.7741935,1.0645162,1.1071428,1.302521,8.5,0.636,2.516,-0.047058824,0.05882353,0.28235295,0.3882353,0.15914999,0.45092496,0.1350269,1.104536,11.309933,2.4607315,41.02327,1.5530303,1.3257576,1.1714286,0.85365856,1.104536,0.5,0.4,1,0.5969
9,BRAZIL - SERIE B,2024-08-06,17:00,Amazonas,Brusque,2.0,3.2,4.0,2.5,1.5,2.2,1.62,1.4545455,1.233151,0.84779125,0.37131622,0.2897129,0.7802323,0.49155393,0.13459304,0.27381134,1.0909091,0.7925271,0.72648317,0.90909094,0.9958592,1.0954452,0.18181819,0.9359664,5.147815,0.39617246,0.14164098,0.74354076,0.892562,0.9686442,0.661157,1.3693064,1.4545455,1.4373989,0.98821175,0.70534396,0.45784548,0.64910954,0.34274927,0.18144697,0.5293869,1.3636364,0.7713892,0.56568545,1.7272727,1.5427784,0.8931875,-0.36363637,1.9198829,-5.279678,0.25669783,0.1560816,1.1157025,0.94280905,3.1404958,0.84852815,0.5,0.3125,0.25,0.4,0.6666667,0.45454547,0.61728394,1.6,2.0,0.625,1.25,0.5,0.8,0.78125,0.46875,0.2999423,0.23076923,0.33333334,0.11111111,0.12280702,0.5,1.25,0.625,0.8,1.6,0.78125,1.1363636,9.2,0.0,2.671,-0.13043478,0.08695652,0.2173913,0.4347826,0.32825366,1.0066446,0.29722625,2.4657657,30.963757,1.4142135,26.565052,1.75,1.25,1.4,0.71428573,2.4657657,0.8,1.2,1,0.7816
10,BRAZIL - SERIE B,2024-08-06,17:00,CRB,Botafogo SP,1.73,3.4,5.0,2.35,1.57,2.15,1.62,2.5454545,0.9875255,0.38795644,0.4644402,0.4520537,0.9733302,0.43990704,0.15349704,0.34893063,1.8181819,1.5850542,0.8717798,0.27272728,0.6165755,2.2607768,1.5454545,1.6713433,1.0814574,0.5256554,0.06113727,1.1719186,2.8099174,1.0256233,0.27272728,0.6165755,1.0,1.2792042,1.2792042,0.41739535,0.40539122,0.97124034,0.4866117,0.100789145,0.20712438,0.8181818,0.7158189,0.8748898,1.8181819,1.1134044,0.61237246,-1.0,1.6514456,-1.6514456,0.22964889,0.17915608,0.96694213,0.6056929,3.1404958,0.64460254,0.5780347,0.29411766,0.2,0.42553192,0.6369427,0.4651163,0.61728394,1.965318,2.8901734,0.5088235,1.4705882,0.346,0.68,0.6911765,0.4617647,0.4496145,0.32553607,0.4858841,0.1904762,0.1826087,0.346,1.4705882,0.5088235,0.73617023,2.1276596,0.6911765,1.0930233,10.13,1.545,2.267,-0.16485687,0.15794669,0.17077987,0.4935834,0.48424232,1.6351249,0.45844913,4.0052214,39.86188,1.1030866,21.305784,1.9341041,1.1780347,1.6418056,0.6090855,4.0052214,1.6,1.67,1,0.9701
