,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/05/2024,09:00,AZERBAIJAN - PREMIER LEAGUE,Gabala,Araz,2.86,3.27,2.35,1.96,1.74,2.04,1.02,1.4,1.31,6.67,1.07
2,19/05/2024,09:30,NETHERLANDS - EREDIVISIE,Heracles,Sittard,2.45,3.6,2.7,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.22
3,19/05/2024,09:30,NETHERLANDS - EREDIVISIE,Almere City,Nijmegen,2.8,3.5,2.45,1.67,1.57,2.25,1.03,1.33,1.2,5.0,1.17
4,19/05/2024,11:00,SCOTLAND - PREMIERSHIP,Ross County,Aberdeen,2.5,3.9,2.45,1.73,1.57,2.25,1.04,1.33,1.22,5.0,1.17
5,19/05/2024,12:00,ENGLAND - PREMIER LEAGUE,Burnley,Nottingham,2.8,3.7,2.35,1.53,1.44,2.63,1.03,1.25,1.17,4.0,1.25
6,19/05/2024,12:30,URUGUAY - PRIMERA DIVISION,Danubio,Racing Montevideo,2.5,3.3,2.75,2.25,1.91,1.8,1.08,1.5,1.4,10.0,1.06
7,19/05/2024,14:00,SPAIN - SEGUNDA RFEF,Yeclano,Lleida,2.75,2.87,2.65,2.5,2.07,1.6,1.09,1.6,1.52,9.7,1.01
8,19/05/2024,15:30,ARGENTINA - LIGA PROFESIONAL,Platense,Independiente,3.25,2.88,2.5,3.1,2.5,1.5,1.14,1.73,1.67,17.0,1.03
9,19/05/2024,17:30,URUGUAY - PRIMERA DIVISION,Wanderers,Cerro Largo,2.75,2.88,2.75,2.35,1.91,1.8,1.08,1.5,1.4,10.0,1.06
10,19/05/2024,17:45,ARGENTINA - LIGA PROFESIONAL,Banfield,Huracan,2.63,2.88,3.0,3.1,2.25,1.57,1.13,1.67,1.62,17.0,1.03
11,19/05/2024,18:30,BRAZIL - SERIE A,Cuiaba,Internacional,3.8,3.1,2.1,2.6,2.2,1.62,1.11,1.57,1.53,11.0,1.05
12,19/05/2024,18:30,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Sp. Luqueno,4.5,3.5,1.75,2.05,1.91,1.8,1.06,1.4,1.33,7.0,1.1
13,19/05/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Central Cordoba,Boca Juniors,4.5,3.2,1.91,2.5,2.2,1.62,1.1,1.53,1.44,11.0,1.05
