Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/01/2024,07:00,MALTA - PREMIER LEAGUE,Birkirkara,Santa Lucia,1.44,4.3,6.3,1.7,1.91,1.7,1.02,1.33,1.24,5.3,1.12
2,21/01/2024,09:00,ENGLAND - CHAMPIONSHIP,Leeds,Preston,1.25,6.0,12.0,1.65,2.2,1.62,1.04,1.3,1.22,5.0,1.17
3,21/01/2024,09:30,BELGIUM - CHALLENGER PRO LEAGUE,Waregem,Genk U23,1.55,4.5,5.0,1.4,1.5,2.5,1.02,1.22,1.11,3.25,1.33
4,21/01/2024,10:00,MALTA - PREMIER LEAGUE,Floriana,Gzira,1.53,3.85,5.7,1.98,2.07,1.6,1.05,1.42,1.33,7.0,1.08
5,21/01/2024,12:00,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,St. Truiden,1.4,4.75,7.5,1.73,2.0,1.75,1.04,1.33,1.22,5.5,1.14
6,21/01/2024,12:00,ITALY - SERIE C,Torres,Olbia,1.42,4.15,7.5,2.05,2.32,1.55,1.07,1.45,1.35,6.0,1.1
7,21/01/2024,12:30,SWITZERLAND - SUPER LEAGUE,Zurich,Basel,1.67,4.0,5.0,1.7,1.73,2.0,1.04,1.33,1.22,5.0,1.17
8,21/01/2024,12:45,NETHERLANDS - EREDIVISIE,Ajax,Waalwijk,1.25,6.5,10.0,1.33,1.7,2.05,1.01,1.2,1.1,3.0,1.36
9,21/01/2024,15:15,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,Club Brugge KV U23,1.36,4.75,9.0,1.53,1.8,1.91,1.03,1.25,1.14,3.75,1.25
10,21/01/2024,16:45,ITALY - SERIE C,Juve Stabia,Giugliano,1.55,3.8,5.9,2.05,2.12,1.65,1.07,1.45,1.35,6.1,1.09
11,21/01/2024,18:00,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Sportivo Trinidense,1.5,4.33,5.25,1.67,1.8,1.91,1.04,1.3,1.2,5.0,1.17
12,21/01/2024,18:00,PANAMA - LPF,Plaza Amador,Potros del Este,1.55,3.85,5.5,1.9,1.91,1.7,1.03,1.39,1.29,6.0,1.09
13,21/01/2024,20:10,COLOMBIA - PRIMERA A,Junior,Bucaramanga,1.65,3.8,5.5,2.0,1.91,1.8,1.05,1.4,1.3,7.0,1.1
14,21/01/2024,22:20,COLOMBIA - PRIMERA A,Atl. Nacional,Alianza,1.62,3.8,5.75,2.05,2.0,1.73,1.07,1.4,1.33,7.0,1.1
