Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,17/09/2023,04:30,CHINA - SUPER LEAGUE,Nantong Zhiyun,Chengdu Rongcheng,4.0,3.3,1.95,2.08,1.95,1.8,1.06,1.44,1.33,8.0,1.08
2,17/09/2023,08:30,ESTONIA - MEISTRILIIGA,Kalju,Flora,4.0,3.55,1.72,1.7,1.7,2.1,1.01,1.33,1.22,5.15,1.11
3,17/09/2023,10:00,NORTH MACEDONIA - 1. MFL,Sileks,Shkendija,4.45,3.5,1.72,1.98,1.93,1.7,1.04,1.44,1.34,7.5,1.05
4,17/09/2023,10:00,NORTH MACEDONIA - 1. MFL,Bregalnica Stip,Struga,4.45,3.35,1.78,2.02,1.9,1.72,1.05,1.45,1.35,7.9,1.05
5,17/09/2023,10:00,ENGLAND - PREMIER LEAGUE,Bournemouth,Chelsea,4.33,4.0,1.75,1.62,1.57,2.25,1.03,1.29,1.2,4.5,1.2
6,17/09/2023,10:30,RUSSIA - PREMIER LEAGUE,Rubin Kazan,Zenit,5.18,4.15,1.72,1.94,1.81,1.95,1.01,1.35,1.25,5.6,1.09
7,17/09/2023,11:00,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Anderlecht,4.5,4.0,1.7,1.6,1.62,2.2,1.03,1.3,1.18,4.33,1.2
8,17/09/2023,12:00,CROATIA - HNL,Gorica,Hajduk Split,4.33,3.4,1.83,1.8,1.73,2.0,1.05,1.36,1.25,5.5,1.14
9,17/09/2023,13:00,MALTA - PREMIER LEAGUE,Santa Lucia,Floriana,4.64,3.72,1.68,1.91,1.83,1.93,1.03,1.37,1.27,6.4,1.08
10,17/09/2023,13:30,ITALY - SERIE C,Alessandria,Padova,5.3,3.45,1.65,2.5,2.4,1.5,1.11,1.57,1.5,7.8,1.05
11,17/09/2023,14:15,BELGIUM - CHALLENGER PRO LEAGUE,St. Liege U23,Oostende,4.0,4.0,1.65,1.65,1.67,2.1,1.03,1.3,1.2,4.5,1.18
12,17/09/2023,14:30,SPAIN - PRIMERA RFEF,Antequera,Castellon,3.75,3.1,2.0,2.5,2.2,1.62,1.1,1.57,1.5,8.5,1.05
13,17/09/2023,15:00,CANADA - CANADIAN PREMIER LEAGUE,Valour,Forge,3.8,3.4,1.95,1.95,1.75,1.95,1.07,1.45,1.31,5.7,1.12
14,17/09/2023,15:45,ITALY - SERIE C,Virtus Francavilla,Crotone,4.0,3.15,1.95,2.15,1.91,1.8,1.09,1.52,1.39,6.5,1.08
15,17/09/2023,18:00,URUGUAY - PRIMERA DIVISION,Maldonado,Penarol,3.8,3.2,1.83,2.1,1.91,1.8,1.07,1.44,1.36,8.0,1.08
16,17/09/2023,20:00,PARAGUAY - PRIMERA DIVISION,Guarani,Cerro Porteno,4.0,3.6,1.8,1.83,1.73,2.0,1.04,1.36,1.25,6.0,1.13
