Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/04/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Cercle Brugge KSV,Club Brugge KV,3.6,3.6,2.0,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
2,01/04/2024,09:15,SWITZERLAND - SUPER LEAGUE,Yverdon,Young Boys,5.25,4.2,1.62,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
3,01/04/2024,09:15,SWITZERLAND - CHALLENGE LEAGUE,Vaduz,Thun,3.6,3.7,1.88,1.55,1.5,2.4,1.03,1.3,1.18,3.75,1.23
4,01/04/2024,09:30,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Groningen,3.6,3.8,1.95,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
5,01/04/2024,10:00,POLAND - DIVISION 1,Zaglebie Sosnowiec,GKS Katowice,3.75,3.4,1.91,2.05,1.83,1.83,1.06,1.4,1.33,7.0,1.1
6,01/04/2024,10:00,POLAND - EKSTRAKLASA,Stal Mielec,Lech Poznan,4.33,3.4,1.85,2.15,2.0,1.75,1.07,1.44,1.36,9.0,1.07
7,01/04/2024,11:00,ENGLAND - CHAMPIONSHIP,Rotherham,Millwall,4.33,3.6,1.85,2.1,2.0,1.73,1.07,1.44,1.36,8.0,1.08
8,01/04/2024,11:00,ENGLAND - LEAGUE ONE,Burton,Barnsley,4.33,3.75,1.8,1.88,1.75,2.0,1.05,1.36,1.25,6.0,1.13
9,01/04/2024,11:00,ENGLAND - LEAGUE ONE,Carlisle,Lincoln,5.75,3.75,1.65,2.0,1.95,1.8,1.05,1.4,1.29,7.0,1.1
10,01/04/2024,13:00,IRELAND - PREMIER DIVISION,Waterford,Shamrock Rovers,4.75,3.75,1.7,2.2,2.1,1.67,1.07,1.44,1.4,9.0,1.07
11,01/04/2024,15:00,POLAND - EKSTRAKLASA,Gornik Zabrze,Legia,3.8,3.5,1.95,1.93,1.75,2.0,1.05,1.36,1.29,6.5,1.11
